"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"F1613","3","definition","2","Installe un chantier et pose des éléments de sécurité collectifs"
"F1613","3","definition","3","Pose l''élément porteur (TAN/bois), prépare et réceptionne le support"
"F1613","3","definition","4","Effectue la pose de différents éléments d''étanchéité pour prévenir toute infiltration d''eau ou réduire la consommation énergétique et l''impact sur l''environnement"
"F1613","3","definition","5","Met en œuvre la protection des toitures-terrasses"
"F1613","3","definition","6","Réalise l''entretien et la rénovation des ouvrages étanchés"
"F1613","3","definition","7","Peut végétaliser un espace"
"F1613","4","acces_metier","1","Cet emploi est accessible sans diplôme spécifique. Des formations telles que le CAP Étancheur du bâtiment et des travaux publics, le CQP Étancheur sur béton avec revêtement bitumineux, ou le Titre professionnel Étancheur toiture bâtiment peuvent cependant en faciliter l''accès. Des Certificats d''aptitude à la conduite en sécurité (CACES) pour échafaudages ou plates-formes élévatrices peuvent également être demandés."
"F1614","3","definition","1","Prépare et pose toutes fermetures intérieures et extérieures en bois, métal, aluminium, PVC (portes, fenêtres, battants, volets roulants, grilles, murs, stores, clôtures, portes de garages,...) selon les règles de sécurité."
"F1614","3","definition","2","Peut installer et régler des automatismes de fermetures."
"F1614","3","definition","3","Peut entretenir, réparer, remplacer des éléments posés et leur système de fermeture."
"F1614","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en menuiserie, métallerie."
"F1614","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans ce secteur sans diplôme particulier."
"F1614","4","acces_metier","3","Un diplôme de niveau Bac (Bac professionnel, Brevet Professionnel) peut être demandé pour les postes d''encadrement d''équipe."
"F1614","4","acces_metier","4","Des connaissances complémentaires en électricité et en automatismes peuvent être requises."
"F1615","3","definition","1","Installe des cloisons modulaires, amovibles, mobiles et des boîtes ou bulles autonomes."
"F1615","3","definition","2","Procède à l''ajustement, à l''assemblage et au montage de la structure en aluminium ou en acier sur chantier en intérieur."
"F1615","3","definition","3","Utilise des plans techniques et notices de pose."
"F1615","4","acces_metier","1","Cet emploi est accessible aux personnes ayant déjà une formation ou une expérience dans le BTP, ou dans la fabrication, l''installation de menuiseries."
"F1616","3","definition","1","En relation directe avec le client, pose tout type de fermetures extérieures ou d''ouvrages en aluminium, bois, métal, PVC sur chantier : portes, fenêtres, garde-corps, claustras, portails, volets, stores."
"F1616","3","definition","2","Intervient sur différentes typologies de chantiers, occupés ou non : maison individuelle, logement collectif, bâtiment tertiaire et communal."
"F1616","3","definition","3","Peut acquérir des compétences en motorisation, automatisme et domotique pour l''installation et le paramétrage des produits associés."
"F1616","3","definition","4","Assure la maintenance et le service après-vente des éléments posés, changement de vitrage ou de pièces de quincaillerie."
"F1616","3","definition","5","Assure un rôle essentiel dans l''isolation et l''étanchéité qui participent à la performance énergétique du bâtiment."
"F1616","4","acces_metier","1","Emploi qui peut être pratiqué sans formation initiale, avec possibilité de formation en interne. Emploi aussi accessible aux personnes ayant déjà une formation ou une expérience dans le BTP ou dans la fabrication, l''installation de menuiseries."
"F1617","3","definition","1","Travaille en échange direct avec le client, essentiellement un particulier, depuis la présentation du projet à la livraison finale du produit."
"F1617","3","definition","2","Travaille en binôme selon les règles de l''art, dans des habitations souvent occupées ce qui nécessite une parfaite organisation et propreté du chantier."
"F1617","3","definition","3","Autonomie et responsabilité sont nécessaires pour la lecture de plans en 3D, l''assemblage des éléments, le report de plan dans l''espace à l''aide de métré laser, avant et pendant l''installation, les travaux d''isolation et d''étanchéité avec le bâtiment existant."
"F1617","3","definition","4","Bien installée et équipée de protection solaire, la véranda est une extension vitrée qui permet l''apport naturel de chaleur, de lumière et contribue aux économies d''énergie du bâtiment."
"F1617","4","acces_metier","1","Emploi qui peut être pratiqué sans formation initiale, avec possibilité de formation en interne. Emploi aussi accessible aux personnes ayant déjà une formation ou une expérience dans le BTP ou dans la fabrication, l''installation de menuiseries."
"F1617","4","acces_metier","2","Après plusieurs années d''expérience, possibilité d''évoluer vers un poste de chef/ cheffe d''équipe."
"F1618","3","definition","1","Prépare et pose des éléments de menuiserie et de façade dans les règles de l''art et selon les règles de sécurité."
"F1618","3","definition","2","Procède à l''ajustement, à l''assemblage et au montage voire au démontage de la façade en aluminium ou en acier, sur chantier en intérieur."
"F1618","3","definition","3","Suite au travail de conception et de fabrication en amont, participe directement à la qualité de l''ouvrage et lors de la livraison finale du chantier."
"F1618","3","definition","4","Peut entretenir, réparer, remplacer des éléments posés et leur système de fermeture."
"F1618","3","definition","5","Intervient majoritairement sur des chantiers de bâtiment tertiaire et communal, en milieu occupé dans le cadre d''une rénovation ou non-occupé pour la construction neuve. Travaille essentiellement en équipe et à de très grandes hauteurs."
"F1618","3","definition","6","En assurant l''isolation et l''étanchéité de la façade, contribue, par l''apport de lumière naturelle, à la performance énergétique du bâtiment et au confort des occupants. Participe directement à la signature des bâtiments, à leur aspect esthétique et à l''allongement de la durée de vie du bâtiment en maintenant en état les façades posées."
"F1618","3","definition","7","Lors des opérations de démontage de façade, assure le tri et recyclage des matériaux en boucle fermée."
"F1618","4","acces_metier","1","Emploi qui peut être pratiqué sans formation initiale, avec possibilité de formation en interne. Emploi aussi accessible aux personnes ayant déjà une formation ou une expérience dans le BTP ou dans la fabrication, l''installation de menuiseries."
"F1619","3","definition","1","Le couvreur est un artisan spécialisé dans la pose, la réparation et la rénovation des toitures sur des chantiers de construction neuve ou de rénovation de bâtiments résidentiels, commerciaux ou industriels."
"F1619","3","definition","2","Effectue le choix des matériaux, la préparation et la pose des éléments de couverture"
"F1619","3","definition","3","Pose des couvertures étanches et isolantes, installe des systèmes d''évacuation des eaux de pluie et des éléments spécifiques : fenêtres de toit, éléments ornementaux"
"F1619","3","definition","4","Peut installer des panneaux solaires ou photovoltaïques"
"F1619","3","definition","5","Peut intervenir sur des bâtiments anciens et patrimoniaux souvent classés ou inscrits au registre des monuments historiques"
"F1619","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP en couverture. L''emploi d''aide-couvreur est accessible sans qualification avec une formation interne à l''entreprise."
"F1619","4","acces_metier","2","Des formations complémentaires peuvent être demandées pour des interventions sur bâti  ancien."
"F1619","4","acces_metier","3","Des postes de couvreurs spécialisés en monuments historiques sont ouverts dans la fonction publique ou les collectivités territoriales, généralement sur concours."
"F1619","4","acces_metier","4","Il est indispensable de ne pas avoir le vertige pour travailler sur les toits."
"F1620","3","definition","1","L''Installateur chauffage et climatisation, installe et entretient les systèmes CVC (chauffage, climatisation et ventilation) selon les règles de sécurité et les normes environnementales."
"F1620","3","definition","2","Développe la mise en place de systèmes plus efficaces énergétiquement comme des pompes à chaleur, des systèmes de chauffage solaire ou encore des climatiseurs à haut rendement énergétique afin de réduire les consommations d''énergie et les émissions de carbone"
"F1620","3","definition","3","Règle et met en service les installations et procède à leur dépannage et réparation"
"F1620","4","acces_metier","1","Ce métier est généralement accessible avec un diplôme de niveau CAP à Bac + 3 en installation et maintenance des installations thermiques."
"F1620","4","acces_metier","2","Des formations complémentaires permettant de suivre les évolutions liées aux nouvelles technologies et aux matériaux innovants pour des solutions durables en matière de chauffage et climatisation."
"F1621","3","definition","1","Le ramoneur effectue l''entretien des cheminées, des conduits de fumée, et des appareils de chauffage afin de réduire  les risques d''incendies et d''intoxication au monoxyde de carbone."
"F1621","3","definition","2","Réalise le nettoyage par action mécanique directe de la paroi intérieure du conduit de fumée afin d''en éliminer les suies et dépôts"
"F1621","3","definition","3","Inspecte les installations pour détecter des risques à la sécurité"
"F1621","3","definition","4","Conseille sur l''entretien des installations"
"F1621","3","definition","5","Peut réaliser des contrôles de conformité aux normes en vigueur"
"F1621","4","acces_metier","1","Cet emploi nécessite une formation de base dans les métiers du chauffage et des installations thermiques, souvent accessible via des CAP ou des Bac Pro, suivie de formations spécialisées en ramonage obligatoires."
"F1621","4","acces_metier","2","Une habilitation pour le travail en hauteur peut être requise."
"F1622","3","definition","1","Le Monteur en éclairage public joue un rôle essentiel dans l''illumination et la sécurité des espaces publics."
"F1622","3","definition","2","Installe et entretient les systèmes d''éclairage public pour garantir la sécurité et le confort des usagers"
"F1622","3","definition","3","Réalise des diagnostics de panne et effectue les réparations nécessaires"
"F1622","3","definition","4","Contrôle et assure la conformité des installations aux normes de sécurité en vigueur"
"F1622","3","definition","5","Participe à la mise en place de nouveaux projets d''éclairage urbain intelligent afin de contribuer à la préservation de l''environnement"
"F1622","4","acces_metier","1","Cet emploi est généralement accessible avec un diplôme de niveau CAP à Bac dans le domaine de l''électricité ou de l''installation de réseaux électriques."
"F1622","4","acces_metier","2","Des habilitations sont nécessaires pour le travail en hauteur et l''utilisation de nacelles élévatrices."
"F1623","3","definition","1","Le Monteur installation réseaux mobiles installe et configure des équipements de télécommunications sur différents sites."
"F1623","3","definition","2","Procède à l''installation d''antennes, de pylônes et d''équipements de transmission pour les réseaux mobiles"
"F1623","3","definition","3","Réalise des tests et des diagnostics de fonctionnement"
"F1623","3","definition","4","Effectue la maintenance préventive et corrective des équipements de télécommunication"
"F1623","4","acces_metier","1","Cet emploi est généralement accessible avec un diplôme de niveau Bac en informatique et réseaux, environnements connectés ou en réseaux de télécommunications ou avec un CAP et une expérience dans le domaine."
"F1623","4","acces_metier","2","Des habilitations électriques sont nécessaires pour la manipulation sécurisée des installations et pour le travail en hauteur."
"F1623","4","acces_metier","3","Des Certificats d''aptitude à la conduite en sécurité (CACES) peuvent être demandés pour l''utilisation de nacelles élévatrices par exemple."
"F1624","3","definition","1","Artisan du détail et de la finition, le staffeur façonne ou restaure des éléments de décoration intérieure ou extérieure, en staff ou en stuc."
"F1624","3","definition","2","Intervient pour des constructions neuves ou en rénovation"
"F1624","3","definition","3","Restaure les éléments en staff dans des bâtiments historiques"
"F1624","3","definition","4","Collabore avec des architectes et décorateurs pour créer des éléments sur mesure"
"F1624","3","definition","5","Installe les créations sur les sites, en assurant leur fixation et leur intégrité esthétique"
"F1624","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP. Certaines habilitations au montage d''échafaudages peuvent être utiles mais ne sont pas obligatoires."
"F1625","3","definition","1","Le Monteur en agencement est un professionnel polyvalent qui aménage des espaces intérieurs fonctionnels et adaptés aux types de bâtiments, qu''ils soient résidentiels, commerciaux ou industriels."
"F1625","3","definition","2","Installe et ajuste des éléments d''agencement pour optimiser l''espace et l''ergonomie des lieux"
"F1625","3","definition","3","Pose des systèmes d''isolation thermique et phonique pour améliorer le confort"
"F1625","3","definition","4","Assemble et pose des éléments, équipements, meubles sur mesure selon les spécifications des clients"
"F1625","3","definition","5","Peut installer des stands pour des événements"
"F1625","4","acces_metier","1","Cet emploi est accessible avec des formations allant du CAP à bac+2 dans le domaine du bâtiment."
"F1625","4","acces_metier","2","Une habilitation électrique peut être nécessaire."
"F1626","3","definition","1","Le Calorifugeur est un professionnel spécialisé dans l''isolation thermique et acoustique des bâtiments ou installations industrielles."
"F1626","3","definition","2","Pose et fixe des matériaux isolants pour éviter les transferts de chaleur"
"F1626","3","definition","3","Utilise des techniques de calorifugeage pour améliorer l''efficacité énergétique des systèmes"
"F1626","3","definition","4","Réalise des mesures et des découpes précises pour adapter les matériaux isolants aux surfaces à traiter"
"F1626","3","definition","5","Assure la maintenance et la réparation des isolations existantes pour garantir leur efficacité"
"F1626","3","definition","6","Collabore avec d''autres corps de métier pour coordonner les travaux sur les chantiers"
"F1626","3","definition","7","Peut également réaliser des isolations contre le bruit"
"F1626","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau CAP à Bac +2/3 en isolation thermique ou acoustique ou dans le domaine énergétique. Des certificats d''aptitude à la conduite en sécurité (CACES) d''engins de manutention peuvent être demandés en fonction des chantiers."
"F1626","4","acces_metier","2","Des habilitations spécifiques peuvent être requises dans l''industrie nucléaire par exemple."
"F1627","3","definition","1","Le Poseur de compteurs est chargé de l''installation, la maintenance et le remplacement de compteurs de mesure, tels que les compteurs d''eau, de gaz, d''électricité ou d''énergie thermique."
"F1627","3","definition","2","Installe des compteurs de gaz, d''eau et d''électricité chez les particuliers et les entreprises"
"F1627","3","definition","3","Assure la maintenance et le bon fonctionnement des compteurs installés"
"F1627","3","definition","4","Effectue des relevés de consommation pour garantir une facturation précise"
"F1627","3","definition","5","Respecte les normes de sécurité et les réglementations en vigueur lors des installations"
"F1627","3","definition","6","Renseigne les clients sur le fonctionnement des compteurs et les bonnes pratiques d''utilisation"
"F1627","3","definition","7","Peut être amené à intervenir en urgence pour des réparations ou des remplacements de compteurs"
"F1627","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP à Bac Pro dans le domaine du BTP. Les certifications et habilitations seront différentes selon le type de compteur installé (gaz, électricité, eau)."
"F1628","3","definition","1","L''Installateur de bornes de recharge électriques joue un rôle essentiel pour la mobilité durable."
"F1628","3","definition","2","Installe et configure des bornes de recharge pour véhicules électriques selon les normes de sécurité"
"F1628","3","definition","3","Réalise des diagnostics pour assurer le bon fonctionnement des installations"
"F1628","3","definition","4","Assure la maintenance préventive et corrective des équipements"
"F1628","3","definition","5","Conseille les clients sur le choix et l''utilisation optimale des bornes de recharge"
"F1628","3","definition","6","Peut coordonner des projets d''installation à grande échelle"
"F1628","3","definition","7","Respecte les normes environnementales et contribue à la promotion de la mobilité bas carbone"
"F1628","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP à Bac + 2, généralement en électricité ou électrotechnique."
"F1628","4","acces_metier","2","Des formations spécifiques à l''installation de bornes électriques peuvent être complémentaires."
"F1628","4","acces_metier","3","La certification IRVE (Infrastructure de Recharge pour Véhicules Électriques)  est requise pour l''entreprise."
"F1629","3","definition","1","L''électricien de signalisation ferroviaire est chargé de la surveillance, l''entretien et la modernisation des installations de signalisations électriques et de l''énergie ; garant de la sécurité des installations, il peut superviser les travaux réalisés par des entreprises extérieures."
"F1629","3","definition","2","Contribue aux travaux de renouvellement ou de création d''installations"
"F1629","3","definition","3","Maintient en état de fonctionnement les infrastructures électriques (installations de signalisation, les systèmes de détection et d''espacement des trains, les systèmes de contrôle, les aiguillages, les signaux lumineux et les passages à niveau) pour garantir la sécurité et la performance du réseau ferroviaire"
"F1629","3","definition","4","Assure la maintenance préventive et corrective des installations électriques : opérations de vérification, de dépannage et de réparation des installations électriques, sur les voies ferrées et les postes d''aiguillage"
"F1629","3","definition","5","Diagnostique et répare les pannes électriques pour rétablir rapidement la continuité du service"
"F1629","3","definition","6","Travaille en toute sécurité, en respectant scrupuleusement les procédures et les normes en vigueur, garantissant la protection des personnes et des biens."
"F1629","3","definition","7","Travaille avec d''autres techniciens et ingénieurs pour améliorer les installations et optimiser les performances du réseau ferroviaire"
"F1629","3","definition","8","Participe également aux travaux de renouvellement ou d''installations d''alimentation électrique dans le cadre de la modernisation des voies ferroviaires"
"F1629","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP (avec expérience préalable) à Bac + 2 en électricité ou électrotechnique."
"F1629","4","acces_metier","2","Des habilitations électriques complémentaires peuvent être requises selon le type d''activité et de tension des installations."
"F1629","4","acces_metier","3","Les conditions d''exercice de l''activité peuvent nécessiter d''être véhiculé."
"F1630","3","definition","1","Le technicien de désenfumage s''assure que les dispositifs de désenfumage fonctionnent correctement pour évacuer la fumée en cas d''incendie et garantir la sécurité des personnes et des biens."
"F1630","3","definition","2","Installe et entretient les systèmes de désenfumage selon les normes de sécurité"
"F1630","3","definition","3","Réalise des tests réguliers sur les équipements pour assurer leur efficacité et conformité"
"F1630","3","definition","4","Intervient rapidement en cas de panne ou de dysfonctionnement pour réparer ou remplacer les éléments défectueux"
"F1630","3","definition","5","Conseille les clients sur les solutions de désenfumage les plus adaptées à leurs bâtiments"
"F1630","3","definition","6","Rédige des rapports détaillés sur l''état des installations et les interventions effectuées"
"F1630","3","definition","7","Participe à des formations continues pour rester à jour sur les nouvelles technologies et réglementations en matière de désenfumage"
"F1630","4","acces_metier","1","Cet emploi est généralement accessible avec une formation de niveau Bac à Bac +2  dans le domaine thermique ou un niveau CAP et une expérience professionnelle. Des formations internes spécifiques à la sécurité et au désenfumage peuvent être proposées. Des habilitations électriques pour la manipulation sécurisée des installations ou des habilitations pour le travail en hauteur peuvent être demandées."
"F1701","3","definition","1","Le Coffreur réalise des coffrages, c''est-à-dire des moules provisoires en bois ou en métal, qui servent à couler le béton pour former des structures (murs, dalles, poutres, fondations, etc.)."
"F1701","3","definition","2","Prépare et monte les coffrages selon les plans de construction"
"F1701","3","definition","3","Vérifie la solidité et l''étanchéité des moules avant le coulage du béton"
"F1701","3","definition","4","Démonte les coffrages une fois le béton durci en préservant les structures réalisées"
"F1701","3","definition","5","Respecte les normes de sécurité et les règles de construction"
"F1701","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP à Bac professionnel dans le domaine du coffrage, de la maçonnerie ou de la construction d''ouvrages en béton armé."
"F1701","4","acces_metier","2","Des certifications complémentaires telles que les Certificats d''Aptitude à la Conduite En Sécurité (CACES) pourront être demandés pour l''installation d''échafaudages par exemple."
"F1702","3","definition","1","L''ouvrier en voieries urbaines est un maillon essentiel de la construction et l''entretien des infrastructures urbaines."
"F1702","3","definition","2","Pose des pavés, des bordures de trottoir, des caniveaux, et façonne des murets"
"F1702","3","definition","3","Construit et entretient les routes, chaussées, voieries urbaines y compris les voies de tramway"
"F1702","3","definition","4","Manie divers outils et machines pour la pose et le réglage d''enrobés"
"F1702","3","definition","5","Respecte les normes de sécurité sur les chantiers"
"F1702","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP dans le domaine des  travaux publics."
"F1702","4","acces_metier","2","Il est également accessible sans diplôme particulier mais avec une expérience professionnelle dans ce secteur."
"F1702","4","acces_metier","3","Des CACES (Certificats d''Aptitude à la Conduite En Sécurité) peuvent être demandés pour la conduite d''engins de chantier ou de manutention."
"F1703","3","definition","1","Le maçon est un professionnel du bâtiment spécialisé dans la construction, la réparation et la rénovation de structures en dur (murs, fondations, dalles, etc.) à l''aide de matériaux comme le béton, les briques ou les parpaings."
"F1703","3","definition","2","Construit des murs, façades, cloisons, par assemblage de matériaux (briques, parpaings, pierres, carreaux de plâtre) grâce à des liants (ciment, plâtre, etc.)"
"F1703","3","definition","3","Prépare et applique les mortiers, enduits"
"F1703","3","definition","4","Réalise des ouvertures dans une maçonnerie existante (fenêtre, porte, etc.)"
"F1703","3","definition","5","Effectue la rénovation de structures en maçonnerie"
"F1703","3","definition","6","S''assure de l''étanchéité, de la solidité du bâtiment, de l''isolation phonique et thermique, et du respect des normes liées au développement durable"
"F1703","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP à Bac pro en maçonnerie."
"F1703","4","acces_metier","2","Des certifications complémentaires telles que les Certificats d''Aptitude à la Conduite En Sécurité (CACES) pourront être demandés pour"
"F1703","4","acces_metier","3","l''installation d''échafaudages ou l''utilisation de plates-formes élévatrices."
"F1704","3","definition","1","Le manœuvre du Bâtiment et des Travaux Publics est un ouvrier polyvalent sur un chantier de construction : Sous les ordres d''un ouvrier spécialisé, il réalise des tâches simples et assiste les équipes spécialisées."
"F1704","3","definition","2","Prépare le terrain, les outils et les matériaux nécessaires à l''exécution des travaux"
"F1704","3","definition","3","Effectue des tâches simples de construction et de démolition sous la supervision d''un responsable"
"F1704","3","definition","4","Transporte et décharge des matériaux de construction et veille à la propreté du chantier"
"F1704","3","definition","5","Peut réaliser des mélanges de construction comme le béton ou le mortier"
"F1704","3","definition","6","Respecte les consignes de sécurité et utilise les équipements de protection individuelle"
"F1704","3","definition","7","Nettoie et maintient le site après travaux"
"F1704","4","acces_metier","1","Ce métier est accessible sans qualification ni expérience préalable. Aucune certification n''est obligatoire réglementairement pour ce métier."
"F1704","4","acces_metier","2","Le manœuvre du BTP doit cependant avoir connaissance de règles de prévention et de sécurité sur les chantiers."
"F1705","3","definition","1","Le Poseur de canalisations intervient sur les canalisations permettant le transport et la distribution d''eau et de fluides de toute nature."
"F1705","3","definition","2","Réalise des travaux de terrassement et de nivellement pour préparer le site et la pose des tuyaux"
"F1705","3","definition","3","Installe et répare les canalisations"
"F1705","3","definition","4","Effectue des tests de pression pour vérifier l''étanchéité et la résistance des canalisations"
"F1705","3","definition","5","Collabore avec d''autres corps de métier pour assurer la coordination des travaux sur les chantiers"
"F1705","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP à Bac dans le domaine des travaux publics."
"F1705","4","acces_metier","2","Des Certificats d''Aptitude à la Conduite En Sécurité (CACES) peuvent être nécessaires pour l''utilisation d''engins de chantier."
"F1705","4","acces_metier","3","Des habilitations électriques peuvent également être demandées."
"F1706","3","definition","1","L''agent de préfabrication de l''industrie du béton réalise des produits en béton sur mesure (panneaux, dalles, escaliers, murs, pièces spéciales pour réseaux d''assainissement, etc.) qui seront ensuite installés sur les chantiers de construction."
"F1706","3","definition","2","Prépare les moules pour couler le béton selon les spécifications techniques du client"
"F1706","3","definition","3","Surveille les paramètres de la machine de coulage pour garantir la qualité du béton"
"F1706","3","definition","4","Démoule les pièces fabriquées, vérifie leur conformité et effectue des finitions sur les pièces en béton"
"F1706","3","definition","5","Manutentionne et déplace les produits fabriqués"
"F1706","3","definition","6","Assure la maintenance de premier niveau des équipements de production pour prévenir les pannes"
"F1706","4","acces_metier","1","Ce métier est accessible sans qualification, cependant un niveau CAP dans le secteur du Bâtiment ou de l''industrie peut en faciliter l''accès."
"F1706","4","acces_metier","2","Un Certificat d''Aptitude à la Conduite En Sécurité (CACES) peut être demandé pour la conduite d''engin de manutention ou de levage."
"F1707","3","definition","1","Réalise des travaux de maçonnerie et d''aménagement des espaces verts publics (parcs, jardins, terrains de sport) ou privés (pour des maisons individuelles)."
"F1707","3","definition","2","Assure les travaux en amont et réalise les aménagements en suivant les plans."
"F1707","3","definition","3","Est également en charge de l''installation de mobiliers et de systèmes d''irrigation."
"F1707","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP à Bac dans le domaine de l''aménagement paysager. Des CACES peuvent être demandés pour la conduite d''engins sur certains chantiers."
"F1708","3","definition","1","Supervise la mise en œuvre des fondations du bassin, veille à l''étanchéité des installations."
"F1708","3","definition","2","Met en œuvre les techniques du traitement de l''eau, des installations hydrauliques et des filtrations."
"F1708","3","definition","3","Assure également l''entretien saisonnier de piscines et effectue les réparations nécessaires."
"F1708","3","definition","4","Prend en compte la gestion de l''écosystème."
"F1708","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP minimum, BP ou titre professionnel dans le secteur des installations sanitaires ou métiers de la piscine."
"F1709","3","definition","1","Démonte ou démolit des constructions ou des ouvrages en respectant les règles de sécurité."
"F1709","3","definition","2","Effectue le tri sélectif des matériaux en vue de leur recyclage ou revalorisation."
"F1709","3","definition","3","Peut utiliser des mini-engins : tronçonneuse, burineur, marteau piqueur, mini-pelle, mini-chargeur."
"F1709","4","acces_metier","1","Cet emploi est accessible sans qualification. Possibilités de formations à la sécurité ou à l''utilisation d''engins en interne.  Un CAP dans le secteur de la maçonnerie ou de la conduite d''engins de travaux publics peut être un atout."
"F1710","3","definition","1","Le Magasinier en matériaux de construction assure la manutention des produits de leur entrée à la sortie des stocks de l''agence, tout en accueillant le client sur le point de vente."
"F1710","3","definition","2","Réceptionne, déplace, charge, décharge, range et stocke les matériaux de construction"
"F1710","3","definition","3","Contrôle le bon fonctionnement des engins utilisés"
"F1710","3","definition","4","Prépare les commandes et les expéditions de matériaux"
"F1710","3","definition","5","Accueille et conseille les clients"
"F1710","3","definition","6","Peut assurer la vente des matériaux et gérer l''organisation des transports"
"F1710","4","acces_metier","1","Cet emploi est accessible avec diplôme de niveau CAP à Bac+2 dans le secteur de la logistique."
"F1710","4","acces_metier","2","Des Certificats d''Aptitude à la Conduite En Sécurité (CACES) sont nécessaires pour l''utilisation d''échafaudages ou la conduite d''engins de manutention."
"F1711","3","definition","1","Le Poseur de voies ferrées participe aux travaux de construction et d''entretien des voies ferrées et contribue ainsi à la mobilité des personnes et au transport de marchandises."
"F1711","3","definition","2","Prépare et pose les éléments nécessaires à la construction ou à la rénovation des voies ferrées"
"F1711","3","definition","3","Contrôle la conformité des voies posées et effectue les ajustements nécessaires"
"F1711","3","definition","4","Utilise des machines spécialisées pour la pose et la fixation des rails"
"F1711","3","definition","5","Assure la maintenance régulière des voies pour garantir leur sécurité et leur fonctionnalité"
"F1711","3","definition","6","Collabore avec divers professionnels pour coordonner les travaux sur les chantiers"
"F1711","4","acces_metier","1","Cet emploi est accessible sans qualification. Cependant un CAP dans le domaine des travaux publics ou le CQP poseur de voies ferrées pourront en faciliter l''accès."
"F1711","4","acces_metier","2","Des Certificats d''aptitude à la conduite en sécurité (CACES) de certains matériels pourront être nécessaires."
"F1712","3","definition","1","Le Ferrailleur, en duo avec le coffreur, construit la structure en fer d''un bâtiment ou d''un édifice afin d''en garantir la stabilité."
"F1712","3","definition","2","Façonne et assemble des armatures métalliques nécessaires à la construction pour renforcer le béton armé"
"F1712","3","definition","3","Prépare les treillis et les étais pour constituer le coffrage"
"F1712","3","definition","4","Respecte les normes de sécurité et les réglementations en vigueur"
"F1712","3","definition","5","Travaille en collaboration avec d''autres équipes sur le chantier"
"F1712","4","acces_metier","1","Ce métier est accessible sans qualification, cependant une formation de niveau CAP à Bac professionnel dans le domaine de la maçonnerie, du coffrage ou de la construction d''ouvrages en béton en facilitera l''accès."
"F1713","3","definition","1","Le maçon-fumiste est spécialisé à la fois dans la construction de structures maçonnées (murs, cheminées) et dans l''installation, l''entretien et la réparation des systèmes d''évacuation des fumées (conduits, poêles, chaudières)."
"F1713","3","definition","2","Construit et installe des cheminées et des poêles à bois ou à granulés"
"F1713","3","definition","3","Réalise des travaux de maçonnerie spécifiques à l''installation de systèmes de chauffage"
"F1713","3","definition","4","Assure la conformité des installations selon les normes de sécurité en vigueur"
"F1713","3","definition","5","Conseille les clients sur le choix des matériaux et des équipements"
"F1713","3","definition","6","Effectue des diagnostics et des maintenances préventives"
"F1713","3","definition","7","Peut restaurer ou rénover des cheminées anciennes"
"F1713","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP à Bac professionnel en maçonnerie, fumisterie ou pose de poêles et cheminées."
"F1713","4","acces_metier","2","Des certifications complémentaires telles que les Certificats d''Aptitude à la Conduite En Sécurité (CACES) pourront être demandés pour"
"F1713","4","acces_metier","3","l''installation d''échafaudages ou l''utilisation de plates-formes élévatrices."
"G1101","3","definition","1","L''Agent d''accueil touristique, premier contact des visiteurs, joue un rôle clé dans l''expérience touristique."
"G1101","3","definition","2","Accueille, informe et oriente les touristes sur les activités et sites à visiter"
"G1101","3","definition","3","Gère les réservations pour diverses attractions ou événements"
"G1101","3","definition","4","Assure la promotion des offres touristiques locales"
"G1101","3","definition","5","Peut gérer des réclamations ou des demandes spécifiques des visiteurs"
"G1101","3","definition","6","Contribue à l''organisation d''événements ou d''animations locales"
"G1101","3","definition","7","Maintient à jour les informations touristiques disponibles"
"G1101","4","acces_metier","1","Cet emploi est accessible sans condition de diplôme. Il existe néanmoins des formations de niveau Bac à Bac+3 appréciées pour exercer ce métier, dans le secteur de l''accueil ou du tourisme."
"G1102","3","definition","1","A travers la valorisation et la promotion des attraits touristiques d''une région, le chargé de promotion touristique stimule l''attractivité et le développement économique local."
"G1102","3","definition","2","Collabore avec les acteurs locaux pour créer des offres touristiques attractives"
"G1102","3","definition","3","Participe aux animations et au développement de l''accueil touristique du territoire"
"G1102","3","definition","4","Élabore des stratégies de marketing et de communication ciblées"
"G1102","3","definition","5","Développe et coordonne des événements et des campagnes promotionnelles"
"G1102","3","definition","6","Analyse les tendances du marché pour adapter les offres"
"G1102","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac+2 à Bac+5 en tourisme et management du tourisme."
