translation_id,entity_kind,entity_id,source,label_en,label_fr,status,reason,created_at
TRAD_8c0ac34f9364,occupation,OCC_9815254a36b8,ARBEITNOW,Werkstudent Retail Media / Marketplace (m/w/d),Étudiant(e) salarié(e) - Retail Media / Marketplace (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_f09aae2386da,occupation,OCC_42f9463eb1fd,ARBEITNOW,Senior Product Marketing Manager Sea Domain (m/f/d),Responsable senior Marketing Produit - Secteur maritime (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_4b86c7b24422,occupation,OCC_e2001adaaee2,ARBEITNOW,"Senior Engineering Manager, Supply Domain (all genders)","Responsable d'ingénierie senior, Domaine Supply (tous genres)",applied,ok,2026-07-15T09:40:03+00:00
TRAD_cf0d735edc5b,occupation,OCC_14a3530bfb4b,ARBEITNOW,"Engineering Manager, Search Engine (all genders)","Responsable d'ingénierie, Moteur de recherche (tous genres)",applied,ok,2026-07-15T09:40:03+00:00
TRAD_df43ae91e96a,occupation,OCC_9008cb4647bc,ARBEITNOW,Arbeitsvorbereiter (m/w/d),Préparateur / Préparatrice de travaux (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_e5f12dbf5d3c,occupation,OCC_acc0d4bfbc80,ARBEITNOW,Werkstudent:in Product & Venture Building,Étudiant(e) salarié(e) - Product & Venture Building,applied,ok,2026-07-15T09:40:03+00:00
TRAD_84401f2f24bf,occupation,OCC_1acf41114c03,ARBEITNOW,Projektleiter (m/w/d) Elektrotechnik | Köln,Chef de projet (H/F/D) Électrotechnique | Cologne,applied,ok,2026-07-15T09:40:03+00:00
TRAD_6638a0c9ecda,occupation,OCC_8d76388f9989,ARBEITNOW,(Lead/Senior) Technical Product Manager - Platform Engineering (m/f/d),Chef de produit technique (Lead/Senior) - Ingénierie plateforme (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_acfc09a21c57,occupation,OCC_92cd67638b85,ARBEITNOW,Ingenieur / Techniker (m/w/d) Entwicklung Disposables Pharma (1522),"Ingénieur / Technicien (H/F/D) - Développement de dispositifs médicaux jetables, Pharma (1522)",applied,ok,2026-07-15T09:40:03+00:00
TRAD_c39465a9a29f,occupation,OCC_9608b318f986,ARBEITNOW,Software Engineer (f/m/x) - TypeScript (NestJS or React),Ingénieur(e) logiciel (H/F/X) - TypeScript (NestJS ou React),applied,ok,2026-07-15T09:40:03+00:00
TRAD_3af3bd3e884e,occupation,OCC_31e13a095c73,ARBEITNOW,Technical Project Manager Heartbeat AI (m/f/d),Chef de projet technique - Heartbeat AI (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_2578bce22bec,occupation,OCC_28dd680bb4ca,ARBEITNOW,Bauleiter (m/w/d),Chef de chantier (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_9376125f78f0,occupation,OCC_337c349a44d6,ARBEITNOW,Praktikum im Bereich Prototyping & Data für Automotive Computer Vision,Stage dans le domaine du prototypage et des données pour la vision par ordinateur automobile,applied,ok,2026-07-15T09:40:03+00:00
TRAD_eb97459f4bf4,occupation,OCC_311501439fae,ARBEITNOW,C++ Software Architect (m/f/d) Tool Path Calculation,Architecte logiciel C++ (H/F/D) - Calcul de trajectoires d'outils,applied,ok,2026-07-15T09:40:03+00:00
TRAD_0b1171666db9,occupation,OCC_3cacf2bb2b93,ARBEITNOW,Fachinformatiker für Systemintegration (m/w/d),Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_827731650698,occupation,OCC_e8eadf46f8fb,ARBEITNOW,Leitung IT-Infrastruktur (m/w/d),Direction Infrastructure IT (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_3edb27932498,occupation,OCC_e4a8a5aa915e,ARBEITNOW,Steuerfachangestellte o. Entgeltabrechnerin (w/m/d) mit Homeoffice-Anteil,Assistant(e) fiscal(e) ou gestionnaire de paie (H/F/D) avec possibilité de télétravail,applied,ok,2026-07-15T09:40:03+00:00
TRAD_6faf9fe49a5d,occupation,OCC_10dc41f6953f,ARBEITNOW,Platform Engineer / DevOps (m/f/d) | AI GovTech Startup | Munich,Ingénieur(e) plateforme / DevOps (H/F/D) | Startup GovTech IA | Munich,applied,ok,2026-07-15T09:40:03+00:00
TRAD_0d3b0405550c,occupation,OCC_9c4c117df5f8,ARBEITNOW,Teamleiter (m/w/d) Finance in Voll- oder Teilzeit,Chef d'équipe (H/F/D) Finance à temps plein ou partiel,applied,ok,2026-07-15T09:40:03+00:00
TRAD_c05a04cdfda3,occupation,OCC_0c906d3158a6,ARBEITNOW,Marketing Manager B2B IT / Managed Services (m/w/d) - 1435,Responsable marketing B2B IT / Services managés (H/F/D) - 1435,applied,ok,2026-07-15T09:40:03+00:00
TRAD_248e3922fc0c,occupation,OCC_6873fd65a786,ARBEITNOW,Betoninstandsetzer (gn),Réparateur / Réparatrice de béton (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_654440411d91,occupation,OCC_ab046c951cca,ARBEITNOW,Founding Backend Engineer(Go),Ingénieur(e) Backend fondateur (Go),applied,ok,2026-07-15T09:40:03+00:00
TRAD_156d5cc5c000,occupation,OCC_e85f85137c9a,ARBEITNOW,Fachkraft für Arbeitssicherheit (mensch) Niedersachsen,Chargé(e) de sécurité au travail - Basse-Saxe,applied,ok,2026-07-15T09:40:03+00:00
TRAD_4ac2ab91f87d,occupation,OCC_e2d3585c9ee5,ARBEITNOW,Fachkraft für Arbeitssicherheit (mensch) Saschsen-Anhalt,Chargé(e) de sécurité au travail - Saxe-Anhalt,applied,ok,2026-07-15T09:40:03+00:00
TRAD_cc49e52db551,occupation,OCC_4a7e79aa5d4f,ARBEITNOW,Software Engineer (m/f/d),Ingénieur(e) logiciel (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_94a18ece8f57,occupation,OCC_6ede733bf14e,ARBEITNOW,Leitung für exklusives Kosmetik-Institut (m/w/d) in Vollzeit in München-Bogenhausen,Direction pour institut de beauté exclusif (H/F/D) à temps plein à Munich-Bogenhausen,applied,ok,2026-07-15T09:40:03+00:00
TRAD_f9596ac6b255,occupation,OCC_7b06230b6c8b,ARBEITNOW,Internship Global Product Management (m/f/d),Stage en gestion de produit à l'international (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_515c3c43f1ce,occupation,OCC_43958fcde9b9,ARBEITNOW,Senior AI Engineering Consultant (w/m/d),Consultant(e) senior en ingénierie IA (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_48fbc23b0cc7,occupation,OCC_341bd728b0ae,ARBEITNOW,"AI Engineer (m/f/d) - Full Stack, TypeScript / Nuxt / Next / Vue / React","Ingénieur(e) IA (H/F/D) - Full Stack, TypeScript / Nuxt / Next / Vue / React",applied,ok,2026-07-15T09:40:03+00:00
TRAD_4b663d793c23,occupation,OCC_dc37b8bdabd2,ARBEITNOW,Internship Product Portfolio Management (m/f/d),Stage en gestion de portefeuille de produits (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_c52fdadbdaa4,occupation,OCC_c8e3c9cb6c38,ARBEITNOW,Senior IT Administrator (m/w/d),Administrateur / Administratrice IT senior (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_99548beec1bd,occupation,OCC_ccb65c46f869,ARBEITNOW,IT-System Engineer (m/w/d),Ingénieur(e) systèmes IT (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_3533f30e5a2f,occupation,OCC_aa7fe0e12132,ARBEITNOW,Fachverkäufer (m/w/d) Vollzeit/Teilzeit,Vendeur / Vendeuse spécialisé(e) à temps plein/temps partiel,applied,ok,2026-07-15T09:40:03+00:00
TRAD_28fd2e3edab3,occupation,OCC_f78b1a76ee03,ARBEITNOW,Working Student Product Designer (m/w/d),Étudiant(e) salarié(e) - Designer Produit (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_2b41075faac0,occupation,OCC_4f5b19d65580,ARBEITNOW,Market & Regulation Analyst Intern/Werkstudent @Atmen,Stagiaire / Étudiant(e) salarié(e) - Analyste marché et réglementation @Atmen,applied,ok,2026-07-15T09:40:03+00:00
TRAD_e4fd87e9a5b4,occupation,OCC_bd8b9e27b797,ARBEITNOW,Quantitative Analyst & Financial Modeller (x/w/m),Analyste quantitatif / Modélisateur financier (H/F/X),applied,ok,2026-07-15T09:40:03+00:00
TRAD_c3261859b8c7,occupation,OCC_7e563be9002e,ARBEITNOW,Senior Sales Consultant - Vollzeit (German Speaking),Consultant(e) commercial(e) senior - Temps plein (germanophone),applied,ok,2026-07-15T09:40:03+00:00
TRAD_db407befdaff,occupation,OCC_5ba0f9300746,ARBEITNOW,Teamleiter (m/w/d) Forschung und Entwicklung Tools & Infrastruktur,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,applied,ok,2026-07-15T09:40:03+00:00
TRAD_16bc106d4bbc,occupation,OCC_2efdbd1cf825,ARBEITNOW,Technischer Immobilienmanager/Gebäudemanagement Standort Fulda/Würzburg,Gestionnaire technique de biens immobiliers / Gestion de bâtiments - Sites Fulda/Wurtzbourg,applied,ok,2026-07-15T09:40:03+00:00
TRAD_21f01534d3a2,occupation,OCC_db825f177c46,ARBEITNOW,Office Manager (m/w/d) mit dem Schwerpunkt Personal & Organisation,Office Manager (H/F/D) spécialisé(e) en Personnel et Organisation,applied,ok,2026-07-15T09:40:03+00:00
TRAD_72fe70ed62e8,occupation,OCC_b7c0ba682bd6,ARBEITNOW,Operations Manager Facility & Tenant Services (m/w/d),Responsable des opérations - Services aux bâtiments et locataires (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_d40f049c2799,occupation,OCC_0c71507b3ef9,ARBEITNOW,Tester:in,Testeur / Testeuse,applied,ok,2026-07-15T09:40:03+00:00
TRAD_df52f522dd52,occupation,OCC_4723bd332f04,ARBEITNOW,Entwickler für analoge Hardware (m/w/d),Développeur / Développeuse en matériel analogique (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_8b8940256e3a,occupation,OCC_aca1a4cafa57,ARBEITNOW,Entwicklungsingenieur (m/w/d) FPGA,Ingénieur(e) de développement (H/F/D) FPGA,applied,ok,2026-07-15T09:40:03+00:00
TRAD_7f62882505e0,occupation,OCC_4d34f0a4a62c,ARBEITNOW,Teamleitung Netzplanung geförderter Glasfaserausbau (m/w/d),"Chef d'équipe - Planification réseau, déploiement fibre optique subventionné (H/F/D)",applied,ok,2026-07-15T09:40:03+00:00
TRAD_07a8d392a598,occupation,OCC_d3c27b2b3e2b,ARBEITNOW,HR Generalist mit Schwerpunkt Entgeltabrechnung (m/w/d),Généraliste RH spécialisé(e) en gestion de la paie (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_717a210c77ae,occupation,OCC_0ae55a601c37,ARBEITNOW,Trainee Artist Manager / Influencer Manager (m/w/d),Stagiaire Manager Artiste / Manager Influenceur (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_84a57c83e684,occupation,OCC_5cd299d6d5a8,ARBEITNOW,Software-Ingenieur PCS7 Elektrotechnik (m/w/d),Ingénieur(e) logiciel PCS7 - Électrotechnique (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_e13f1e9479fa,occupation,OCC_3f1f438816f3,ARBEITNOW,Werkstudent (m/w/d) im Marketing mit Schwerpunkt Social Media & Content Creation,"Étudiant(e) salarié(e) (H/F/D) en marketing, spécialisé(e) en réseaux sociaux et création de contenu",applied,ok,2026-07-15T09:40:03+00:00
TRAD_2f3acbeab391,occupation,OCC_c49207ccbbab,ARBEITNOW,"Fullstack Software Entwickler Java, Angular (m/w/d)","Développeur / Développeuse logiciel Fullstack Java, Angular (H/F/D)",applied,ok,2026-07-15T09:40:03+00:00
TRAD_8ddd7006e773,occupation,OCC_6065b7acaf02,ARBEITNOW,Software Developer (m/w/d)- Schwerpunkt Angular,Développeur / Développeuse logiciel (H/F/D) - Spécialisation Angular,applied,ok,2026-07-15T09:40:03+00:00
TRAD_71b4d5949490,occupation,OCC_cbba626eede9,ARBEITNOW,Senior Software Developer (m/w/d),Développeur / Développeuse logiciel senior (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_b708a5455ab2,occupation,OCC_a06c1a2b7a1b,ARBEITNOW,Ausbildung zum Fachinformatiker für Systemintegration (m/w/d),Formation d'informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),applied,ok,2026-07-15T09:40:03+00:00
TRAD_a663d9cae193,skill,SKL_b112fb9ebdb1,REMOTEOK,analyst,Analyste,applied,ok,2026-07-15T09:40:03+00:00
TRAD_d0d1faa57bbe,skill,SKL_7e50efb567c8,REMOTEOK,design,Design,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_61008cdfb506,skill,SKL_f250392a2a71,REMOTEOK,sys admin,Administrateur / Administratrice système,applied,ok,2026-07-15T09:40:03+00:00
TRAD_08c15681bde5,skill,SKL_ed7e4b1c32ba,REMOTEOK,architecture,Architecture,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_1f34ff7e9766,skill,SKL_5753e2f0e844,REMOTEOK,technical,Technique,applied,ok,2026-07-15T09:40:03+00:00
TRAD_872ad705d61f,skill,SKL_64ba4e5d0b07,REMOTEOK,recruiter,Recruteur / Recruteuse,applied,ok,2026-07-15T09:40:03+00:00
TRAD_d22a33a7884f,skill,SKL_7432b46283a1,REMOTEOK,testing,Tests,applied,ok,2026-07-15T09:40:03+00:00
TRAD_dc5a3678708c,skill,SKL_e13dc4494db1,REMOTEOK,finance,Finance,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_e583916220cf,skill,SKL_3afb9e9c5ef2,REMOTEOK,api,API,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_83112fb6ef9f,skill,SKL_e0e7d59ee005,REMOTEOK,exec,Direction,applied,ok,2026-07-15T09:40:03+00:00
TRAD_743bfb87b99b,skill,SKL_6ee8666ca5d9,REMOTEOK,ops,Opérations,applied,ok,2026-07-15T09:40:03+00:00
TRAD_8eef082484cf,skill,SKL_b9ca6834eaec,REMOTEOK,full time,Temps plein,applied,ok,2026-07-15T09:40:03+00:00
TRAD_b044e44b13a6,skill,SKL_2ec359c8eaed,REMOTEOK,digital nomad,Nomade numérique,applied,ok,2026-07-15T09:40:03+00:00
TRAD_7529318d55c8,skill,SKL_b2deeff6decf,REMOTEOK,hr,RH,applied,ok,2026-07-15T09:40:03+00:00
TRAD_8f9ba71a5d86,skill,SKL_b1d2e416f4ce,REMOTEOK,data entry,Saisie de données,applied,ok,2026-07-15T09:40:03+00:00
TRAD_de624f3014f8,skill,SKL_bb0642a0801c,REMOTEOK,dev,Développement,applied,ok,2026-07-15T09:40:03+00:00
TRAD_441ebb90df72,skill,SKL_1404972f7341,REMOTEOK,marketing,Marketing,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_e8b6caa5ca2a,skill,SKL_fe96e3f37fe3,REMOTEOK,microsoft,Microsoft,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_c7b4b1561793,skill,SKL_7bb7e2c943e5,REMOTEOK,education,Éducation,applied,ok,2026-07-15T09:40:03+00:00
TRAD_68f5096cd3ff,skill,SKL_ecdb6d643f18,REMOTEOK,customer support,Support client,applied,ok,2026-07-15T09:40:03+00:00
TRAD_d9d8e7c605b8,skill,SKL_f38bef9250a4,REMOTEOK,medical,Médical,applied,ok,2026-07-15T09:40:03+00:00
TRAD_152660d7e942,skill,SKL_bf08f483d375,REMOTEOK,travel,Voyage,applied,ok,2026-07-15T09:40:03+00:00
TRAD_96fb0d04b486,skill,SKL_c6fcaacc43af,REMOTEOK,accounting,Comptabilité,applied,ok,2026-07-15T09:40:03+00:00
TRAD_ce0506f76b65,skill,SKL_21b305b59f6a,REMOTEOK,virtual assistant,Assistant(e) virtuel(le),applied,ok,2026-07-15T09:40:03+00:00
TRAD_5be443a57038,skill,SKL_e71610d5e32e,REMOTEOK,excel,Excel,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_1526fe03a161,skill,SKL_4bf7e2a718e9,REMOTEOK,teaching,Enseignement,applied,ok,2026-07-15T09:40:03+00:00
TRAD_08281d96e2e2,skill,SKL_d0ef8b10d57d,REMOTEOK,english teacher,Professeur d'anglais,applied,ok,2026-07-15T09:40:03+00:00
TRAD_c59d2a762649,skill,SKL_20f6d11b3b14,REMOTEOK,non tech,Non technique,applied,ok,2026-07-15T09:40:03+00:00
TRAD_ada93829202d,skill,SKL_8a1e073d3c8a,REMOTEOK,vfx,VFX,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_18343b681487,skill,SKL_559135a52bc5,REMOTEOK,transcribing,Transcription,applied,ok,2026-07-15T09:40:03+00:00
TRAD_bbb87427d99c,skill,SKL_925593027168,REMOTEOK,speech,Parole,applied,ok,2026-07-15T09:40:03+00:00
TRAD_223179ca54f9,skill,SKL_5c7a23d0b779,REMOTEOK,senior,Senior,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_88aac7a2e9c9,skill,SKL_8c9a63652154,REMOTEOK,assembly,Assembleur,applied,ok,2026-07-15T09:40:03+00:00
TRAD_23583fe272e4,skill,SKL_ab8be6509b6e,REMOTEOK,mobile,Mobile,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_a5b3db45c5d0,skill,SKL_2186e643bdac,REMOTEOK,sales,Ventes,applied,ok,2026-07-15T09:40:03+00:00
TRAD_8ee6c137b270,skill,SKL_e086b66b31f9,REMOTEOK,coordinator,Coordinateur / Coordinatrice,applied,ok,2026-07-15T09:40:03+00:00
TRAD_357aeca056f1,skill,SKL_0c49b0ae26a5,REMOTEOK,social media,Réseaux sociaux,applied,ok,2026-07-15T09:40:03+00:00
TRAD_e831e68a191f,skill,SKL_c3e6c3cb78ff,REMOTEOK,data science,Science des données,applied,ok,2026-07-15T09:40:03+00:00
TRAD_c5dcf111745e,skill,SKL_460c04dcc0af,REMOTEOK,front end,Front-end,applied,ok,2026-07-15T09:40:03+00:00
TRAD_1a64862c2f7f,skill,SKL_77719d253c0f,REMOTEOK,designer,Designer,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_308ec8128532,skill,SKL_1294736fa718,REMOTEOK,web dev,Développement web,applied,ok,2026-07-15T09:40:03+00:00
TRAD_1c9a8c471c79,skill,SKL_e5edcdb998db,REMOTEOK,css,CSS,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_4c501d52d63f,skill,SKL_a26645af99c4,REMOTEOK,html,HTML,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_54c1a8973469,skill,SKL_95c22dc3a485,REMOTEOK,controller,Contrôleur / Contrôleuse,applied,ok,2026-07-15T09:40:03+00:00
TRAD_65e2dccc2ae3,skill,SKL_e9192bd08953,REMOTEOK,engineer,Ingénieur / Ingénieure,applied,ok,2026-07-15T09:40:03+00:00
TRAD_3a271cdc00b5,skill,SKL_e873316e9d07,REMOTEOK,infosec,Sécurité informatique,applied,ok,2026-07-15T09:40:03+00:00
TRAD_34401e241203,skill,SKL_c7bba98af322,REMOTEOK,legal,Juridique,applied,ok,2026-07-15T09:40:03+00:00
TRAD_c8b985d6395f,skill,SKL_7288c359cbfa,REMOTEOK,product manager,Chef de produit,applied,ok,2026-07-15T09:40:03+00:00
TRAD_cc130e0e6505,skill,SKL_3add25dbe1f5,REMOTEOK,cloud,Cloud,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_715b96e95525,skill,SKL_b9981c33f01a,REMOTEOK,stats,Statistiques,applied,ok,2026-07-15T09:40:03+00:00
TRAD_0abc8681aaa0,skill,SKL_2d221cdc9478,REMOTEOK,ecommerce,E-commerce,applied,ok,2026-07-15T09:40:03+00:00
TRAD_34b215b2fff9,skill,SKL_1077e775c12c,REMOTEOK,seo,SEO,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_788f6de68790,skill,SKL_4f8d92e210a1,REMOTEOK,content writing,Rédaction de contenu,applied,ok,2026-07-15T09:40:03+00:00
TRAD_2518c773ec75,skill,SKL_6eaf14dba0ea,REMOTEOK,video,Vidéo,applied,ok,2026-07-15T09:40:03+00:00
TRAD_084f00182b7c,skill,SKL_a0415d24d75d,REMOTEOK,jira,Jira,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_a336df6c51cb,skill,SKL_2eb50898764d,REMOTEOK,admin,Administration,applied,ok,2026-07-15T09:40:03+00:00
TRAD_e55c34444fa0,skill,SKL_39b720afc8ef,REMOTEOK,math,Mathématiques,applied,ok,2026-07-15T09:40:03+00:00
TRAD_da493175a634,skill,SKL_86c8421224d8,REMOTEOK,linguistics,Linguistique,applied,ok,2026-07-15T09:40:03+00:00
TRAD_398f3ac553b7,skill,SKL_3c5062886f58,REMOTEOK,quality assurance,Assurance qualité,applied,ok,2026-07-15T09:40:03+00:00
TRAD_80339f24b465,skill,SKL_4999785538a5,REMOTEOK,strategy,Stratégie,applied,ok,2026-07-15T09:40:03+00:00
TRAD_068c1d738028,skill,SKL_d1f98460281a,REMOTEOK,photoshop,Photoshop,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_fcb1624f865c,skill,SKL_89a6131b45c1,REMOTEOK,python,Python,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_3195a9732866,skill,SKL_9557509c578d,REMOTEOK,game dev,Développement de jeux vidéo,applied,ok,2026-07-15T09:40:03+00:00
TRAD_5fe6f70d05f7,skill,SKL_4ee450fb1956,REMOTEOK,c,C,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_73c56be285ab,skill,SKL_70ded94e0524,REMOTEOK,c plus plus,C++,applied,ok,2026-07-15T09:40:03+00:00
TRAD_42a4e04b15f8,skill,SKL_0ba42fd4778d,REMOTEOK,robotics,Robotique,applied,ok,2026-07-15T09:40:03+00:00
TRAD_a65a750c3d97,skill,SKL_671db98b469f,REMOTEOK,music,Musique,applied,ok,2026-07-15T09:40:03+00:00
TRAD_1358ced5ef1a,skill,SKL_104023a06bb4,REMOTEOK,internship,Stage,applied,ok,2026-07-15T09:40:03+00:00
TRAD_2ccbc6a20e3a,skill,SKL_5ee620e6a9b5,REMOTEOK,illustrator,Illustrator,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_860d7ff17ab0,skill,SKL_dd349b83dd94,REMOTEOK,consulting,Conseil,applied,ok,2026-07-15T09:40:03+00:00
TRAD_d93169be5832,skill,SKL_e6786424a536,REMOTEOK,salesforce,Salesforce,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_e68c7ed028aa,skill,SKL_9913c0ce8174,REMOTEOK,ads,Publicités,applied,ok,2026-07-15T09:40:03+00:00
TRAD_37b904d65f14,skill,SKL_715f3c40bd8e,REMOTEOK,saas,SaaS,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_187b6aa7259a,skill,SKL_344e6019936e,REMOTEOK,wordpress,WordPress,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_ea2243c82eac,skill,SKL_014899ec0243,REMOTEOK,golang,Golang,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_9ce16df63342,skill,SKL_78463e0ee8c2,REMOTEOK,junior,Junior,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_8cbd7169b379,skill,SKL_0aeb8154850b,REMOTEOK,supervisor,Superviseur / Superviseuse,applied,ok,2026-07-15T09:40:03+00:00
TRAD_4223cc293980,skill,SKL_11d82775ca45,ARBEITNOW,Marketing and Communication,Marketing et Communication,applied,ok,2026-07-15T09:40:03+00:00
TRAD_ade85cd32e08,skill,SKL_d2658ef0c99a,ARBEITNOW,Arts and entertainment,Arts et divertissement,applied,ok,2026-07-15T09:40:03+00:00
TRAD_8c01d8eb115f,skill,SKL_0c6f4404fd8e,ARBEITNOW,certification,Certification,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_02b3ab2846fc,skill,SKL_a453dce2b681,ARBEITNOW,Remote,Télétravail,applied,ok,2026-07-15T09:40:03+00:00
TRAD_61054a6083ed,skill,SKL_5b652b92636a,ARBEITNOW,IT,Informatique,applied,ok,2026-07-15T09:40:03+00:00
TRAD_d2d0f78b3478,skill,SKL_79c131d33885,ARBEITNOW,Engineering,Ingénierie,applied,ok,2026-07-15T09:40:03+00:00
TRAD_c3ec6ac21b9c,skill,SKL_f99f5b3cde55,ARBEITNOW,Directors,Directeurs / Directrices,applied,ok,2026-07-15T09:40:03+00:00
TRAD_c9045b4857a9,skill,SKL_5c999ebc6a2e,ARBEITNOW,Chief Executives,Cadres dirigeants,applied,ok,2026-07-15T09:40:03+00:00
TRAD_a87a7c53a1e8,skill,SKL_ce745e4230f7,ARBEITNOW,Marketing Manager,Responsable marketing,applied,ok,2026-07-15T09:40:03+00:00
TRAD_8f94687ce96c,skill,SKL_1d29d48b0c0b,ARBEITNOW,Software Development,Développement logiciel,applied,ok,2026-07-15T09:40:03+00:00
TRAD_7688ee88006a,skill,SKL_9648059e8a60,ARBEITNOW,Consulting,Conseil,applied,ok,2026-07-15T09:40:03+00:00
TRAD_9e8668eb7837,skill,SKL_a1fd4af8ffb0,ARBEITNOW,professional,Professionnel,applied,ok,2026-07-15T09:40:03+00:00
TRAD_f59ae7a13313,skill,SKL_58dc550e46de,ARBEITNOW,Management,Management,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_39eff65590a2,skill,SKL_333fcc2fb98a,ARBEITNOW,Team Leader,Chef d'équipe,applied,ok,2026-07-15T09:40:03+00:00
TRAD_0cd76e250fc8,skill,SKL_73f9beb7ca01,ARBEITNOW,Other,Autre,applied,ok,2026-07-15T09:40:03+00:00
TRAD_da1c7466cb61,skill,SKL_7e6015a88f97,ARBEITNOW,vocational,Formation professionnelle,applied,ok,2026-07-15T09:40:03+00:00
TRAD_7ec0631940db,skill,SKL_65a0566e51c4,ARBEITNOW,Embedded Systems,Systèmes embarqués,applied,ok,2026-07-15T09:40:03+00:00
TRAD_bcc9f6803edd,skill,SKL_6011cd95bd17,ARBEITNOW,Firmware Development,Développement de firmware,applied,ok,2026-07-15T09:40:03+00:00
TRAD_416e5f6eb545,skill,SKL_eaf4cc5da533,ARBEITNOW,Process Management,Gestion des processus,applied,ok,2026-07-15T09:40:03+00:00
TRAD_8bbe23ce980c,skill,SKL_066785341766,ARBEITNOW,IT Security,Sécurité informatique,applied,ok,2026-07-15T09:40:03+00:00
TRAD_8bd80e5ba8c4,skill,SKL_c44215649ff6,ARBEITNOW,Automation Engineering,Ingénierie de l'automatisation,applied,ok,2026-07-15T09:40:03+00:00
TRAD_513de06c59b0,skill,SKL_7411bc5936ad,ARBEITNOW,Internet and software,Internet et logiciels,applied,ok,2026-07-15T09:40:03+00:00
TRAD_de0f71aaf372,skill,SKL_48537b44224c,ARBEITNOW,high school coursework,Cours de lycée,applied,ok,2026-07-15T09:40:03+00:00
TRAD_e0c274ddb01c,skill,SKL_81c855b1d7f9,ARBEITNOW,HR,RH,applied,ok,2026-07-15T09:40:03+00:00
TRAD_d50027c7fecb,skill,SKL_e6b7d5f0a846,ARBEITNOW,Project Management,Gestion de projet,applied,ok,2026-07-15T09:40:03+00:00
TRAD_4e8d7f7abb9c,skill,SKL_27f0215b16be,ARBEITNOW,Quality Management,Gestion de la qualité,applied,ok,2026-07-15T09:40:03+00:00
