entity_id,source,source_id,pref_label_fr,pref_label_en,alt_labels_fr,alt_labels_en,description_fr,description_en,esco_skill_type,esco_reuse_level,hard_soft_provisional,hard_soft_method,it_subtype
SKL_d4b77317c825,ESCO,234aeb8d-56c3-4531-9193-1c5e6a8d16cb,utiliser un logiciel de présentation,,,,"Utiliser des outils logiciels pour créer des présentations numériques qui combinent divers éléments, tels que des graphiques, des images, du texte et d’autres supports multimédias.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_1769646821a8,ESCO,8300443c-c793-4102-bff5-aa917a0cb39f,feuille de route pour la mise en œuvre de la technologie de la chaine de blocs,,créer une feuille de route blockchain dans les applications,,"Définir et suivre une feuille de route pour l’introduction de la technologie de la blockchain dans une application donnée. Déterminer les actions clés et les rôles requis, ainsi que les jalons et livrables essentiels.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,developpement_conception
SKL_b7ce18b01c97,ESCO,86f7126d-97fd-4da5-be96-d1cf6ecd54e6,Microsoft Visio,,,,Le programme informatique Microsoft Visio est un outil de TIC graphique qui permet le montage numérique et la composition de graphiques pour générer à la fois des graphiques raster 2D ou vecteur 2D. Il est développé par l’éditeur de logiciels Microsoft.,,knowledge,sector-specific,hard,esco_knowledge_pillar,autre_hard
SKL_b52f6b21f082,ESCO,bb99af26-71ff-4dca-bde7-1eb1f6194426,SAP R3,,,,"Les techniques et les principes du développement de logiciels, tels que l’analyse, les algorithmes, le codage, les essais et la compilation des paradigmes de programmation dans SAP R3.",,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_9a283c5620fd,ESCO,41bf7ede-fc84-4a57-8c89-b548d11b0ba1,gérer les connaissances du marché,,prendre en charge la gestion des connaissances de l’entreprise | administrer les connaissances de l’entreprise | développer les connaissances de l’entreprise | gérer les connaissances dans l’entreprise | gérer le savoir de l’entreprise,,"Mettre en place des structures et des politiques de distribution pour permettre ou améliorer l’exploitation d’informations grâce à des outils appropriés permettant d’extraire, de créer et de développer la maîtrise du marché.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_6d0bdba7a8b1,ESCO,0daaf096-1639-461c-bf1a-bbeea77e6b67,politique de gestion interne des risques,,système de gestion interne des risques | mesure de gestion interne des risques | procédure de gestion interne des risques | politique de gestion des risques | politique de contrôle interne des risques | processus de gestion interne des risques,,"Politiques de gestion interne des risques qui déterminent, évaluent et classent par ordre de priorité les risques dans un environnement informatique. Méthodes utilisées pour minimiser, surveiller et contrôler le risque de survenance et les conséquences d’événements catastrophiques pouvant avoir une incidence sur la réalisation des objectifs opérationnels.",,knowledge,sector-specific,hard,esco_knowledge_pillar,autre_hard
SKL_caa92afcdf36,ESCO,0af062de-eb43-41e9-9b96-249e2cd22d26,utiliser des langages de balisage,,utiliser SVG | utiliser XHTML | utiliser RSS | utiliser des langages de description de page | utiliser XML | utiliser des langages de description | utiliser HTML,,"Utiliser des langages informatiques qui se distinguent syntaxiquement du texte pour ajouter des annotations à un document, spécifier la mise en page et traiter des types de documents tels que HTML.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,programmation
SKL_9d13f5ec1fdf,ESCO,d74df140-eb69-43e2-bac9-1cafc824d702,mener une étude de faisabilité,,,,"Évaluer le potentiel d’un projet, d’un plan, d’une proposition ou d’une idée nouvelle. Réaliser une étude normalisée basée sur des enquêtes et des recherches approfondies pour appuyer le processus décisionnel.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_35f33383eda7,ESCO,a4346013-a967-4a58-a533-6b32ad1364c5,protection des données,,,,"Les principes, les questions éthiques, les règlements et les protocoles relatifs à la protection des données.",,knowledge,sector-specific,hard,esco_knowledge_pillar,donnees_bdd
SKL_70a487b401b1,ESCO,a9bf8565-8a09-4118-9922-932d65a79d69,gérer la localisation,,administrer la localisation | assurer la gestion de la localisation | gérer la traduction et la localisation | gérer la localisation de logiciels | contrôler la localisation | superviser la localisation,,Modifier un contenu ou un produit pour le transfert d’un endroit à un autre par le biais de fournisseurs de services de traduction ou de localisation de contenu.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_c70564109e85,ESCO,6eff134b-e34f-4d6e-a6e8-5e47cf2228d0,gestion des risques,,,,"Le processus d’identification, d’évaluation et de hiérarchisation de tous les types de risques et de leur provenance éventuelle, tels que les causes naturelles, les changements juridiques ou l’incertitude dans un contexte donné, ainsi que les méthodes de gestion efficace de ces risques.",,knowledge,cross-sector,hard,esco_knowledge_pillar,autre_hard
SKL_fa3ca530b552,ESCO,7253d98c-4a6d-4e37-8b6c-accca9f4b639,développer une suite de tests TIC,,concevoir une batterie de tests | élaborer une suite de tests TIC | concevoir une séquence de tests | concevoir une suite de tests TIC | développer une suite de tests informatiques | concevoir des tests logiciels,,Créer une série de cas d’essai pour vérifier le comportement et les spécifications du logiciel. Ces cas doivent ensuite être utilisés lors des essais suivants.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,developpement_conception
SKL_3f9f22b21c7f,ESCO,00b9a3aa-7070-4bb5-8020-f228a97cf42f,rédiger des documents scientifiques ou articles universitaires et des documents techniques,,,,"Rédiger et éditer des textes scientifiques, universitaires ou techniques sur différents sujets.     ",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_a7c157e96f4c,ESCO,d9eaf831-9348-4330-a83e-b7c099cdc8f6,Teradata Database,,,,"Le logiciel Teradata Database est un outil de création, de mise à jour et de gestion des bases de données, développé par la société de logiciels Teradata Corporation.",,knowledge,sector-specific,hard,esco_knowledge_pillar,donnees_bdd
SKL_b5bcb2fa8e6d,ESCO,117373c8-f04b-4fff-8683-aebe36edac81,plateformes matérielles,,,,Caractéristiques de la configuration matérielle qui sont requises pour exploiter un logiciel d’application.,,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_4fdff2983c01,ESCO,8fa840f7-e66a-4370-8e6d-7d554260c31c,prévoir les besoins futurs d’un réseau TIC,,,,Identifier le trafic de données actuel et estimer la manière dont la croissance aura une incidence sur le réseau des TIC.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_9cd6fbd61736,ESCO,e23e81f5-18db-49aa-ad9b-b3d0fdcad1d2,site web de dépannage,,site web de résolution de problèmes | site internet de dépannage | assistant de résolution des problèmes | dépannage en ligne | plateforme web de dépannage | assistant de dépannage,,"Détecter les défaillances et les dysfonctionnements d’un site web. Mettre en œuvre des techniques de dépannage sur le contenu, la structure, l’interface et les interactions afin de trouver les causes et de résoudre les dysfonctionnements.",,skill/competence,occupation-specific,hard,esco_skillcompetence_default,autre_hard
SKL_16afd0438ee4,ESCO,2a3a96a3-709e-4d60-81f6-d247d6933f13,gérer la sécurité du système,,gérer un système de détection d’intrusion | gérer la sécurité de l’information | appliquer des techniques de gestion de la sécurité | assurer la sécurité du système | protéger un système | gérer la sécurité du système informatique | garantir la sécurité du système,,Analyser les actifs essentiels d’une entreprise et identifier les points faibles et les vulnérabilités qui conduisent à des intrusions ou à des attaques. Appliquer des techniques de détection de sécurité. Comprendre les techniques de cyberattaque et mettre en œuvre des mesures de lutte efficaces.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,securite
SKL_dc34bf5c3028,ESCO,e2103a1d-4a84-47a9-b4f7-774787573449,législation sur les droits d'auteur,,loi sur le copyright,,Législation décrivant la protection des droits des auteurs d’origine sur leurs travaux et la manière dont les autres peuvent les utiliser.,,knowledge,cross-sector,hard,esco_knowledge_pillar,autre_hard
SKL_d109a693537c,ESCO,f0de4973-0a70-4644-8fd4-3a97080476f4,DevOps,,,,L’approche DevOps de développementest une méthode de conception de systèmes et d’applications de logiciels axés sur la collaboration et entre les programmeurs et autres professionnels des TIC et l’automatisation.,,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_1cf5e7517e2b,ESCO,57231a22-4da7-49c8-97b8-75672feadf1e,gérer des données quantitatives,,,,"Collecter, traiter et présenter des données quantitatives. Utiliser les programmes et méthodes appropriés pour valider, organiser et interpréter des données.    ",,skill/competence,cross-sector,hard,esco_skillcompetence_default,donnees_bdd
SKL_f64c2563ef6a,ESCO,23ac233d-84ad-4517-b0f5-8ca19ba2614e,suivre les avancées dans un domaine d’expertise,,,,"Suivre de nouvelles recherches, réglementations ou autres modifications importantes, liées ou non au marché du travail, dans le domaine de la spécialisation.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,developpement_conception
SKL_f6deffac4dbf,ESCO,d6cdef49-b669-4507-91d1-3f959cf98e47,maintenir les performances d’une base de données,,,,Calculer les valeurs pour les paramètres de la base de données. Mettre en œuvre de nouvelles versions et exécuter des tâches d’entretien régulières telles que la mise en place de stratégies de sauvegarde et l’élimination de la fragmentation des indices.    ,,skill/competence,sector-specific,hard,esco_skillcompetence_default,donnees_bdd
SKL_02da79fc2058,ESCO,5608d5a0-6d5e-43b7-be37-616501729bb4,réseaux neuronaux artificiels,,,,Les réseaux de neurones artificiels composés pour résoudre des problèmes d’intelligence artificielle. Ces systèmes informatiques sont inspirés des réseaux de neurones biologiques qui constituent le cerveau. La compréhension de son modèle général et de ses éléments. La connaissance de ses possibilités d’utilisation pour l’automation.    ,,knowledge,cross-sector,hard,esco_knowledge_pillar,autre_hard
SKL_e2444ee1c7e2,ESCO,97bdd757-29d4-4126-92a6-07608825aa3b,QlikView Expressor,,,,"Le programme informatique QlikView Expressor est un outil d’intégration des informations provenant de multiples applications, créées et entretenues par des organisations, en une structure de données cohérente et transparente, développée par l’éditeur de logiciels Qlik.",,knowledge,sector-specific,hard,esco_knowledge_pillar,donnees_bdd
SKL_d8365db0bf51,ESCO,2c28fc20-8a60-4311-8899-5ef8729c05b3,processus de conception,,processus de création | procédé de conception | démarche de conception | phase de conception | conception du processus,,"Identifier le flux de travail et les besoins en ressources pour un processus particulier, en utilisant divers outils tels que les logiciels de simulation de processus, les organigrammes et les maquettes.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,developpement_conception
SKL_1cf292a8c0ee,ESCO,cc716f65-a0d0-4fba-95d9-64c358f697c0,suivre la recherche dans le domaine des TIC,,,,Faire des recherches et étudier les tendances et les évolutions récentes de la recherche dans le domaine des TIC. Observer et anticiper l’évolution de la maîtrise.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,developpement_conception
SKL_4687c1d5b8d4,ESCO,c7451027-8249-405a-bb1b-342ff0f3fb3b,Salt (outils de gestion de configuration logicielle),,,,"L’outil «Salt» est un logiciel destiné à permettre l’identification, le contrôle, l’enregistrement du statut et l’audit de la configuration.",,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_64d0f91234b1,ESCO,f88cb903-83a2-44a3-98a8-e72180ec37a9,planifier le processus de recherche,,,,"Décrire les méthodologies et le calendrier de recherche afin de garantir que la recherche puisse être réalisée de manière approfondie et efficace, et que les objectifs puissent être atteints dans les délais impartis.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_88e58a1e2200,ESCO,38716afc-a93b-44ab-96cc-2ecf67edcf32,procéder à la reprogrammation de l’informatique en nuage,,,,"Optimiser l’application pour utiliser au mieux les services et les fonctionnalités de l’informatique en nuage, migrer le code d’application existant pour qu’il fonctionne sur l’infrastructure en nuage. 	",,skill/competence,sector-specific,hard,esco_skillcompetence_default,programmation
SKL_e3432fd32735,ESCO,f5bf985b-ac78-4d23-881a-18a359234528,gouvernance durable des entreprises,,stratégies de développement durable des entreprises,,"Une pratique économique consistant à rechercher une croissance durable à long terme reposant sur les trois piliers que sont les stratégies environnementales, économiques et sociales. 	",,knowledge,sector-specific,hard,esco_knowledge_pillar,autre_hard
SKL_d59826d05417,ESCO,e2fb1ee4-fbf9-4690-b677-3e6ff7cfdc48,tester des requêtes TIC,,,,Vérifier que les requêtes mises au point produisent des résultats et réalisent des actions et des données correctes.,,skill/competence,occupation-specific,hard,esco_skillcompetence_default,autre_hard
SKL_abed322709f3,ESCO,8a30eb28-eca0-4ab6-8c05-32c47d3e0dd6,BlackArch,,,,La distribution BlackArch Linux est un outil de test d’intrusion qui teste les faiblesses du système en termes de sécurité face à un éventuel accès non autorisé aux informations système.,,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_a85869292402,ESCO,48db96bf-3314-45c6-bad8-fdb6e20e5639,data ingineering,,ingénierie de données | méthodes d'ingénierie des données,,Le processus de développement et de construction de systèmes pour la collecte et l’analyse de données à grande échelle. 	,,knowledge,cross-sector,hard,esco_knowledge_pillar,autre_hard
SKL_22a187393619,ESCO,1ffac4ac-fda7-407d-8ed1-ca8f4a8dc146,Angular,,,,"Les techniques et les principes du développement de logiciels, tels que l’analyse, les algorithmes, le codage, les tests et la compilation des modèles de programmation en Angular.    ",,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_fac53db94872,ESCO,be64bb4c-84ac-4c83-8cc7-fc8593e15136,tester l’accessibilité d’un système pour des utilisateurs ayant des besoins spécifiques,,,,Vérifier si l’interface logicielle est conforme aux normes et réglementations afin que le système puisse être utilisé par des personnes ayant des besoins spécifiques.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_7efcdffab3b3,ESCO,d83cba15-8511-4d07-b89a-9fde0d1d8241,effectuer des audits de la qualité,,,,"Effectuer des examens réguliers, systématiques et documentés d’un système de qualité pour vérifier la conformité à une norme sur la base d’éléments de preuve objectifs, comme la mise en œuvre des processus, l’efficacité en matière de réalisation des objectifs de qualité et la réduction et l’élimination des problèmes de qualité.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_4dd5e118bd42,ESCO,4a193795-fa63-414e-9f2e-bfdb3924571e,traiter des échantillons de données,,,,Collecter et sélectionner un ensemble de données provenant d’une population par une procédure statistique ou autre.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_929f2bc40d7c,ESCO,29fb0fb5-dfc4-4098-ac9b-3a712000f48f,gérer une base de données,,constituer une base de données | administrer une base de données | gérer des bases de données | administrer le système de gestion de la base de données | gérer la base de données | développer une base de données,,"Appliquer des plans et des modèles de conception de bases de données, définir des dépendances de données, utiliser des langues de requête et des systèmes de gestion de bases de données (SGBD) pour développer et gérer des bases de données.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_0f00ad51113a,ESCO,9d2f77af-4307-4ac5-bc50-a9980cec7e83,mettre au point un logiciel d’élaboration de rapports,,,,Créer des logiciels et des applications d’élaboration de rapports afin d’élaborer des rapports sur les données.,,skill/competence,occupation-specific,hard,esco_skillcompetence_default,programmation
SKL_acb7132e14ad,ESCO,f5ac9226-0ace-4d34-a1c3-7b3845834a98,maintenir un serveur,,,,"Diagnostiquer et éliminer les défauts matériels à l’aide d’une réparation ou d’un remplacement. Prendre des mesures préventives, analyser les performances, mettre à jour les logiciels et vérifier l’accessibilité.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_138d3c16c190,ESCO,172020d1-e151-445b-8173-e2a5fb16fe51,utiliser des outils de génie logiciel assisté par ordinateur,,,,"Utiliser des outils logiciels (CASE) pour soutenir le cycle de développement, ainsi que la conception et la mise en œuvre de logiciels et d’applications de haute qualité qui peuvent être facilement entretenus.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,programmation
SKL_24975ae05372,ESCO,5d34adde-0b78-42b4-9d3d-69e9388d8398,surveiller le contrôle de la qualité,,,,Contrôler et garantir la qualité des produits ou services fournis en veillant à ce que tous les facteurs de production satisfassent aux exigences de qualité. Superviser l’inspection des produits et les essais.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_fa86dc413a7c,ESCO,2b1e2927-3542-48da-9063-02925e7562c1,diffuser des résultats à la communauté scientifique,,,,"Rendre publics des résultats scientifiques par tout moyen approprié, notamment par des conférences, des ateliers, des colloques et des publications scientifiques. 	",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_3daf970c81e6,ESCO,ac516e9b-8bfa-4b72-8e3e-340b0a3a51d5,gérer des projets de création de contenu,,contrôler des projets de création de contenu | mettre en œuvre une stratégie de contenu | gérer des projets de développement de contenu | gérer des projets de création de contenus | administrer des projets de création de contenu,,"Planifier et mettre en œuvre la création, la publication et la gestion du contenu numérique ou imprimé, mettre au point un système qui décrit l’ensemble du processus de publication et d’élaboration du contenu rédactionnel et utiliser les outils de TIC aux fins du processus.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_063550b14c8c,ESCO,03a74eee-2dc6-4147-8667-5cdeb65f122d,gérer la classification des données sur les TIC,,,,Superviser le système de classification utilisé par une organisation pour organiser ses données. Attribuer un propriétaire à chaque concept ou ensemble de concepts de données et déterminer la valeur de chaque élément de données.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,donnees_bdd
SKL_9d372184f770,ESCO,53456d90-8c0d-4bd2-9f1b-312619b6e2a6,méthodes d’essai de matériel informatique,,méthodes d’essai de hardware,,"Les processus au cours desquels des composants ou des systèmes matériels sont testés, tels que le test en système (ST), le test de fiabilité durable (ORT) et le test en circuit (ICT).",,knowledge,cross-sector,hard,esco_knowledge_pillar,developpement_conception
SKL_40ecf692a0cf,ESCO,326686e4-a55f-4eba-9d07-1c86408d5c5e,présenter des preuves,,,,"Présenter à des tiers des éléments de preuve dans une affaire pénale ou civile, de manière convaincante et appropriée, afin de parvenir à la solution la plus appropriée ou la plus favorable.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_dc7da142d8bb,ESCO,a1eef0f4-133f-464a-a8f1-68fe3e8cc1b4,analyse des soins de santé,,analyse des données sur les soins de santé | analyse des données de santé,,"L’utilisation de méthodes qualitatives et quantitatives pour analyser des schémas de données relatifs aux soins de santé dans le but d’améliorer l’administration de la santé, la qualité des soins prodigués aux patients et le diagnostic des maladies. 	",,knowledge,sector-specific,hard,esco_knowledge_pillar,autre_hard
SKL_e4e2ec90812e,ESCO,08fe5910-8c4c-4679-a988-eb2ded3c4909,législation sociale,,législation du travail,,"Législation, au niveau national ou international, qui régit les conditions de travail dans différents domaines entre les différentes parties du monde du travail, telles que le gouvernement, les travailleurs, les employeurs et les syndicats.",,knowledge,cross-sector,hard,esco_knowledge_pillar,autre_hard
SKL_cbd97a2e6290,ESCO,3c03ee71-4a23-448f-b79e-81fd75d27dca,appliquer la gestion du changement,,,,Gérer le développement au sein d’une organisation en anticipant les changements et en faisant en sorte que les membres impliqués soient les moins perturbés possible grâce à des décisions de gestion.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_2c4e150b3816,ESCO,598de5b0-5b58-4ea7-8058-a4bc4d18c742,SQL,,Subquery | Informix 4GL/SQL | SEQUEL,,Le langage informatique SQL est un langage d’interrogation pour la récupération d’informations provenant d’une base de données et de documents contenant les informations nécessaires. Il est développé par l’American National Standards Institute (ANSI) et l’Organisation internationale de normalisation (ISO).,,knowledge,sector-specific,hard,esco_knowledge_pillar,langage_ou_techno_nommee
SKL_e611a343e4e9,ESCO,3fb8b724-1d52-4d11-b8b8-1776f558d1f0,concevoir l’arrangement du matériel TIC,,,,Décrire et planifier la disposition des câbles et du matériel connexe dans l’ensemble du bâtiment.,,skill/competence,occupation-specific,hard,esco_skillcompetence_default,autre_hard
SKL_327b78a43765,ESCO,69f0167e-75d9-46cf-847f-72a592880ebb,STAF,,,,"L’outil STAF est un logiciel destiné à permettre l’identification, le contrôle, l’enregistrement des états et l’audit de la configuration.",,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_6c3ae14bc83c,ESCO,8abdc43c-2bfd-417c-97c2-27fcdaf53171,promouvoir la sensibilisation à l'environnement,,,,Promouvoir la durabilité et sensibiliser à l’incidence environnementale de l’activité humaine et industrielle sur la base de l’empreinte carbone des processus d’entreprise et d’autres pratiques.     ,,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_3f39269f8a92,ESCO,46e93774-7c6a-4dc5-bae9-be97cc461093,système interorganisationnel de logiciels médiateurs,,IOMS,,"Infrastructure logicielle qui sert de couche intermédiaire entre les applications pour permettre l’échange de données, l’interopérabilité et la communication et qui vise à fournir des protocoles et des services normalisés entre les organisations afin de promouvoir leur interaction. 	",,knowledge,sector-specific,hard,esco_knowledge_pillar,donnees_bdd
SKL_16961efeb0ab,ESCO,96eb286a-58b7-45ff-a916-5578d0b79b8c,développement rapide d’applications,,,,Le modèle de développement rapide d’applications est une méthode de conception des systèmes logiciels et des applications.,,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_77f91ccfa0fc,ESCO,1605025e-a179-421f-8f35-5b07d182a6b2,mesure de l’audience d’un site internet,,,,"Caractéristiques, outils et techniques de mesure, de collecte, d’analyse et de communication de données web, en vue d’obtenir des informations sur le comportement des utilisateurs et d’améliorer les performances d’un site web.",,knowledge,cross-sector,hard,esco_knowledge_pillar,donnees_bdd
SKL_2f6bd9df1a40,ESCO,4913d0c0-133a-4c46-aac3-f5d4989a982e,analyse des risques d’utilisation d’un produit,,évaluation des risques d’un produit | gestion des risques d’un produit | évaluation des risques d’un produit d’un client | gestion des risques d’utilisation d’un produit | analyse des risques liés à l’utilisation d’un produit | analyse des risques d’un produit,,"Les méthodes d’analyse des risques associés aux produits, dans un environnement client éventuel, de leur ampleur, de leurs conséquences et de leurs résultats probables, afin de les atténuer au moyen de messages d’avertissement, de consignes de sécurité et d’une logistique de maintenance.",,knowledge,cross-sector,hard,esco_knowledge_pillar,autre_hard
SKL_3887cab28790,ESCO,2c4e11ef-da18-4e19-816b-e6bc19e12424,utiliser la programmation logique,,,,"Utiliser des outils de TIC spécialisés pour créer un code informatique composé d’une série de phrases logiques, exprimant des règles et des faits concernant certains domaines problématiques. Utiliser des langages de programmation qui soutiennent cette méthode tels que Prolog, Answer Set Programming et Datalog.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,programmation
SKL_1d12e8aaef7d,ESCO,64e09849-a7db-4d6b-a932-66264420eb97,mettre à profit les médias sociaux à des fins de marketing,,,,"Utiliser le trafic sur le site web de médias sociaux tels que Facebook et Twitter pour susciter l’attention et la participation de clients existants et potentiels au moyen de forums de discussion, de cybercarnets, de microblogues et de communautés sociales pour obtenir une vue d’ensemble rapide ou un aperçu de sujets et opinions sur le web social et traiter les prospects entrants ou les demandes d’information.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_8dd0d4b0a0f0,ESCO,6a876489-7ad8-4a13-b09c-c9b8e97a302e,développement en cascade,,,,Le modèle de développement en cascade est une méthode de conception de logiciels et d’applications.,,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_7316456072df,ESCO,726abd5a-d23c-44b9-abb0-f22bbe95f1d3,recherche opérationnelle,,analyse des opérations,,"L’application de méthodes scientifiques pour apporter des solutions aux problèmes d’administration et de gestion des systèmes organisés, qu’il s’agisse de processus industriels, commerciaux ou gouvernementaux. 	",,knowledge,cross-sector,hard,esco_knowledge_pillar,autre_hard
SKL_53c3c74ab3d8,ESCO,668c3fd4-8443-4f27-bc1e-2d96205186b5,domaines d’application de la technologie de la blockchain,,domaines d'application de la blockchain | champs d’application de la blockchain | champs d’application de la chaîne de blocs,,"L’étude des domaines dans lesquels la technologie de la chaine de blocs est mise en œuvre, dont les secteurs de la banque et de la finance, des entreprises (gestion de la chaîne d’approvisionnement, soins de santé, immobilier, médias, énergie) et des administrations publiques. 	",,knowledge,cross-sector,hard,esco_knowledge_pillar,developpement_conception
SKL_275cb7c82576,ESCO,9fc400ac-8ed2-4aff-915f-aa4f2609ec7b,recherche pluridisciplinaire,,méthodes de recherche multidisciplinaires,,La technique de recherche dans laquelle une question commune est examinée à l’aide d’approches appliquées dans différentes disciplines dans le but d’y trouver une solution globale. 	,,knowledge,cross-sector,hard,esco_knowledge_pillar,autre_hard
SKL_9fc5ffd462ae,ESCO,19a8293b-8e95-4de3-983f-77484079c389,Java (programmation informatique),,Java Posse | Javax,,"Techniques et principes de développement de logiciels, tels que l’analyse, les algorithmes, le codage, les essais et la compilation des paradigmes de programmation en Java.",,knowledge,sector-specific,hard,esco_knowledge_pillar,langage_ou_techno_nommee
SKL_2b386dc088dc,ESCO,d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,Scratch (programmation informatique),,,,"Les techniques et les principes du développement de logiciels, tels que l’analyse, les algorithmes, le codage, les essais et la compilation des paradigmes de programmation dans Scratch.",,knowledge,sector-specific,hard,esco_knowledge_pillar,developpement_conception
SKL_373c6aa909f7,ESCO,fb3bc9b5-2297-4bba-85b1-60f696a92db8,caractéristiques des services,,,,"Les caractéristiques d’un service qui peuvent inclure le fait d’avoir acquis des informations sur son application, sa fonction, ses caractéristiques, son utilisation et ses exigences en matière de soutien.",,knowledge,sector-specific,hard,esco_knowledge_pillar,autre_hard
SKL_1911edef9778,ESCO,cd5efa8c-e44d-4cbc-91c6-796018dbed68,assurer la gestion de projets,,,,"Gérer et planifier diverses ressources, telles que les ressources humaines, le budget, les délais, les résultats et la qualité nécessaires à un projet spécifique, et suivre l’évolution du projet afin d’atteindre un objectif spécifique dans un délai et un budget déterminés.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_40d131c16648,ESCO,8dcbcabe-09f7-4d11-940d-125af57bbc40,suivre des indicateurs clés de performance,,,,"Identifier les mesures quantifiables utilisées par une entreprise ou une industrie pour mesurer ou comparer les performances en termes de réalisation de leurs objectifs opérationnels et stratégiques, en utilisant des indicateurs de performance prédéfinis.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,autre_hard
SKL_1c64576763e5,ESCO,020918ef-4b55-47c1-8430-ab7b8f6a7377,transférer des données existantes,,,,"Appliquer des méthodes de migration et de conversion des données existantes, afin de transférer ou de convertir des données entre formats, systèmes de stockage ou systèmes informatiques.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,donnees_bdd
SKL_4f28193013fe,ESCO,1b70a55d-b8a4-49fc-96c6-15ab4cff2522,utiliser des techniques de traitement des données,,,,"Collecter, traiter et analyser des données et des informations pertinentes, stocker et mettre à jour correctement les données et représenter les chiffres et les données à l’aide de graphiques et de diagrammes statistiques.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,donnees_bdd
SKL_19a46cabd4d8,ESCO,9707091a-323b-4240-877a-5999a19286f0,appliquer les politiques relatives à l’utilisation des systèmes TIC,,,,Suivre les lois et politiques écrites et éthiques en matière d’utilisation et d’administration des systèmes de TIC.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,autre_hard
SKL_a06ae49b7664,ESCO,2d6d4784-0992-48e7-b100-22d7229b3f0a,traduire les exigences en conception visuelle,,,,"Élaborer une conception visuelle à partir d’un cahier des charges et d’exigences déterminés, sur la base de l’analyse du champ d’application et du public cible. Créer une représentation visuelle d’idées, telle qu’un logo, des graphismes de sites web, des jeux numériques et des plans. 	",,skill/competence,cross-sector,hard,esco_skillcompetence_default,developpement_conception
SKL_31eb2c110ee8,ESCO,e043aeeb-78f5-4049-afbf-12bba52225bc,architectures matérielles,,,,Les dessins présentant les composants matériels physiques et leurs interconnexions.,,knowledge,sector-specific,hard,esco_knowledge_pillar,autre_hard
SKL_005ef90287cd,ESCO,4e6d2538-a48e-48a7-8dad-14b067cfcb8b,TripleStore,,,,Le magasin Resource Description Framework (cadre de description des ressources ou RDF) ou TripleStore est une base de données utilisée pour le stockage et la récupération de triplets RDF (entités de données sujet-prédicat-objet) accessibles par des requêtes sémantiques.,,knowledge,sector-specific,hard,esco_knowledge_pillar,donnees_bdd
