gold,label_a,label_b,relation,confidence,source_a,source_b,entity_id_a,entity_id_b,method
1,Analyste SOC (Security Operations Center),analyste réponse aux incidents de sécurité,skos:relatedMatch,0.687,ROME,ESCO,OCC_7342748ca544,OCC_8b508c20ce1d,embeddings
0,Expert / Experte en cybersécurité,hacker éthique,skos:relatedMatch,0.687,ROME,ESCO,OCC_4def1bedc140,OCC_68dccaf6a895,embeddings
1,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),développeur de systèmes informatiques/développeuse de systèmes informatiques,skos:relatedMatch,0.686,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_a1ea51659e23,embeddings
1,responsable de l’audit informatique,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),skos:relatedMatch,0.684,ESCO,ARBEITNOW,OCC_65c02430a9d6,OCC_77117619e46e,embeddings
0,développeur d’applications mobiles/développeuse d’applications mobiles,Chef / Cheffe de projet réseau fixe et mobile,skos:relatedMatch,0.683,ESCO,ROME,OCC_60d10ff7dab8,OCC_734c5ae6a3df,embeddings
0,Analyste d'application informatique,Analyste d'affaires,skos:relatedMatch,0.683,ROME,REMOTEOK,OCC_085a2958b6aa,OCC_d9115408ab56,embeddings
0,Chef de produit - IA,concepteur de logiciels/conceptrice de logiciels,skos:relatedMatch,0.679,REMOTEOK,ESCO,OCC_2e0e260cb4d7,OCC_fa1704d164c5,embeddings
1,Spécialiste test et validation logiciel ou application,testeur d’accessibilité/testeuse d’accessibilité,skos:relatedMatch,0.678,ROME,ESCO,OCC_2523d083789d,OCC_3e265a77afe1,embeddings
1,technicien informatique/technicienne informatique,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),skos:relatedMatch,0.677,ESCO,ARBEITNOW,OCC_14d19ed15436,OCC_45b81edc9b79,embeddings
0,Directeur / Directrice des systèmes d'information (DSI),Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),skos:relatedMatch,0.676,ROME,ARBEITNOW,OCC_4a2781037768,OCC_77117619e46e,embeddings
1,développeur web/développeuse web,Concepteur / Conceptrice web junior,skos:relatedMatch,0.676,ESCO,REMOTEOK,OCC_3b83c3012cf7,OCC_d3df557742ce,embeddings
1,Expert / Experte méthodes et qualité informatique,analyste qualité des données,skos:relatedMatch,0.676,ROME,ESCO,OCC_336e0a8cfc0b,OCC_7c028d934ec6,embeddings
1,Gestionnaire de base de données,Agent de saisie de données,skos:relatedMatch,0.676,ROME,REMOTEOK,OCC_164e408e096f,OCC_3756041ae6ec,embeddings
0,Chef de produit - IA,Responsable de la production informatique,skos:relatedMatch,0.676,REMOTEOK,ROME,OCC_2e0e260cb4d7,OCC_91c7799dadef,embeddings
1,architecte d’entreprise,"Architecte principal(e) Gouvernance, Risque et Conformité (GRC)",skos:relatedMatch,0.675,ESCO,ARBEITNOW,OCC_01372aeb8cb5,OCC_27e8294e0a68,embeddings
1,Ingénieur concepteur / Ingénieure conceptrice informatique,Concepteur / Conceptrice web junior,skos:relatedMatch,0.675,ROME,REMOTEOK,OCC_286d9da07b4d,OCC_d3df557742ce,embeddings
1,Intégrateur / Intégratrice logiciels métiers,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),skos:relatedMatch,0.674,ROME,ARBEITNOW,OCC_22a265df20e2,OCC_45b81edc9b79,embeddings
0,Administrateur / Administratrice de site internet,Administrateur / Administratrice IT senior (H/F/D),skos:relatedMatch,0.674,ROME,ARBEITNOW,OCC_53745b14cb87,OCC_c8e3c9cb6c38,embeddings
1,Concepteur / Conceptrice en architecture,architecte de réseau,skos:relatedMatch,0.674,REMOTEOK,ESCO,OCC_20f53a6b090c,OCC_bd1d7a63edf2,embeddings
1,Responsable des systèmes d'information (SI),auditeur des systèmes d’information/auditrice des systèmes d’information,skos:relatedMatch,0.674,ROME,ESCO,OCC_48e7a1feb2bb,OCC_7d8d0e4e5d42,embeddings
0,Développeur / Développeuse informatique,Chef de produit technique (Lead/Senior) - Ingénierie plateforme (H/F/D),skos:relatedMatch,0.673,ROME,ARBEITNOW,OCC_4243894cf004,OCC_8d76388f9989,embeddings
1,Développeur / Développeuse logiciel senior (H/F/D),Développeur / Développeuse logiciel ou d'application,skos:relatedMatch,0.673,ARBEITNOW,ROME,OCC_cbba626eede9,OCC_d6a2ea4adc66,embeddings
1,Intégrateur / Intégratrice logiciels métiers,développeur de logiciels pour appareils mobiles destinés à l’industrie/développeuse de logiciels pour appareils mobiles destinés à l’industrie,skos:relatedMatch,0.673,ROME,ESCO,OCC_22a265df20e2,OCC_28d6f1c634d8,embeddings
1,Ingénieur / Ingénieure supervision IT Datacenter,concepteur d’entrepôt de données/conceptrice d’entrepôt de données,skos:relatedMatch,0.673,ROME,ESCO,OCC_07c3258d7642,OCC_c7ddb7ad3c99,embeddings
1,Ingénieur(e) systèmes IT (H/F/D),configurateur de systèmes/configuratrice de systèmes,skos:relatedMatch,0.672,ARBEITNOW,ESCO,OCC_ccb65c46f869,OCC_e28a715b58e4,embeddings
0,Administrateur / Administratrice de messagerie,Administrateur / Administratrice IT senior (H/F/D),skos:relatedMatch,0.672,ROME,ARBEITNOW,OCC_7d00df02eb9d,OCC_c8e3c9cb6c38,embeddings
1,Concepteur / Conceptrice UX/UI,concepteur de logiciels/conceptrice de logiciels,skos:relatedMatch,0.672,REMOTEOK,ESCO,OCC_b415cabf36c7,OCC_fa1704d164c5,embeddings
0,Concepteur / Conceptrice en architecture,Architecte cloud,skos:relatedMatch,0.672,REMOTEOK,ROME,OCC_20f53a6b090c,OCC_8545ea52f78d,embeddings
1,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),concepteur de logiciels/conceptrice de logiciels,skos:relatedMatch,0.67,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_fa1704d164c5,embeddings
0,architecte d’entreprise,"Responsable d'ingénierie, Moteur de recherche (tous genres)",skos:relatedMatch,0.669,ESCO,ARBEITNOW,OCC_01372aeb8cb5,OCC_14a3530bfb4b,embeddings
1,développeur d’interface utilisateur/développeuse d’interface utilisatrice,Concepteur / Conceptrice d'interfaces,skos:relatedMatch,0.668,ESCO,REMOTEOK,OCC_c089ec2388cd,OCC_e77bc5408895,embeddings
1,testeur de jeux numériques/testeuse de jeux numériques,Développeur / Développeuse - jeux vidéo,skos:relatedMatch,0.666,ESCO,ROME,OCC_234bb9d3e7c0,OCC_2f27eb2177cc,embeddings
0,Analyste d'étude informatique,Jeune diplômé(e) - Data Scientist,skos:relatedMatch,0.666,ROME,REMOTEOK,OCC_5fafb471f4aa,OCC_7781415f8e03,embeddings
0,Agent de saisie de données,Data engineer,skos:relatedMatch,0.666,REMOTEOK,ROME,OCC_3756041ae6ec,OCC_903f27875082,embeddings
0,agent de service d’assistance informatique/agente de service d’assistance informatique,Assistant(e) fiscal(e) ou gestionnaire de paie (H/F/D) avec possibilité de télétravail,skos:relatedMatch,0.665,ESCO,ARBEITNOW,OCC_708b91f0f734,OCC_e4a8a5aa915e,embeddings
0,Consultant(e) senior en ingénierie IA (H/F/D),Analyste senior - Support de projet,skos:relatedMatch,0.665,ARBEITNOW,REMOTEOK,OCC_43958fcde9b9,OCC_a55aa629a66b,embeddings
0,Gestionnaire d'applications système d'information,responsable de l’analyse commerciale des technologies de l’information et de la communication,skos:relatedMatch,0.664,ROME,ESCO,OCC_5575a38586ce,OCC_697bbd77a746,embeddings
0,Coordinateur / Coordinatrice Maitrise d'Ouvrage Système d'Information (MOA SI),Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),skos:relatedMatch,0.663,ROME,ARBEITNOW,OCC_069c1da7cb17,OCC_77117619e46e,embeddings
0,Concepteur / Conceptrice en architecture,architecte cloud,skos:relatedMatch,0.663,REMOTEOK,ESCO,OCC_20f53a6b090c,OCC_96b5d34f1d58,embeddings
0,Gestionnaire d'applications système d'information,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.663,ROME,REMOTEOK,OCC_5575a38586ce,OCC_b9e95ef30857,embeddings
1,Développeur / Développeuse web,Concepteur / Conceptrice web junior,skos:relatedMatch,0.661,ROME,REMOTEOK,OCC_c506a18083b7,OCC_d3df557742ce,embeddings
1,Chef de produit - IA,Directeur / Directrice de projet en informatique,skos:relatedMatch,0.661,REMOTEOK,ROME,OCC_2e0e260cb4d7,OCC_5dccaa0f70e3,embeddings
1,"Responsable d'ingénierie, Moteur de recherche (tous genres)",ingénieur de la connaissance/ingénieure de la connaissance,skos:relatedMatch,0.66,ARBEITNOW,ESCO,OCC_14a3530bfb4b,OCC_e29ace1e3e50,embeddings
0,opérateur de centre de données/opératrice de centre de données,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.66,ESCO,REMOTEOK,OCC_9c9233e004da,OCC_b9e95ef30857,embeddings
1,Concepteur / Conceptrice en architecture,Architecte systèmes et réseaux,skos:relatedMatch,0.66,REMOTEOK,ROME,OCC_20f53a6b090c,OCC_21715cbb5d2f,embeddings
1,Consultant décisionnel / Consultante décisionnelle - Business Intelligence,Analyste d'affaires,skos:relatedMatch,0.66,ROME,REMOTEOK,OCC_c9809e8b4e1d,OCC_d9115408ab56,embeddings
1,Administrateur / Administratrice de serveurs,Administrateur / Administratrice IT senior (H/F/D),skos:relatedMatch,0.659,ROME,ARBEITNOW,OCC_0dfd1568b513,OCC_c8e3c9cb6c38,embeddings
1,webmestre,Concepteur / Conceptrice web junior,skos:relatedMatch,0.659,ESCO,REMOTEOK,OCC_1cd71aaf46fd,OCC_d3df557742ce,embeddings
1,Chef de produit - IA,Chef / Cheffe de projet maîtrise d'œuvre informatique,skos:relatedMatch,0.658,REMOTEOK,ROME,OCC_2e0e260cb4d7,OCC_fc361ed0ca3c,embeddings
0,Analyste de données - Excel,Data engineer,skos:relatedMatch,0.657,REMOTEOK,ROME,OCC_4000ceec52ad,OCC_903f27875082,embeddings
1,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),consultant en intégration de systèmes informatiques/consultante en intégration de systèmes informatiques,skos:relatedMatch,0.656,ARBEITNOW,ESCO,OCC_3cacf2bb2b93,OCC_af41616819b5,embeddings
0,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,Analyste senior - Support de projet,skos:relatedMatch,0.656,ARBEITNOW,REMOTEOK,OCC_5ba0f9300746,OCC_a55aa629a66b,embeddings
0,"Responsable d'ingénierie, Moteur de recherche (tous genres)",Ingénieur concepteur / Ingénieure conceptrice informatique,skos:relatedMatch,0.656,ARBEITNOW,ROME,OCC_14a3530bfb4b,OCC_286d9da07b4d,embeddings
0,consultant informatique/consultante informatique,Consultant décisionnel / Consultante décisionnelle - Business Intelligence,skos:relatedMatch,0.656,ESCO,ROME,OCC_30549a5affd9,OCC_c9809e8b4e1d,embeddings
0,Agent de saisie de données,analyste de données,skos:relatedMatch,0.655,REMOTEOK,ESCO,OCC_3756041ae6ec,OCC_ccd1a82716dc,embeddings
1,Analyste Concepteur / Conceptrice informatique,Concepteur / Conceptrice d'interfaces,skos:relatedMatch,0.655,ROME,REMOTEOK,OCC_6208e1876753,OCC_e77bc5408895,embeddings
1,Ingénieur / Ingénieure en informatique embarquée,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),skos:relatedMatch,0.654,ROME,ARBEITNOW,OCC_3b2885fc44e3,OCC_45b81edc9b79,embeddings
0,Technicien / Technicienne d'exploitation informatique,Chef de produit - IA,skos:relatedMatch,0.654,ROME,REMOTEOK,OCC_1ce0e8031f25,OCC_2e0e260cb4d7,embeddings
1,Responsable de la Sécurité des Systèmes d'Information (RSSI),Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),skos:relatedMatch,0.653,ROME,ARBEITNOW,OCC_563c9ee7ae68,OCC_77117619e46e,embeddings
0,administrateur de base de données/administratrice de base de données,Administrateur / Administratrice IT senior (H/F/D),skos:relatedMatch,0.652,ESCO,ARBEITNOW,OCC_759562b3dd51,OCC_c8e3c9cb6c38,embeddings
0,concepteur de systèmes informatiques/conceptrice de systèmes informatiques,"Spécialiste outils, systèmes d'exploitation, réseaux et télécoms",skos:relatedMatch,0.652,ESCO,ROME,OCC_9e5778cecf8d,OCC_c7ee9cba34be,embeddings
0,Product Owner - Agent Assist et User Platforms (H/F/D),agent de service d’assistance informatique/agente de service d’assistance informatique,skos:relatedMatch,0.651,ARBEITNOW,ESCO,OCC_5d343c03bfac,OCC_708b91f0f734,embeddings
1,ingénieur DevOps cloud/ingénieure DevOps cloud,Ingénieur(e) infrastructure / DevOps (H/F/D),skos:relatedMatch,0.651,ESCO,ARBEITNOW,OCC_c79207b250ca,OCC_ea877a4a9a11,embeddings
0,Chef / Cheffe de projet étude et développement informatique,Chef de produit - IA,skos:relatedMatch,0.651,ROME,REMOTEOK,OCC_09b65ca00490,OCC_2e0e260cb4d7,embeddings
0,Agent administratif de saisie de données et de classement,concepteur d’entrepôt de données/conceptrice d’entrepôt de données,skos:relatedMatch,0.65,REMOTEOK,ESCO,OCC_b9e95ef30857,OCC_c7ddb7ad3c99,embeddings
1,Jeune diplômé(e) - Data Scientist,ingénieur/ingénieure de données,skos:relatedMatch,0.65,REMOTEOK,ESCO,OCC_7781415f8e03,OCC_7d1a8b2ea390,embeddings
0,Ingénieur / Ingénieure d'étude informatique,Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail,skos:relatedMatch,0.649,ROME,ARBEITNOW,OCC_050f179f19d8,OCC_88496659bc48,embeddings
0,Administrateur / Administratrice réseaux - télécoms,Assistant(e) fiscal(e) ou gestionnaire de paie (H/F/D) avec possibilité de télétravail,skos:relatedMatch,0.649,ROME,ARBEITNOW,OCC_8a0009547b60,OCC_e4a8a5aa915e,embeddings
0,Consultant fonctionnel / Consultante fonctionnelle des systèmes d'information,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),skos:relatedMatch,0.649,ROME,ARBEITNOW,OCC_2088e2ac84a9,OCC_77117619e46e,embeddings
0,Analyste d'application informatique,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),skos:relatedMatch,0.649,ROME,ARBEITNOW,OCC_085a2958b6aa,OCC_45b81edc9b79,embeddings
0,consultant informatique/consultante informatique,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),skos:relatedMatch,0.648,ESCO,ARBEITNOW,OCC_30549a5affd9,OCC_77117619e46e,embeddings
1,Directeur / Directrice de projets des territoires connectés,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,skos:relatedMatch,0.648,ROME,ARBEITNOW,OCC_45f8e3b56a4a,OCC_5ba0f9300746,embeddings
0,technicien informatique/technicienne informatique,Technicien / Technicienne de piscine,skos:relatedMatch,0.647,ESCO,REMOTEOK,OCC_14d19ed15436,OCC_1d71758bab20,embeddings
0,concepteur d’entrepôt de données/conceptrice d’entrepôt de données,Agent de saisie de données débutant - Télétravail intégral,skos:relatedMatch,0.647,ESCO,REMOTEOK,OCC_c7ddb7ad3c99,OCC_e2079fd4cbf9,embeddings
1,concepteur d’entrepôt de données/conceptrice d’entrepôt de données,Urbaniste Datacenter,skos:relatedMatch,0.647,ESCO,ROME,OCC_c7ddb7ad3c99,OCC_c86e2d385aa5,embeddings
1,Product Owner,Product Owner - Agent Assist et User Platforms (H/F/D),skos:relatedMatch,0.645,ROME,ARBEITNOW,OCC_3946835718f5,OCC_5d343c03bfac,embeddings
1,Concepteur / Conceptrice UX/UI,concepteur de logiciels d’application/conceptrice de logiciels d’application,skos:relatedMatch,0.645,REMOTEOK,ESCO,OCC_b415cabf36c7,OCC_cd04c9fb1a40,embeddings
0,Data engineer,Agent de saisie de données débutant - Télétravail intégral,skos:relatedMatch,0.645,ROME,REMOTEOK,OCC_903f27875082,OCC_e2079fd4cbf9,embeddings
1,Ingénieur(e) logiciel (H/F/D),concepteur de logiciels/conceptrice de logiciels,skos:relatedMatch,0.644,ARBEITNOW,ESCO,OCC_4a7e79aa5d4f,OCC_fa1704d164c5,embeddings
1,Gestionnaire d'applications système d'information,gestionnaire des modifications et de la configuration des TIC,skos:relatedMatch,0.644,ROME,ESCO,OCC_5575a38586ce,OCC_b12363d00856,embeddings
0,auditeur des systèmes d’information/auditrice des systèmes d’information,Urbaniste des systèmes d'information,skos:relatedMatch,0.644,ESCO,ROME,OCC_7d8d0e4e5d42,OCC_bf56177836a1,embeddings
1,administrateur de réseau informatique/administratrice de réseau informatique,Administrateur / Administratrice IT senior (H/F/D),skos:relatedMatch,0.643,ESCO,ARBEITNOW,OCC_07647950ddea,OCC_c8e3c9cb6c38,embeddings
1,analyste de système informatique,Analyste d'affaires,skos:relatedMatch,0.643,ESCO,REMOTEOK,OCC_20596f0afee7,OCC_d9115408ab56,embeddings
0,Ingénieur / Ingénieure supervision IT Datacenter,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.643,ROME,REMOTEOK,OCC_07c3258d7642,OCC_b9e95ef30857,embeddings
0,responsable du service d’assistance informatique,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,skos:relatedMatch,0.642,ESCO,ARBEITNOW,OCC_127c8b092532,OCC_5ba0f9300746,embeddings
1,Analyste décisionnel - Business Intelligence,analyste logiciel,skos:relatedMatch,0.642,ROME,ESCO,OCC_4fedfaca20de,OCC_6b1c7257ba1b,embeddings
0,technicien informatique/technicienne informatique,Pentesteur / Pentesteuse,skos:relatedMatch,0.642,ESCO,ROME,OCC_14d19ed15436,OCC_b0651e781d64,embeddings
1,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),programmeur en informatique industrielle/programmeuse en informatique industrielle,skos:relatedMatch,0.641,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_9f67438781d4,embeddings
0,Agent de saisie de données,responsable de l’audit informatique,skos:relatedMatch,0.641,REMOTEOK,ESCO,OCC_3756041ae6ec,OCC_65c02430a9d6,embeddings
1,consultant en technologie de l’information et de la communication verte/consultante en technologie de l’information et de la communication verte,Expert / Experte en communication et réseaux,skos:relatedMatch,0.641,ESCO,ROME,OCC_43a86b759733,OCC_b7befaa6cd86,embeddings
0,Intégrateur / Intégratrice logiciels métiers,configurateur d’applications/configuratrice d’applications,skos:relatedMatch,0.641,ROME,ESCO,OCC_22a265df20e2,OCC_e1899e09057e,embeddings
0,Architecte multimédias interactifs,développeur d’interface utilisateur/développeuse d’interface utilisatrice,skos:relatedMatch,0.641,ROME,ESCO,OCC_9f8d6a13ded5,OCC_c089ec2388cd,embeddings
0,Architecte base de données,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.641,ROME,REMOTEOK,OCC_9e721c3b1a5c,OCC_b9e95ef30857,embeddings
1,consultant en recherche informatique/consultante en recherche informatique,Consultant(e) senior en ingénierie IA (H/F/D),skos:relatedMatch,0.64,ESCO,ARBEITNOW,OCC_106b6f022c02,OCC_43958fcde9b9,embeddings
1,Coordinateur / Coordinatrice Maitrise d'Ouvrage Système d'Information (MOA SI),responsable du service d’assistance informatique,skos:relatedMatch,0.64,ROME,ESCO,OCC_069c1da7cb17,OCC_127c8b092532,embeddings
1,technicien en sécurité informatique/technicienne en sécurité informatique,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),skos:relatedMatch,0.639,ESCO,ARBEITNOW,OCC_47b1b32e81f9,OCC_77117619e46e,embeddings
0,analyste de données,Agent de saisie de données / Spécialiste en saisie de données,skos:relatedMatch,0.639,ESCO,REMOTEOK,OCC_ccd1a82716dc,OCC_d8d5f3a4878b,embeddings
0,Technicien / Technicienne d'exploitation informatique,Technicien / Technicienne de piscine,skos:relatedMatch,0.639,ROME,REMOTEOK,OCC_1ce0e8031f25,OCC_1d71758bab20,embeddings
0,technicien informatique/technicienne informatique,Chef de produit technique (Lead/Senior) - Ingénierie plateforme (H/F/D),skos:relatedMatch,0.638,ESCO,ARBEITNOW,OCC_14d19ed15436,OCC_8d76388f9989,embeddings
0,analyste de système informatique,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),skos:relatedMatch,0.638,ESCO,ARBEITNOW,OCC_20596f0afee7,OCC_45b81edc9b79,embeddings
1,analyste-testeur informatique/analyste-testeuse informatique,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),skos:relatedMatch,0.637,ESCO,ARBEITNOW,OCC_1fbb1e6392b6,OCC_45b81edc9b79,embeddings
0,concepteur de bases de données /conceptrice de bases de données,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.637,ESCO,REMOTEOK,OCC_65014a542c78,OCC_b9e95ef30857,embeddings
1,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),développeur de logiciels pour systèmes informatiques intégrés/développeuse de logiciels pour systèmes informatiques intégrés,skos:relatedMatch,0.636,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_47055aec8572,embeddings
1,"Responsable d'ingénierie, Moteur de recherche (tous genres)",Responsable de la production informatique,skos:relatedMatch,0.636,ARBEITNOW,ROME,OCC_14a3530bfb4b,OCC_91c7799dadef,embeddings
0,concepteur d’interface utilisateur/conceptrice d’interface utilisatrice,Architecte multimédias interactifs,skos:relatedMatch,0.636,ESCO,ROME,OCC_340f51445866,OCC_9f8d6a13ded5,embeddings
0,Technicien / Technicienne d'exploitation informatique,Consultant(e) senior en ingénierie IA (H/F/D),skos:relatedMatch,0.635,ROME,ARBEITNOW,OCC_1ce0e8031f25,OCC_43958fcde9b9,embeddings
0,scientifique des données,Dactylographe - Saisie de données,skos:relatedMatch,0.635,ESCO,REMOTEOK,OCC_7bde92a813dd,OCC_b98e457eb404,embeddings
0,Architecte systèmes et réseaux,configurateur de systèmes/configuratrice de systèmes,skos:relatedMatch,0.635,ROME,ESCO,OCC_21715cbb5d2f,OCC_e28a715b58e4,embeddings
0,technicien informatique/technicienne informatique,Chef / Cheffe de projet maîtrise d'œuvre informatique,skos:relatedMatch,0.635,ESCO,ROME,OCC_14d19ed15436,OCC_fc361ed0ca3c,embeddings
1,Directeur / Directrice de projet en informatique,Coordinateur / Coordinatrice de projets logiciels (H/F/D) | Berlin-Mitte | Temps partiel/Temps plein,skos:relatedMatch,0.634,ROME,ARBEITNOW,OCC_5dccaa0f70e3,OCC_c81768051e3f,embeddings
1,Analyste senior - Support de projet,analyste de données,skos:relatedMatch,0.633,REMOTEOK,ESCO,OCC_a55aa629a66b,OCC_ccd1a82716dc,embeddings
1,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),informaticien/informaticienne,skos:relatedMatch,0.631,ARBEITNOW,ESCO,OCC_3cacf2bb2b93,OCC_727ec0d8350c,embeddings
0,spécialiste de l’optimisation des moteurs de recherche,Expert / Experte méthodes et qualité informatique,skos:relatedMatch,0.631,ESCO,ROME,OCC_0ee16ac6947b,OCC_336e0a8cfc0b,embeddings
0,administrateur de base de données/administratrice de base de données,Spécialiste en saisie de données - Assistant(e) administratif(ve),skos:relatedMatch,0.63,ESCO,REMOTEOK,OCC_759562b3dd51,OCC_c69fa61c1cf6,embeddings
0,Intégrateur / Intégratrice logiciels métiers,Chef de produit - IA,skos:relatedMatch,0.63,ROME,REMOTEOK,OCC_22a265df20e2,OCC_2e0e260cb4d7,embeddings
0,Chef / Cheffe de projet Maîtrise d'Ouvrage des Systèmes d'Information (MOA),Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),skos:relatedMatch,0.629,ROME,ARBEITNOW,OCC_7139e09be76c,OCC_77117619e46e,embeddings
0,Spécialiste e-santé,Spécialiste en saisie de données,skos:relatedMatch,0.629,ROME,REMOTEOK,OCC_7606d49145d3,OCC_a196178f2449,embeddings
0,Ingénieur / Ingénieure d'étude informatique,Jeune diplômé(e) - Data Scientist,skos:relatedMatch,0.629,ROME,REMOTEOK,OCC_050f179f19d8,OCC_7781415f8e03,embeddings
1,Intégrateur / Intégratrice logiciels métiers,"Ingénieur(e) logiciel - Automatisation et opérations (H/F/D, temps plein)",skos:relatedMatch,0.628,ROME,ARBEITNOW,OCC_22a265df20e2,OCC_3568bf427685,embeddings
0,Ingénieur / Ingénieure Cybersécurité Datacenter,Agent de saisie de données / Spécialiste en saisie de données,skos:relatedMatch,0.628,ROME,REMOTEOK,OCC_0194b59e1846,OCC_d8d5f3a4878b,embeddings
0,Consultant(e) senior en ingénierie IA (H/F/D),Analyste Concepteur / Conceptrice informatique,skos:relatedMatch,0.627,ARBEITNOW,ROME,OCC_43958fcde9b9,OCC_6208e1876753,embeddings
0,Analyste senior - Support de projet,Développeur / Développeuse logiciel senior (H/F/D),skos:relatedMatch,0.626,REMOTEOK,ARBEITNOW,OCC_a55aa629a66b,OCC_cbba626eede9,embeddings
0,Consultant / Consultante avant-vente,Consultant(e) senior en ingénierie IA (H/F/D),skos:relatedMatch,0.625,ROME,ARBEITNOW,OCC_3dd25c7bc53e,OCC_43958fcde9b9,embeddings
1,Responsable de la production informatique,responsable de l’assurance qualité informatique,skos:relatedMatch,0.625,ROME,ESCO,OCC_91c7799dadef,OCC_b01b8def641d,embeddings
0,développeur web/développeuse web,Développeur / Développeuse Frontend E-Commerce (H/F/D),skos:relatedMatch,0.624,ESCO,ARBEITNOW,OCC_3b83c3012cf7,OCC_ee0ddbbdc92c,embeddings
1,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),Architecte sécurité informatique,skos:relatedMatch,0.624,ARBEITNOW,ROME,OCC_77117619e46e,OCC_8d1f9f4c93ee,embeddings
0,responsable de la sécurité des TIC,Responsable télécoms,skos:relatedMatch,0.624,ESCO,ROME,OCC_3ea9dcd66347,OCC_a4044d9bc8b4,embeddings
1,Expert / Experte en cybersécurité,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),skos:relatedMatch,0.623,ROME,ARBEITNOW,OCC_4def1bedc140,OCC_77117619e46e,embeddings
0,spécialiste de l’investigation numérique,Analyste senior - Support de projet,skos:relatedMatch,0.623,ESCO,REMOTEOK,OCC_46b37f0135cb,OCC_a55aa629a66b,embeddings
0,consultant en recherche informatique/consultante en recherche informatique,Analyste senior - Support de projet,skos:relatedMatch,0.623,ESCO,REMOTEOK,OCC_106b6f022c02,OCC_a55aa629a66b,embeddings
0,Chef de produit - IA,Développeur / Développeuse informatique,skos:relatedMatch,0.623,REMOTEOK,ROME,OCC_2e0e260cb4d7,OCC_4243894cf004,embeddings
0,Chef de projet / Cheffe de projet (Project Management Officer),Chef de produit - IA,skos:relatedMatch,0.622,ROME,REMOTEOK,OCC_21efe6cdd8d9,OCC_2e0e260cb4d7,embeddings
1,Ingénieur / Ingénieure en Intelligence Artificielle (IA),Ingénieur(e) senior en apprentissage automatique (H/F/*),skos:relatedMatch,0.62,ROME,ARBEITNOW,OCC_ec6735d1a243,OCC_fe42133b7839,embeddings
0,analyste d’étude en TIC,Analyste de données - Secteur de la santé,skos:relatedMatch,0.62,ESCO,REMOTEOK,OCC_0a3ba0a2e348,OCC_c2f30bbdb638,embeddings
0,Analyste d'étude informatique,Analyste de données - Secteur de la santé,skos:relatedMatch,0.62,ROME,REMOTEOK,OCC_5fafb471f4aa,OCC_c2f30bbdb638,embeddings
1,Gestionnaire de base de données,Spécialiste en saisie de données - Assistant(e) administratif(ve),skos:relatedMatch,0.62,ROME,REMOTEOK,OCC_164e408e096f,OCC_c69fa61c1cf6,embeddings
0,Chef de produit - IA,Coordinateur / Coordinatrice de production web,skos:relatedMatch,0.62,REMOTEOK,ROME,OCC_2e0e260cb4d7,OCC_8febad416722,embeddings
1,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),Administrateur / Administratrice de systèmes d'information (SI),skos:relatedMatch,0.619,ARBEITNOW,ROME,OCC_3cacf2bb2b93,OCC_98d19aeea9a4,embeddings
0,Concepteur / Conceptrice UX/UI,configurateur d’applications/configuratrice d’applications,skos:relatedMatch,0.619,REMOTEOK,ESCO,OCC_b415cabf36c7,OCC_e1899e09057e,embeddings
