entity_id_a,source_a,entity_id_b,source_b,relation,confidence,method,validated,notes
OCC_5fafb471f4aa,ROME,OCC_d9115408ab56,REMOTEOK,skos:relatedMatch,0.69,embeddings,pending,Analyste d'étude informatique <> Analyste d'affaires
OCC_2e0e260cb4d7,REMOTEOK,OCC_8d76388f9989,ARBEITNOW,skos:relatedMatch,0.687,embeddings,pending,Chef de produit - IA <> Chef de produit technique (Lead/Senior) - Ingénierie plateforme (H/F/D)
OCC_759562b3dd51,ESCO,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.687,embeddings,pending,administrateur de base de données/administratrice de base de données <> Agent administratif de saisie de données et de classement
OCC_7342748ca544,ROME,OCC_8b508c20ce1d,ESCO,skos:relatedMatch,0.687,embeddings,pending,Analyste SOC (Security Operations Center) <> analyste réponse aux incidents de sécurité
OCC_4def1bedc140,ROME,OCC_68dccaf6a895,ESCO,skos:relatedMatch,0.687,embeddings,pending,Expert / Experte en cybersécurité <> hacker éthique
OCC_45b81edc9b79,ARBEITNOW,OCC_a1ea51659e23,ESCO,skos:relatedMatch,0.686,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> développeur de systèmes informatiques/développeuse de systèmes informatiques
OCC_65c02430a9d6,ESCO,OCC_77117619e46e,ARBEITNOW,skos:relatedMatch,0.684,embeddings,pending,responsable de l’audit informatique <> Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D)
OCC_60d10ff7dab8,ESCO,OCC_734c5ae6a3df,ROME,skos:relatedMatch,0.683,embeddings,pending,développeur d’applications mobiles/développeuse d’applications mobiles <> Chef / Cheffe de projet réseau fixe et mobile
OCC_085a2958b6aa,ROME,OCC_d9115408ab56,REMOTEOK,skos:relatedMatch,0.683,embeddings,pending,Analyste d'application informatique <> Analyste d'affaires
OCC_2e0e260cb4d7,REMOTEOK,OCC_fa1704d164c5,ESCO,skos:relatedMatch,0.679,embeddings,pending,Chef de produit - IA <> concepteur de logiciels/conceptrice de logiciels
OCC_2523d083789d,ROME,OCC_3e265a77afe1,ESCO,skos:relatedMatch,0.678,embeddings,pending,Spécialiste test et validation logiciel ou application <> testeur d’accessibilité/testeuse d’accessibilité
OCC_14d19ed15436,ESCO,OCC_45b81edc9b79,ARBEITNOW,skos:relatedMatch,0.677,embeddings,pending,technicien informatique/technicienne informatique <> Programmeur/euse / Technicien(ne) en automatisation (H/F/D)
OCC_4a2781037768,ROME,OCC_77117619e46e,ARBEITNOW,skos:relatedMatch,0.676,embeddings,pending,Directeur / Directrice des systèmes d'information (DSI) <> Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D)
OCC_3b83c3012cf7,ESCO,OCC_d3df557742ce,REMOTEOK,skos:relatedMatch,0.676,embeddings,pending,développeur web/développeuse web <> Concepteur / Conceptrice web junior
OCC_336e0a8cfc0b,ROME,OCC_7c028d934ec6,ESCO,skos:relatedMatch,0.676,embeddings,pending,Expert / Experte méthodes et qualité informatique <> analyste qualité des données
OCC_164e408e096f,ROME,OCC_3756041ae6ec,REMOTEOK,skos:relatedMatch,0.676,embeddings,pending,Gestionnaire de base de données <> Agent de saisie de données
OCC_2e0e260cb4d7,REMOTEOK,OCC_91c7799dadef,ROME,skos:relatedMatch,0.676,embeddings,pending,Chef de produit - IA <> Responsable de la production informatique
OCC_01372aeb8cb5,ESCO,OCC_27e8294e0a68,ARBEITNOW,skos:relatedMatch,0.675,embeddings,pending,"architecte d’entreprise <> Architecte principal(e) Gouvernance, Risque et Conformité (GRC)"
OCC_286d9da07b4d,ROME,OCC_d3df557742ce,REMOTEOK,skos:relatedMatch,0.675,embeddings,pending,Ingénieur concepteur / Ingénieure conceptrice informatique <> Concepteur / Conceptrice web junior
OCC_22a265df20e2,ROME,OCC_45b81edc9b79,ARBEITNOW,skos:relatedMatch,0.674,embeddings,pending,Intégrateur / Intégratrice logiciels métiers <> Programmeur/euse / Technicien(ne) en automatisation (H/F/D)
OCC_53745b14cb87,ROME,OCC_c8e3c9cb6c38,ARBEITNOW,skos:relatedMatch,0.674,embeddings,pending,Administrateur / Administratrice de site internet <> Administrateur / Administratrice IT senior (H/F/D)
OCC_20f53a6b090c,REMOTEOK,OCC_bd1d7a63edf2,ESCO,skos:relatedMatch,0.674,embeddings,pending,Concepteur / Conceptrice en architecture <> architecte de réseau
OCC_48e7a1feb2bb,ROME,OCC_7d8d0e4e5d42,ESCO,skos:relatedMatch,0.674,embeddings,pending,Responsable des systèmes d'information (SI) <> auditeur des systèmes d’information/auditrice des systèmes d’information
OCC_4243894cf004,ROME,OCC_8d76388f9989,ARBEITNOW,skos:relatedMatch,0.673,embeddings,pending,Développeur / Développeuse informatique <> Chef de produit technique (Lead/Senior) - Ingénierie plateforme (H/F/D)
OCC_cbba626eede9,ARBEITNOW,OCC_d6a2ea4adc66,ROME,skos:relatedMatch,0.673,embeddings,pending,Développeur / Développeuse logiciel senior (H/F/D) <> Développeur / Développeuse logiciel ou d'application
OCC_22a265df20e2,ROME,OCC_28d6f1c634d8,ESCO,skos:relatedMatch,0.673,embeddings,pending,Intégrateur / Intégratrice logiciels métiers <> développeur de logiciels pour appareils mobiles destinés à l’industrie/développeuse de logiciels pour appareils mobiles destinés à l’industrie
OCC_07c3258d7642,ROME,OCC_c7ddb7ad3c99,ESCO,skos:relatedMatch,0.673,embeddings,pending,Ingénieur / Ingénieure supervision IT Datacenter <> concepteur d’entrepôt de données/conceptrice d’entrepôt de données
OCC_ccb65c46f869,ARBEITNOW,OCC_e28a715b58e4,ESCO,skos:relatedMatch,0.672,embeddings,pending,Ingénieur(e) systèmes IT (H/F/D) <> configurateur de systèmes/configuratrice de systèmes
OCC_7d00df02eb9d,ROME,OCC_c8e3c9cb6c38,ARBEITNOW,skos:relatedMatch,0.672,embeddings,pending,Administrateur / Administratrice de messagerie <> Administrateur / Administratrice IT senior (H/F/D)
OCC_b415cabf36c7,REMOTEOK,OCC_fa1704d164c5,ESCO,skos:relatedMatch,0.672,embeddings,pending,Concepteur / Conceptrice UX/UI <> concepteur de logiciels/conceptrice de logiciels
OCC_20f53a6b090c,REMOTEOK,OCC_8545ea52f78d,ROME,skos:relatedMatch,0.672,embeddings,pending,Concepteur / Conceptrice en architecture <> Architecte cloud
OCC_45b81edc9b79,ARBEITNOW,OCC_fa1704d164c5,ESCO,skos:relatedMatch,0.67,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> concepteur de logiciels/conceptrice de logiciels
OCC_01372aeb8cb5,ESCO,OCC_14a3530bfb4b,ARBEITNOW,skos:relatedMatch,0.669,embeddings,pending,"architecte d’entreprise <> Responsable d'ingénierie, Moteur de recherche (tous genres)"
OCC_c089ec2388cd,ESCO,OCC_e77bc5408895,REMOTEOK,skos:relatedMatch,0.668,embeddings,pending,développeur d’interface utilisateur/développeuse d’interface utilisatrice <> Concepteur / Conceptrice d'interfaces
OCC_234bb9d3e7c0,ESCO,OCC_2f27eb2177cc,ROME,skos:relatedMatch,0.666,embeddings,pending,testeur de jeux numériques/testeuse de jeux numériques <> Développeur / Développeuse - jeux vidéo
OCC_5fafb471f4aa,ROME,OCC_7781415f8e03,REMOTEOK,skos:relatedMatch,0.666,embeddings,pending,Analyste d'étude informatique <> Jeune diplômé(e) - Data Scientist
OCC_3756041ae6ec,REMOTEOK,OCC_903f27875082,ROME,skos:relatedMatch,0.666,embeddings,pending,Agent de saisie de données <> Data engineer
OCC_708b91f0f734,ESCO,OCC_e4a8a5aa915e,ARBEITNOW,skos:relatedMatch,0.665,embeddings,pending,agent de service d’assistance informatique/agente de service d’assistance informatique <> Assistant(e) fiscal(e) ou gestionnaire de paie (H/F/D) avec possibilité de télétravail
OCC_43958fcde9b9,ARBEITNOW,OCC_a55aa629a66b,REMOTEOK,skos:relatedMatch,0.665,embeddings,pending,Consultant(e) senior en ingénierie IA (H/F/D) <> Analyste senior - Support de projet
OCC_5575a38586ce,ROME,OCC_697bbd77a746,ESCO,skos:relatedMatch,0.664,embeddings,pending,Gestionnaire d'applications système d'information <> responsable de l’analyse commerciale des technologies de l’information et de la communication
OCC_069c1da7cb17,ROME,OCC_77117619e46e,ARBEITNOW,skos:relatedMatch,0.663,embeddings,pending,Coordinateur / Coordinatrice Maitrise d'Ouvrage Système d'Information (MOA SI) <> Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D)
OCC_20f53a6b090c,REMOTEOK,OCC_96b5d34f1d58,ESCO,skos:relatedMatch,0.663,embeddings,pending,Concepteur / Conceptrice en architecture <> architecte cloud
OCC_5575a38586ce,ROME,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.663,embeddings,pending,Gestionnaire d'applications système d'information <> Agent administratif de saisie de données et de classement
OCC_c506a18083b7,ROME,OCC_d3df557742ce,REMOTEOK,skos:relatedMatch,0.661,embeddings,pending,Développeur / Développeuse web <> Concepteur / Conceptrice web junior
OCC_2e0e260cb4d7,REMOTEOK,OCC_5dccaa0f70e3,ROME,skos:relatedMatch,0.661,embeddings,pending,Chef de produit - IA <> Directeur / Directrice de projet en informatique
OCC_14a3530bfb4b,ARBEITNOW,OCC_e29ace1e3e50,ESCO,skos:relatedMatch,0.66,embeddings,pending,"Responsable d'ingénierie, Moteur de recherche (tous genres) <> ingénieur de la connaissance/ingénieure de la connaissance"
OCC_9c9233e004da,ESCO,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.66,embeddings,pending,opérateur de centre de données/opératrice de centre de données <> Agent administratif de saisie de données et de classement
OCC_20f53a6b090c,REMOTEOK,OCC_21715cbb5d2f,ROME,skos:relatedMatch,0.66,embeddings,pending,Concepteur / Conceptrice en architecture <> Architecte systèmes et réseaux
OCC_c9809e8b4e1d,ROME,OCC_d9115408ab56,REMOTEOK,skos:relatedMatch,0.66,embeddings,pending,Consultant décisionnel / Consultante décisionnelle - Business Intelligence <> Analyste d'affaires
OCC_0dfd1568b513,ROME,OCC_c8e3c9cb6c38,ARBEITNOW,skos:relatedMatch,0.659,embeddings,pending,Administrateur / Administratrice de serveurs <> Administrateur / Administratrice IT senior (H/F/D)
OCC_1cd71aaf46fd,ESCO,OCC_d3df557742ce,REMOTEOK,skos:relatedMatch,0.659,embeddings,pending,webmestre <> Concepteur / Conceptrice web junior
OCC_2e0e260cb4d7,REMOTEOK,OCC_fc361ed0ca3c,ROME,skos:relatedMatch,0.658,embeddings,pending,Chef de produit - IA <> Chef / Cheffe de projet maîtrise d'œuvre informatique
OCC_4000ceec52ad,REMOTEOK,OCC_903f27875082,ROME,skos:relatedMatch,0.657,embeddings,pending,Analyste de données - Excel <> Data engineer
OCC_3cacf2bb2b93,ARBEITNOW,OCC_af41616819b5,ESCO,skos:relatedMatch,0.656,embeddings,pending,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D) <> consultant en intégration de systèmes informatiques/consultante en intégration de systèmes informatiques
OCC_5ba0f9300746,ARBEITNOW,OCC_a55aa629a66b,REMOTEOK,skos:relatedMatch,0.656,embeddings,pending,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure <> Analyste senior - Support de projet
OCC_14a3530bfb4b,ARBEITNOW,OCC_286d9da07b4d,ROME,skos:relatedMatch,0.656,embeddings,pending,"Responsable d'ingénierie, Moteur de recherche (tous genres) <> Ingénieur concepteur / Ingénieure conceptrice informatique"
OCC_30549a5affd9,ESCO,OCC_c9809e8b4e1d,ROME,skos:relatedMatch,0.656,embeddings,pending,consultant informatique/consultante informatique <> Consultant décisionnel / Consultante décisionnelle - Business Intelligence
OCC_3756041ae6ec,REMOTEOK,OCC_ccd1a82716dc,ESCO,skos:relatedMatch,0.655,embeddings,pending,Agent de saisie de données <> analyste de données
OCC_6208e1876753,ROME,OCC_e77bc5408895,REMOTEOK,skos:relatedMatch,0.655,embeddings,pending,Analyste Concepteur / Conceptrice informatique <> Concepteur / Conceptrice d'interfaces
OCC_3b2885fc44e3,ROME,OCC_45b81edc9b79,ARBEITNOW,skos:relatedMatch,0.654,embeddings,pending,Ingénieur / Ingénieure en informatique embarquée <> Programmeur/euse / Technicien(ne) en automatisation (H/F/D)
OCC_1ce0e8031f25,ROME,OCC_2e0e260cb4d7,REMOTEOK,skos:relatedMatch,0.654,embeddings,pending,Technicien / Technicienne d'exploitation informatique <> Chef de produit - IA
OCC_563c9ee7ae68,ROME,OCC_77117619e46e,ARBEITNOW,skos:relatedMatch,0.653,embeddings,pending,Responsable de la Sécurité des Systèmes d'Information (RSSI) <> Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D)
OCC_759562b3dd51,ESCO,OCC_c8e3c9cb6c38,ARBEITNOW,skos:relatedMatch,0.652,embeddings,pending,administrateur de base de données/administratrice de base de données <> Administrateur / Administratrice IT senior (H/F/D)
OCC_9e5778cecf8d,ESCO,OCC_c7ee9cba34be,ROME,skos:relatedMatch,0.652,embeddings,pending,"concepteur de systèmes informatiques/conceptrice de systèmes informatiques <> Spécialiste outils, systèmes d'exploitation, réseaux et télécoms"
OCC_5d343c03bfac,ARBEITNOW,OCC_708b91f0f734,ESCO,skos:relatedMatch,0.651,embeddings,pending,Product Owner - Agent Assist et User Platforms (H/F/D) <> agent de service d’assistance informatique/agente de service d’assistance informatique
OCC_c79207b250ca,ESCO,OCC_ea877a4a9a11,ARBEITNOW,skos:relatedMatch,0.651,embeddings,pending,ingénieur DevOps cloud/ingénieure DevOps cloud <> Ingénieur(e) infrastructure / DevOps (H/F/D)
OCC_09b65ca00490,ROME,OCC_2e0e260cb4d7,REMOTEOK,skos:relatedMatch,0.651,embeddings,pending,Chef / Cheffe de projet étude et développement informatique <> Chef de produit - IA
OCC_b9e95ef30857,REMOTEOK,OCC_c7ddb7ad3c99,ESCO,skos:relatedMatch,0.65,embeddings,pending,Agent administratif de saisie de données et de classement <> concepteur d’entrepôt de données/conceptrice d’entrepôt de données
OCC_7781415f8e03,REMOTEOK,OCC_7d1a8b2ea390,ESCO,skos:relatedMatch,0.65,embeddings,pending,Jeune diplômé(e) - Data Scientist <> ingénieur/ingénieure de données
OCC_050f179f19d8,ROME,OCC_88496659bc48,ARBEITNOW,skos:relatedMatch,0.649,embeddings,pending,Ingénieur / Ingénieure d'étude informatique <> Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail
OCC_8a0009547b60,ROME,OCC_e4a8a5aa915e,ARBEITNOW,skos:relatedMatch,0.649,embeddings,pending,Administrateur / Administratrice réseaux - télécoms <> Assistant(e) fiscal(e) ou gestionnaire de paie (H/F/D) avec possibilité de télétravail
OCC_2088e2ac84a9,ROME,OCC_77117619e46e,ARBEITNOW,skos:relatedMatch,0.649,embeddings,pending,Consultant fonctionnel / Consultante fonctionnelle des systèmes d'information <> Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D)
OCC_085a2958b6aa,ROME,OCC_45b81edc9b79,ARBEITNOW,skos:relatedMatch,0.649,embeddings,pending,Analyste d'application informatique <> Programmeur/euse / Technicien(ne) en automatisation (H/F/D)
OCC_30549a5affd9,ESCO,OCC_77117619e46e,ARBEITNOW,skos:relatedMatch,0.648,embeddings,pending,consultant informatique/consultante informatique <> Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D)
OCC_45f8e3b56a4a,ROME,OCC_5ba0f9300746,ARBEITNOW,skos:relatedMatch,0.648,embeddings,pending,Directeur / Directrice de projets des territoires connectés <> Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure
OCC_14d19ed15436,ESCO,OCC_1d71758bab20,REMOTEOK,skos:relatedMatch,0.647,embeddings,pending,technicien informatique/technicienne informatique <> Technicien / Technicienne de piscine
OCC_c7ddb7ad3c99,ESCO,OCC_e2079fd4cbf9,REMOTEOK,skos:relatedMatch,0.647,embeddings,pending,concepteur d’entrepôt de données/conceptrice d’entrepôt de données <> Agent de saisie de données débutant - Télétravail intégral
OCC_c7ddb7ad3c99,ESCO,OCC_c86e2d385aa5,ROME,skos:relatedMatch,0.647,embeddings,pending,concepteur d’entrepôt de données/conceptrice d’entrepôt de données <> Urbaniste Datacenter
OCC_3946835718f5,ROME,OCC_5d343c03bfac,ARBEITNOW,skos:relatedMatch,0.645,embeddings,pending,Product Owner <> Product Owner - Agent Assist et User Platforms (H/F/D)
OCC_b415cabf36c7,REMOTEOK,OCC_cd04c9fb1a40,ESCO,skos:relatedMatch,0.645,embeddings,pending,Concepteur / Conceptrice UX/UI <> concepteur de logiciels d’application/conceptrice de logiciels d’application
OCC_903f27875082,ROME,OCC_e2079fd4cbf9,REMOTEOK,skos:relatedMatch,0.645,embeddings,pending,Data engineer <> Agent de saisie de données débutant - Télétravail intégral
OCC_4a7e79aa5d4f,ARBEITNOW,OCC_fa1704d164c5,ESCO,skos:relatedMatch,0.644,embeddings,pending,Ingénieur(e) logiciel (H/F/D) <> concepteur de logiciels/conceptrice de logiciels
OCC_5575a38586ce,ROME,OCC_b12363d00856,ESCO,skos:relatedMatch,0.644,embeddings,pending,Gestionnaire d'applications système d'information <> gestionnaire des modifications et de la configuration des TIC
OCC_7d8d0e4e5d42,ESCO,OCC_bf56177836a1,ROME,skos:relatedMatch,0.644,embeddings,pending,auditeur des systèmes d’information/auditrice des systèmes d’information <> Urbaniste des systèmes d'information
OCC_07647950ddea,ESCO,OCC_c8e3c9cb6c38,ARBEITNOW,skos:relatedMatch,0.643,embeddings,pending,administrateur de réseau informatique/administratrice de réseau informatique <> Administrateur / Administratrice IT senior (H/F/D)
OCC_20596f0afee7,ESCO,OCC_d9115408ab56,REMOTEOK,skos:relatedMatch,0.643,embeddings,pending,analyste de système informatique <> Analyste d'affaires
OCC_07c3258d7642,ROME,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.643,embeddings,pending,Ingénieur / Ingénieure supervision IT Datacenter <> Agent administratif de saisie de données et de classement
OCC_127c8b092532,ESCO,OCC_5ba0f9300746,ARBEITNOW,skos:relatedMatch,0.642,embeddings,pending,responsable du service d’assistance informatique <> Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure
OCC_4fedfaca20de,ROME,OCC_6b1c7257ba1b,ESCO,skos:relatedMatch,0.642,embeddings,pending,Analyste décisionnel - Business Intelligence <> analyste logiciel
OCC_14d19ed15436,ESCO,OCC_b0651e781d64,ROME,skos:relatedMatch,0.642,embeddings,pending,technicien informatique/technicienne informatique <> Pentesteur / Pentesteuse
OCC_45b81edc9b79,ARBEITNOW,OCC_9f67438781d4,ESCO,skos:relatedMatch,0.641,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> programmeur en informatique industrielle/programmeuse en informatique industrielle
OCC_3756041ae6ec,REMOTEOK,OCC_65c02430a9d6,ESCO,skos:relatedMatch,0.641,embeddings,pending,Agent de saisie de données <> responsable de l’audit informatique
OCC_43a86b759733,ESCO,OCC_b7befaa6cd86,ROME,skos:relatedMatch,0.641,embeddings,pending,consultant en technologie de l’information et de la communication verte/consultante en technologie de l’information et de la communication verte <> Expert / Experte en communication et réseaux
OCC_22a265df20e2,ROME,OCC_e1899e09057e,ESCO,skos:relatedMatch,0.641,embeddings,pending,Intégrateur / Intégratrice logiciels métiers <> configurateur d’applications/configuratrice d’applications
OCC_9f8d6a13ded5,ROME,OCC_c089ec2388cd,ESCO,skos:relatedMatch,0.641,embeddings,pending,Architecte multimédias interactifs <> développeur d’interface utilisateur/développeuse d’interface utilisatrice
OCC_9e721c3b1a5c,ROME,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.641,embeddings,pending,Architecte base de données <> Agent administratif de saisie de données et de classement
OCC_106b6f022c02,ESCO,OCC_43958fcde9b9,ARBEITNOW,skos:relatedMatch,0.64,embeddings,pending,consultant en recherche informatique/consultante en recherche informatique <> Consultant(e) senior en ingénierie IA (H/F/D)
OCC_069c1da7cb17,ROME,OCC_127c8b092532,ESCO,skos:relatedMatch,0.64,embeddings,pending,Coordinateur / Coordinatrice Maitrise d'Ouvrage Système d'Information (MOA SI) <> responsable du service d’assistance informatique
OCC_47b1b32e81f9,ESCO,OCC_77117619e46e,ARBEITNOW,skos:relatedMatch,0.639,embeddings,pending,technicien en sécurité informatique/technicienne en sécurité informatique <> Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D)
OCC_ccd1a82716dc,ESCO,OCC_d8d5f3a4878b,REMOTEOK,skos:relatedMatch,0.639,embeddings,pending,analyste de données <> Agent de saisie de données / Spécialiste en saisie de données
OCC_1ce0e8031f25,ROME,OCC_1d71758bab20,REMOTEOK,skos:relatedMatch,0.639,embeddings,pending,Technicien / Technicienne d'exploitation informatique <> Technicien / Technicienne de piscine
OCC_14d19ed15436,ESCO,OCC_8d76388f9989,ARBEITNOW,skos:relatedMatch,0.638,embeddings,pending,technicien informatique/technicienne informatique <> Chef de produit technique (Lead/Senior) - Ingénierie plateforme (H/F/D)
OCC_20596f0afee7,ESCO,OCC_45b81edc9b79,ARBEITNOW,skos:relatedMatch,0.638,embeddings,pending,analyste de système informatique <> Programmeur/euse / Technicien(ne) en automatisation (H/F/D)
OCC_1fbb1e6392b6,ESCO,OCC_45b81edc9b79,ARBEITNOW,skos:relatedMatch,0.637,embeddings,pending,analyste-testeur informatique/analyste-testeuse informatique <> Programmeur/euse / Technicien(ne) en automatisation (H/F/D)
OCC_65014a542c78,ESCO,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.637,embeddings,pending,concepteur de bases de données /conceptrice de bases de données <> Agent administratif de saisie de données et de classement
OCC_45b81edc9b79,ARBEITNOW,OCC_47055aec8572,ESCO,skos:relatedMatch,0.636,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> développeur de logiciels pour systèmes informatiques intégrés/développeuse de logiciels pour systèmes informatiques intégrés
OCC_14a3530bfb4b,ARBEITNOW,OCC_91c7799dadef,ROME,skos:relatedMatch,0.636,embeddings,pending,"Responsable d'ingénierie, Moteur de recherche (tous genres) <> Responsable de la production informatique"
OCC_340f51445866,ESCO,OCC_9f8d6a13ded5,ROME,skos:relatedMatch,0.636,embeddings,pending,concepteur d’interface utilisateur/conceptrice d’interface utilisatrice <> Architecte multimédias interactifs
OCC_1ce0e8031f25,ROME,OCC_43958fcde9b9,ARBEITNOW,skos:relatedMatch,0.635,embeddings,pending,Technicien / Technicienne d'exploitation informatique <> Consultant(e) senior en ingénierie IA (H/F/D)
OCC_7bde92a813dd,ESCO,OCC_b98e457eb404,REMOTEOK,skos:relatedMatch,0.635,embeddings,pending,scientifique des données <> Dactylographe - Saisie de données
OCC_21715cbb5d2f,ROME,OCC_e28a715b58e4,ESCO,skos:relatedMatch,0.635,embeddings,pending,Architecte systèmes et réseaux <> configurateur de systèmes/configuratrice de systèmes
OCC_14d19ed15436,ESCO,OCC_fc361ed0ca3c,ROME,skos:relatedMatch,0.635,embeddings,pending,technicien informatique/technicienne informatique <> Chef / Cheffe de projet maîtrise d'œuvre informatique
OCC_5dccaa0f70e3,ROME,OCC_c81768051e3f,ARBEITNOW,skos:relatedMatch,0.634,embeddings,pending,Directeur / Directrice de projet en informatique <> Coordinateur / Coordinatrice de projets logiciels (H/F/D) | Berlin-Mitte | Temps partiel/Temps plein
OCC_a55aa629a66b,REMOTEOK,OCC_ccd1a82716dc,ESCO,skos:relatedMatch,0.633,embeddings,pending,Analyste senior - Support de projet <> analyste de données
OCC_3cacf2bb2b93,ARBEITNOW,OCC_727ec0d8350c,ESCO,skos:relatedMatch,0.631,embeddings,pending,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D) <> informaticien/informaticienne
OCC_0ee16ac6947b,ESCO,OCC_336e0a8cfc0b,ROME,skos:relatedMatch,0.631,embeddings,pending,spécialiste de l’optimisation des moteurs de recherche <> Expert / Experte méthodes et qualité informatique
OCC_759562b3dd51,ESCO,OCC_c69fa61c1cf6,REMOTEOK,skos:relatedMatch,0.63,embeddings,pending,administrateur de base de données/administratrice de base de données <> Spécialiste en saisie de données - Assistant(e) administratif(ve)
OCC_22a265df20e2,ROME,OCC_2e0e260cb4d7,REMOTEOK,skos:relatedMatch,0.63,embeddings,pending,Intégrateur / Intégratrice logiciels métiers <> Chef de produit - IA
OCC_7139e09be76c,ROME,OCC_77117619e46e,ARBEITNOW,skos:relatedMatch,0.629,embeddings,pending,Chef / Cheffe de projet Maîtrise d'Ouvrage des Systèmes d'Information (MOA) <> Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D)
OCC_7606d49145d3,ROME,OCC_a196178f2449,REMOTEOK,skos:relatedMatch,0.629,embeddings,pending,Spécialiste e-santé <> Spécialiste en saisie de données
OCC_050f179f19d8,ROME,OCC_7781415f8e03,REMOTEOK,skos:relatedMatch,0.629,embeddings,pending,Ingénieur / Ingénieure d'étude informatique <> Jeune diplômé(e) - Data Scientist
OCC_22a265df20e2,ROME,OCC_3568bf427685,ARBEITNOW,skos:relatedMatch,0.628,embeddings,pending,"Intégrateur / Intégratrice logiciels métiers <> Ingénieur(e) logiciel - Automatisation et opérations (H/F/D, temps plein)"
OCC_0194b59e1846,ROME,OCC_d8d5f3a4878b,REMOTEOK,skos:relatedMatch,0.628,embeddings,pending,Ingénieur / Ingénieure Cybersécurité Datacenter <> Agent de saisie de données / Spécialiste en saisie de données
OCC_43958fcde9b9,ARBEITNOW,OCC_6208e1876753,ROME,skos:relatedMatch,0.627,embeddings,pending,Consultant(e) senior en ingénierie IA (H/F/D) <> Analyste Concepteur / Conceptrice informatique
OCC_a55aa629a66b,REMOTEOK,OCC_cbba626eede9,ARBEITNOW,skos:relatedMatch,0.626,embeddings,pending,Analyste senior - Support de projet <> Développeur / Développeuse logiciel senior (H/F/D)
OCC_3dd25c7bc53e,ROME,OCC_43958fcde9b9,ARBEITNOW,skos:relatedMatch,0.625,embeddings,pending,Consultant / Consultante avant-vente <> Consultant(e) senior en ingénierie IA (H/F/D)
OCC_91c7799dadef,ROME,OCC_b01b8def641d,ESCO,skos:relatedMatch,0.625,embeddings,pending,Responsable de la production informatique <> responsable de l’assurance qualité informatique
OCC_3b83c3012cf7,ESCO,OCC_ee0ddbbdc92c,ARBEITNOW,skos:relatedMatch,0.624,embeddings,pending,développeur web/développeuse web <> Développeur / Développeuse Frontend E-Commerce (H/F/D)
OCC_77117619e46e,ARBEITNOW,OCC_8d1f9f4c93ee,ROME,skos:relatedMatch,0.624,embeddings,pending,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D) <> Architecte sécurité informatique
OCC_3ea9dcd66347,ESCO,OCC_a4044d9bc8b4,ROME,skos:relatedMatch,0.624,embeddings,pending,responsable de la sécurité des TIC <> Responsable télécoms
OCC_4def1bedc140,ROME,OCC_77117619e46e,ARBEITNOW,skos:relatedMatch,0.623,embeddings,pending,Expert / Experte en cybersécurité <> Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D)
OCC_46b37f0135cb,ESCO,OCC_a55aa629a66b,REMOTEOK,skos:relatedMatch,0.623,embeddings,pending,spécialiste de l’investigation numérique <> Analyste senior - Support de projet
OCC_106b6f022c02,ESCO,OCC_a55aa629a66b,REMOTEOK,skos:relatedMatch,0.623,embeddings,pending,consultant en recherche informatique/consultante en recherche informatique <> Analyste senior - Support de projet
OCC_2e0e260cb4d7,REMOTEOK,OCC_4243894cf004,ROME,skos:relatedMatch,0.623,embeddings,pending,Chef de produit - IA <> Développeur / Développeuse informatique
OCC_21efe6cdd8d9,ROME,OCC_2e0e260cb4d7,REMOTEOK,skos:relatedMatch,0.622,embeddings,pending,Chef de projet / Cheffe de projet (Project Management Officer) <> Chef de produit - IA
OCC_ec6735d1a243,ROME,OCC_fe42133b7839,ARBEITNOW,skos:relatedMatch,0.62,embeddings,pending,Ingénieur / Ingénieure en Intelligence Artificielle (IA) <> Ingénieur(e) senior en apprentissage automatique (H/F/*)
