occupation_entity_id,skill_entity_id,relation_type,source
OCC_e29ace1e3e50,SKL_5846d47024c9,optional,ESCO
OCC_e29ace1e3e50,SKL_7019e9976329,optional,ESCO
OCC_e29ace1e3e50,SKL_df69f4055e0d,optional,ESCO
OCC_e29ace1e3e50,SKL_ea47db501b9f,optional,ESCO
OCC_e29ace1e3e50,SKL_fc36ef6f31c9,optional,ESCO
OCC_e29ace1e3e50,SKL_ac3d1669004c,optional,ESCO
OCC_e29ace1e3e50,SKL_0dd7f35929a5,optional,ESCO
OCC_e29ace1e3e50,SKL_e0b7c20ad2a2,optional,ESCO
OCC_e29ace1e3e50,SKL_ea96d8f39e81,optional,ESCO
OCC_e29ace1e3e50,SKL_f24b2d743df5,optional,ESCO
OCC_e29ace1e3e50,SKL_be15098358f4,optional,ESCO
OCC_e29ace1e3e50,SKL_27d19457db14,optional,ESCO
OCC_e29ace1e3e50,SKL_e2dbc508cb21,optional,ESCO
OCC_e29ace1e3e50,SKL_b84a9945d501,optional,ESCO
OCC_e29ace1e3e50,SKL_9c9170a8136c,optional,ESCO
OCC_e29ace1e3e50,SKL_dc718588b284,optional,ESCO
OCC_e29ace1e3e50,SKL_b1d3c0bd074a,optional,ESCO
OCC_e29ace1e3e50,SKL_ffc885172f88,optional,ESCO
OCC_07647950ddea,SKL_36dcc4135ed3,essential,ESCO
OCC_07647950ddea,SKL_93f80f560331,essential,ESCO
OCC_07647950ddea,SKL_9ce640be2540,essential,ESCO
OCC_07647950ddea,SKL_59c64ba70b70,essential,ESCO
OCC_07647950ddea,SKL_ab0615922027,essential,ESCO
OCC_07647950ddea,SKL_0de1bcfc9fd2,essential,ESCO
OCC_07647950ddea,SKL_eababd164e1d,essential,ESCO
OCC_07647950ddea,SKL_07a7e2a00de2,essential,ESCO
OCC_07647950ddea,SKL_54188f599eea,essential,ESCO
OCC_07647950ddea,SKL_f8cdff52e6ee,essential,ESCO
OCC_07647950ddea,SKL_ec2491e3eb27,essential,ESCO
OCC_07647950ddea,SKL_ae19bc58bf36,essential,ESCO
OCC_07647950ddea,SKL_6a468ac789e8,essential,ESCO
OCC_07647950ddea,SKL_c5114bc54f61,essential,ESCO
OCC_07647950ddea,SKL_c6ec40ea85b9,essential,ESCO
OCC_07647950ddea,SKL_c2d129835e70,essential,ESCO
OCC_07647950ddea,SKL_1a9765b43218,essential,ESCO
OCC_07647950ddea,SKL_008e59920331,essential,ESCO
OCC_07647950ddea,SKL_be15098358f4,essential,ESCO
OCC_07647950ddea,SKL_04d28b46c58b,essential,ESCO
OCC_07647950ddea,SKL_c9f64b378429,essential,ESCO
OCC_07647950ddea,SKL_4fdff2983c01,essential,ESCO
OCC_07647950ddea,SKL_19a46cabd4d8,essential,ESCO
OCC_07647950ddea,SKL_e2dbc508cb21,essential,ESCO
OCC_07647950ddea,SKL_53ceaa2295af,essential,ESCO
OCC_07647950ddea,SKL_cf44a983788c,essential,ESCO
OCC_07647950ddea,SKL_8a3ed198aa24,essential,ESCO
OCC_07647950ddea,SKL_096204475b7f,essential,ESCO
OCC_07647950ddea,SKL_29b4410cdb6a,essential,ESCO
OCC_07647950ddea,SKL_b1c2a4bc445a,essential,ESCO
OCC_07647950ddea,SKL_0d11c1c4ba27,essential,ESCO
OCC_07647950ddea,SKL_26bcb7a7c221,essential,ESCO
OCC_07647950ddea,SKL_a056c33cbcd4,essential,ESCO
OCC_07647950ddea,SKL_2ad1a26854b3,essential,ESCO
OCC_07647950ddea,SKL_3e8275119d50,optional,ESCO
OCC_07647950ddea,SKL_38d8f380447f,optional,ESCO
OCC_07647950ddea,SKL_e22e3873e2aa,optional,ESCO
OCC_07647950ddea,SKL_ad5527904d9f,optional,ESCO
OCC_07647950ddea,SKL_9b5584008e66,optional,ESCO
OCC_07647950ddea,SKL_962ed8d38c4e,optional,ESCO
OCC_07647950ddea,SKL_9cdd580294bf,optional,ESCO
OCC_07647950ddea,SKL_81d5b505c80d,optional,ESCO
OCC_07647950ddea,SKL_faa48d074cba,optional,ESCO
OCC_07647950ddea,SKL_9fc5ffd462ae,optional,ESCO
OCC_07647950ddea,SKL_a5bd02f3490e,optional,ESCO
OCC_07647950ddea,SKL_e83ea15281a7,optional,ESCO
OCC_07647950ddea,SKL_5858f8aaf75f,optional,ESCO
OCC_07647950ddea,SKL_1124817a720e,optional,ESCO
OCC_07647950ddea,SKL_46088f1661b7,optional,ESCO
OCC_07647950ddea,SKL_17a6cda90b85,optional,ESCO
OCC_07647950ddea,SKL_a43bcca2465e,optional,ESCO
OCC_07647950ddea,SKL_a913b683ebd9,optional,ESCO
OCC_07647950ddea,SKL_f6f390848b58,optional,ESCO
OCC_07647950ddea,SKL_c9160ddc7dcd,optional,ESCO
OCC_07647950ddea,SKL_88eabaa2c80d,optional,ESCO
OCC_07647950ddea,SKL_030cdb77fd91,optional,ESCO
OCC_07647950ddea,SKL_d537dfcccc25,optional,ESCO
OCC_07647950ddea,SKL_ccd10a9e58b7,optional,ESCO
OCC_07647950ddea,SKL_c0d9b25a3929,optional,ESCO
OCC_07647950ddea,SKL_5f8c22d6f0f5,optional,ESCO
OCC_07647950ddea,SKL_f858e811b523,optional,ESCO
OCC_07647950ddea,SKL_6b4086c51411,optional,ESCO
OCC_07647950ddea,SKL_36cc2d6edd1a,optional,ESCO
OCC_07647950ddea,SKL_fddfe276744e,optional,ESCO
OCC_07647950ddea,SKL_5ee8a7543f31,optional,ESCO
OCC_07647950ddea,SKL_5a85416c775f,optional,ESCO
OCC_07647950ddea,SKL_86eb8b674662,optional,ESCO
OCC_07647950ddea,SKL_de759b6256cc,optional,ESCO
OCC_07647950ddea,SKL_0af13c576273,optional,ESCO
OCC_07647950ddea,SKL_b52f6b21f082,optional,ESCO
OCC_07647950ddea,SKL_224770e9399c,optional,ESCO
OCC_07647950ddea,SKL_81167559edfd,optional,ESCO
OCC_07647950ddea,SKL_aea3e91c5092,optional,ESCO
OCC_07647950ddea,SKL_1cd624314ce9,optional,ESCO
OCC_07647950ddea,SKL_8dad71fe8c3c,optional,ESCO
OCC_07647950ddea,SKL_2b386dc088dc,optional,ESCO
OCC_07647950ddea,SKL_4156ea9aa526,optional,ESCO
OCC_07647950ddea,SKL_61058691b0ef,optional,ESCO
OCC_07647950ddea,SKL_5846d47024c9,optional,ESCO
OCC_07647950ddea,SKL_7019e9976329,optional,ESCO
OCC_07647950ddea,SKL_df69f4055e0d,optional,ESCO
OCC_07647950ddea,SKL_7fcbb1e10b41,optional,ESCO
OCC_07647950ddea,SKL_fc36ef6f31c9,optional,ESCO
OCC_07647950ddea,SKL_c09ce7a24a51,optional,ESCO
OCC_07647950ddea,SKL_0a2f83248444,optional,ESCO
OCC_07647950ddea,SKL_138d3c16c190,optional,ESCO
OCC_07647950ddea,SKL_109edeaf36eb,optional,ESCO
OCC_07647950ddea,SKL_2a5b118ca0e3,optional,ESCO
OCC_07647950ddea,SKL_aba6d3815562,optional,ESCO
OCC_07647950ddea,SKL_66c6102cf4f7,optional,ESCO
OCC_07647950ddea,SKL_b987f0547d15,optional,ESCO
OCC_07647950ddea,SKL_9b29beea7c1b,optional,ESCO
OCC_07647950ddea,SKL_9220927db32b,optional,ESCO
OCC_07647950ddea,SKL_789c67df42ab,optional,ESCO
OCC_07647950ddea,SKL_789d2af203ff,optional,ESCO
OCC_07647950ddea,SKL_05a83bc4458b,optional,ESCO
OCC_07647950ddea,SKL_12d7df7cd8f5,optional,ESCO
OCC_07647950ddea,SKL_acb7132e14ad,optional,ESCO
OCC_c089ec2388cd,SKL_658a393bd878,essential,ESCO
OCC_c089ec2388cd,SKL_59c64ba70b70,essential,ESCO
OCC_c089ec2388cd,SKL_2e445df6f74b,essential,ESCO
OCC_c089ec2388cd,SKL_b2efdf0b940a,essential,ESCO
OCC_c089ec2388cd,SKL_2621a1e8af59,essential,ESCO
OCC_c089ec2388cd,SKL_bb70c18773cc,essential,ESCO
OCC_c089ec2388cd,SKL_81953b3440a3,essential,ESCO
OCC_c089ec2388cd,SKL_370980230f11,essential,ESCO
OCC_c089ec2388cd,SKL_4da81ba8fc0e,essential,ESCO
OCC_c089ec2388cd,SKL_fba4f836c64f,essential,ESCO
OCC_c089ec2388cd,SKL_9530b497844a,essential,ESCO
OCC_c089ec2388cd,SKL_04d28b46c58b,essential,ESCO
OCC_c089ec2388cd,SKL_014598d4e683,essential,ESCO
OCC_c089ec2388cd,SKL_548b1864cd14,essential,ESCO
OCC_c089ec2388cd,SKL_2413edb46063,essential,ESCO
OCC_c089ec2388cd,SKL_57622453b101,essential,ESCO
OCC_c089ec2388cd,SKL_67de2545bb79,essential,ESCO
OCC_c089ec2388cd,SKL_3e8275119d50,optional,ESCO
OCC_c089ec2388cd,SKL_aaa07ffaa309,optional,ESCO
OCC_c089ec2388cd,SKL_e22e3873e2aa,optional,ESCO
OCC_c089ec2388cd,SKL_ad5527904d9f,optional,ESCO
OCC_c089ec2388cd,SKL_9b5584008e66,optional,ESCO
OCC_c089ec2388cd,SKL_962ed8d38c4e,optional,ESCO
OCC_c089ec2388cd,SKL_99c6f04ac23c,optional,ESCO
OCC_c089ec2388cd,SKL_9cdd580294bf,optional,ESCO
OCC_c089ec2388cd,SKL_e09879137502,optional,ESCO
OCC_c089ec2388cd,SKL_faa48d074cba,optional,ESCO
OCC_c089ec2388cd,SKL_7688aa622488,optional,ESCO
OCC_c089ec2388cd,SKL_86420149ed27,optional,ESCO
OCC_c089ec2388cd,SKL_9fc5ffd462ae,optional,ESCO
OCC_c089ec2388cd,SKL_5d765b95544c,optional,ESCO
OCC_c089ec2388cd,SKL_db90b8d9d02a,optional,ESCO
OCC_c089ec2388cd,SKL_8cca783b7e18,optional,ESCO
OCC_c089ec2388cd,SKL_a5bd02f3490e,optional,ESCO
OCC_c089ec2388cd,SKL_e83ea15281a7,optional,ESCO
OCC_c089ec2388cd,SKL_1124817a720e,optional,ESCO
OCC_c089ec2388cd,SKL_46088f1661b7,optional,ESCO
OCC_c089ec2388cd,SKL_17a6cda90b85,optional,ESCO
OCC_c089ec2388cd,SKL_a43bcca2465e,optional,ESCO
OCC_c089ec2388cd,SKL_b65348538f34,optional,ESCO
OCC_c089ec2388cd,SKL_a913b683ebd9,optional,ESCO
OCC_c089ec2388cd,SKL_ca93b3f41810,optional,ESCO
OCC_c089ec2388cd,SKL_f6f390848b58,optional,ESCO
OCC_c089ec2388cd,SKL_c9160ddc7dcd,optional,ESCO
OCC_c089ec2388cd,SKL_88eabaa2c80d,optional,ESCO
OCC_c089ec2388cd,SKL_d537dfcccc25,optional,ESCO
OCC_c089ec2388cd,SKL_ccd10a9e58b7,optional,ESCO
OCC_c089ec2388cd,SKL_def6ad401f98,optional,ESCO
OCC_c089ec2388cd,SKL_8c66ec45bce8,optional,ESCO
OCC_c089ec2388cd,SKL_327b78a43765,optional,ESCO
OCC_c089ec2388cd,SKL_419d9382e4ff,optional,ESCO
OCC_c089ec2388cd,SKL_c4334e388dc0,optional,ESCO
OCC_c089ec2388cd,SKL_9c5bfe58b903,optional,ESCO
OCC_c089ec2388cd,SKL_175902ab3712,optional,ESCO
OCC_c089ec2388cd,SKL_a79209ee3045,optional,ESCO
OCC_c089ec2388cd,SKL_f858e811b523,optional,ESCO
OCC_c089ec2388cd,SKL_ab39799c3a36,optional,ESCO
OCC_c089ec2388cd,SKL_6b4086c51411,optional,ESCO
OCC_c089ec2388cd,SKL_b7ce18b01c97,optional,ESCO
OCC_c089ec2388cd,SKL_4aab07be640c,optional,ESCO
OCC_c089ec2388cd,SKL_b7a8a0c55d12,optional,ESCO
OCC_c089ec2388cd,SKL_2556f77c4d95,optional,ESCO
OCC_c089ec2388cd,SKL_6a62eec16e7c,optional,ESCO
OCC_c089ec2388cd,SKL_fddfe276744e,optional,ESCO
OCC_c089ec2388cd,SKL_5ee8a7543f31,optional,ESCO
OCC_c089ec2388cd,SKL_05d942fe2ec4,optional,ESCO
OCC_c089ec2388cd,SKL_5d725c59527d,optional,ESCO
OCC_c089ec2388cd,SKL_5a85416c775f,optional,ESCO
OCC_c089ec2388cd,SKL_cebd7936a54b,optional,ESCO
OCC_c089ec2388cd,SKL_b4e0aa885868,optional,ESCO
OCC_c089ec2388cd,SKL_86eb8b674662,optional,ESCO
OCC_c089ec2388cd,SKL_de759b6256cc,optional,ESCO
OCC_c089ec2388cd,SKL_b52f6b21f082,optional,ESCO
OCC_c089ec2388cd,SKL_224770e9399c,optional,ESCO
OCC_c089ec2388cd,SKL_81167559edfd,optional,ESCO
OCC_c089ec2388cd,SKL_4687c1d5b8d4,optional,ESCO
OCC_c089ec2388cd,SKL_1cd624314ce9,optional,ESCO
OCC_c089ec2388cd,SKL_2b386dc088dc,optional,ESCO
OCC_c089ec2388cd,SKL_61058691b0ef,optional,ESCO
OCC_c089ec2388cd,SKL_5ad581fa1e0f,optional,ESCO
OCC_c089ec2388cd,SKL_5846d47024c9,optional,ESCO
OCC_c089ec2388cd,SKL_5d017b2d9604,optional,ESCO
OCC_c089ec2388cd,SKL_7019e9976329,optional,ESCO
OCC_c089ec2388cd,SKL_df69f4055e0d,optional,ESCO
OCC_c089ec2388cd,SKL_47f2166fb857,optional,ESCO
OCC_c089ec2388cd,SKL_fc36ef6f31c9,optional,ESCO
OCC_c089ec2388cd,SKL_caa92afcdf36,optional,ESCO
OCC_c089ec2388cd,SKL_bb50b52446d2,optional,ESCO
OCC_c089ec2388cd,SKL_138d3c16c190,optional,ESCO
OCC_c089ec2388cd,SKL_c2ce930d35e3,optional,ESCO
OCC_c089ec2388cd,SKL_1e60c0a605d3,optional,ESCO
OCC_c089ec2388cd,SKL_3887cab28790,optional,ESCO
OCC_c089ec2388cd,SKL_dddd918d8d0c,optional,ESCO
OCC_c089ec2388cd,SKL_c9ce5d8cbc63,optional,ESCO
OCC_c089ec2388cd,SKL_f24b2d743df5,optional,ESCO
OCC_c089ec2388cd,SKL_91a3e0a560f7,optional,ESCO
OCC_c089ec2388cd,SKL_e439fbbfbc7a,optional,ESCO
OCC_c089ec2388cd,SKL_e92f735f2558,optional,ESCO
OCC_759562b3dd51,SKL_a33504a35440,essential,ESCO
OCC_759562b3dd51,SKL_54429feac7cb,essential,ESCO
OCC_759562b3dd51,SKL_d546743b9da1,essential,ESCO
OCC_759562b3dd51,SKL_3b3c14a06a23,essential,ESCO
OCC_759562b3dd51,SKL_1a3570884e47,essential,ESCO
OCC_759562b3dd51,SKL_185b1ce4d13f,essential,ESCO
OCC_759562b3dd51,SKL_f18769bf13e8,essential,ESCO
OCC_759562b3dd51,SKL_b56d62566d72,essential,ESCO
OCC_759562b3dd51,SKL_8225f6572e45,essential,ESCO
OCC_759562b3dd51,SKL_a0a82942ef54,essential,ESCO
OCC_759562b3dd51,SKL_431affbbd0fa,essential,ESCO
OCC_759562b3dd51,SKL_ac3d1669004c,essential,ESCO
OCC_759562b3dd51,SKL_370980230f11,essential,ESCO
OCC_759562b3dd51,SKL_a08ea66fbd95,essential,ESCO
OCC_759562b3dd51,SKL_53715a6035cb,essential,ESCO
OCC_759562b3dd51,SKL_929f2bc40d7c,essential,ESCO
OCC_759562b3dd51,SKL_8845df37d0d0,essential,ESCO
OCC_759562b3dd51,SKL_c9ce5d8cbc63,essential,ESCO
OCC_759562b3dd51,SKL_ea96d8f39e81,essential,ESCO
OCC_759562b3dd51,SKL_056d3e37266e,essential,ESCO
OCC_759562b3dd51,SKL_04e6c64d8bdd,essential,ESCO
OCC_759562b3dd51,SKL_04d28b46c58b,essential,ESCO
OCC_759562b3dd51,SKL_42da43a49734,essential,ESCO
OCC_759562b3dd51,SKL_1980883e820f,essential,ESCO
OCC_759562b3dd51,SKL_b1c2a4bc445a,essential,ESCO
OCC_759562b3dd51,SKL_f6deffac4dbf,essential,ESCO
OCC_759562b3dd51,SKL_89abbdc9344e,essential,ESCO
OCC_759562b3dd51,SKL_1ce625596796,essential,ESCO
OCC_759562b3dd51,SKL_96926ab90fab,optional,ESCO
OCC_759562b3dd51,SKL_07fed61b3215,optional,ESCO
OCC_759562b3dd51,SKL_c993c6aecf8e,optional,ESCO
OCC_759562b3dd51,SKL_2bf7432b2d4b,optional,ESCO
OCC_759562b3dd51,SKL_d275975f2053,optional,ESCO
OCC_759562b3dd51,SKL_f46a3a3c6551,optional,ESCO
OCC_759562b3dd51,SKL_a85869292402,optional,ESCO
OCC_759562b3dd51,SKL_a2eb07d964f7,optional,ESCO
OCC_759562b3dd51,SKL_93be9082045c,optional,ESCO
OCC_759562b3dd51,SKL_005ef90287cd,optional,ESCO
OCC_759562b3dd51,SKL_d0035b994078,optional,ESCO
OCC_759562b3dd51,SKL_1058cd52f3ac,optional,ESCO
OCC_759562b3dd51,SKL_308342e28b73,optional,ESCO
OCC_759562b3dd51,SKL_d3d208a9be71,optional,ESCO
OCC_759562b3dd51,SKL_e2b5df30b4ad,optional,ESCO
OCC_759562b3dd51,SKL_6979c42dcb59,optional,ESCO
OCC_759562b3dd51,SKL_26e38c8d0849,optional,ESCO
OCC_759562b3dd51,SKL_6a468ac789e8,optional,ESCO
OCC_759562b3dd51,SKL_de055ba807c1,optional,ESCO
OCC_759562b3dd51,SKL_a7c157e96f4c,optional,ESCO
OCC_759562b3dd51,SKL_26d8f2754836,optional,ESCO
OCC_759562b3dd51,SKL_fe01fa21ff02,optional,ESCO
OCC_759562b3dd51,SKL_ea47db501b9f,optional,ESCO
OCC_759562b3dd51,SKL_1a9765b43218,optional,ESCO
OCC_759562b3dd51,SKL_0dd7f35929a5,optional,ESCO
OCC_759562b3dd51,SKL_109edeaf36eb,optional,ESCO
OCC_759562b3dd51,SKL_3de0d077508a,optional,ESCO
OCC_759562b3dd51,SKL_91a3e0a560f7,optional,ESCO
OCC_759562b3dd51,SKL_b987f0547d15,optional,ESCO
OCC_759562b3dd51,SKL_993e5a908b00,optional,ESCO
OCC_759562b3dd51,SKL_be15098358f4,optional,ESCO
OCC_759562b3dd51,SKL_9b29beea7c1b,optional,ESCO
OCC_759562b3dd51,SKL_096204475b7f,optional,ESCO
OCC_759562b3dd51,SKL_628f1410a7a6,optional,ESCO
OCC_759562b3dd51,SKL_dc718588b284,optional,ESCO
OCC_759562b3dd51,SKL_05a83bc4458b,optional,ESCO
OCC_759562b3dd51,SKL_e0cd3dc50b3c,optional,ESCO
OCC_759562b3dd51,SKL_33a22f201b0d,optional,ESCO
OCC_759562b3dd51,SKL_26bcb7a7c221,optional,ESCO
OCC_65014a542c78,SKL_a33504a35440,essential,ESCO
OCC_65014a542c78,SKL_6fce2b343b90,essential,ESCO
OCC_65014a542c78,SKL_d3d9af86ef84,essential,ESCO
OCC_65014a542c78,SKL_2e445df6f74b,essential,ESCO
OCC_65014a542c78,SKL_f8cdff52e6ee,essential,ESCO
OCC_65014a542c78,SKL_0ae8aa439cc1,essential,ESCO
OCC_65014a542c78,SKL_1a3570884e47,essential,ESCO
OCC_65014a542c78,SKL_185b1ce4d13f,essential,ESCO
OCC_65014a542c78,SKL_f18769bf13e8,essential,ESCO
OCC_65014a542c78,SKL_8225f6572e45,essential,ESCO
OCC_65014a542c78,SKL_2826cd7b523c,essential,ESCO
OCC_65014a542c78,SKL_1c64576763e5,essential,ESCO
OCC_65014a542c78,SKL_caa92afcdf36,essential,ESCO
OCC_65014a542c78,SKL_2e64fb93c3f2,essential,ESCO
OCC_65014a542c78,SKL_d00c0cbdf6af,essential,ESCO
OCC_65014a542c78,SKL_929f2bc40d7c,essential,ESCO
OCC_65014a542c78,SKL_25518c6e74b0,essential,ESCO
OCC_65014a542c78,SKL_d59c1c655f17,essential,ESCO
OCC_65014a542c78,SKL_b56c95aeb880,essential,ESCO
OCC_65014a542c78,SKL_ea96d8f39e81,essential,ESCO
OCC_65014a542c78,SKL_056d3e37266e,essential,ESCO
OCC_65014a542c78,SKL_27d19457db14,essential,ESCO
OCC_65014a542c78,SKL_7493dcb6b2b6,essential,ESCO
OCC_65014a542c78,SKL_1e8fe35aac35,essential,ESCO
OCC_65014a542c78,SKL_a0910b4e42c4,essential,ESCO
OCC_65014a542c78,SKL_3b1c6e0aad62,essential,ESCO
OCC_65014a542c78,SKL_8a9651b100b9,essential,ESCO
OCC_65014a542c78,SKL_3e8275119d50,optional,ESCO
OCC_65014a542c78,SKL_e22e3873e2aa,optional,ESCO
OCC_65014a542c78,SKL_ad5527904d9f,optional,ESCO
OCC_65014a542c78,SKL_6df9c3907c46,optional,ESCO
OCC_65014a542c78,SKL_9b5584008e66,optional,ESCO
OCC_65014a542c78,SKL_962ed8d38c4e,optional,ESCO
OCC_65014a542c78,SKL_9cdd580294bf,optional,ESCO
OCC_65014a542c78,SKL_faa48d074cba,optional,ESCO
OCC_65014a542c78,SKL_9fc5ffd462ae,optional,ESCO
OCC_65014a542c78,SKL_07fed61b3215,optional,ESCO
OCC_65014a542c78,SKL_59c64ba70b70,optional,ESCO
OCC_65014a542c78,SKL_a5bd02f3490e,optional,ESCO
OCC_65014a542c78,SKL_e83ea15281a7,optional,ESCO
OCC_65014a542c78,SKL_1124817a720e,optional,ESCO
OCC_65014a542c78,SKL_c993c6aecf8e,optional,ESCO
OCC_65014a542c78,SKL_2bf7432b2d4b,optional,ESCO
OCC_65014a542c78,SKL_d275975f2053,optional,ESCO
OCC_65014a542c78,SKL_46088f1661b7,optional,ESCO
OCC_65014a542c78,SKL_17a6cda90b85,optional,ESCO
OCC_65014a542c78,SKL_a43bcca2465e,optional,ESCO
OCC_65014a542c78,SKL_f46a3a3c6551,optional,ESCO
OCC_65014a542c78,SKL_a913b683ebd9,optional,ESCO
OCC_65014a542c78,SKL_a85869292402,optional,ESCO
OCC_65014a542c78,SKL_a2eb07d964f7,optional,ESCO
OCC_65014a542c78,SKL_f6f390848b58,optional,ESCO
OCC_65014a542c78,SKL_93be9082045c,optional,ESCO
OCC_65014a542c78,SKL_005ef90287cd,optional,ESCO
OCC_65014a542c78,SKL_c9160ddc7dcd,optional,ESCO
OCC_65014a542c78,SKL_88eabaa2c80d,optional,ESCO
OCC_65014a542c78,SKL_d537dfcccc25,optional,ESCO
OCC_65014a542c78,SKL_ccd10a9e58b7,optional,ESCO
OCC_65014a542c78,SKL_d0035b994078,optional,ESCO
OCC_65014a542c78,SKL_aea959fc8fab,optional,ESCO
OCC_65014a542c78,SKL_f858e811b523,optional,ESCO
OCC_65014a542c78,SKL_1058cd52f3ac,optional,ESCO
OCC_65014a542c78,SKL_6b4086c51411,optional,ESCO
OCC_65014a542c78,SKL_fddfe276744e,optional,ESCO
OCC_65014a542c78,SKL_5ee8a7543f31,optional,ESCO
OCC_65014a542c78,SKL_5a85416c775f,optional,ESCO
OCC_65014a542c78,SKL_308342e28b73,optional,ESCO
OCC_65014a542c78,SKL_d3d208a9be71,optional,ESCO
OCC_65014a542c78,SKL_86eb8b674662,optional,ESCO
OCC_65014a542c78,SKL_de759b6256cc,optional,ESCO
OCC_65014a542c78,SKL_6979c42dcb59,optional,ESCO
OCC_65014a542c78,SKL_b52f6b21f082,optional,ESCO
OCC_65014a542c78,SKL_224770e9399c,optional,ESCO
OCC_65014a542c78,SKL_e681e8b852a4,optional,ESCO
OCC_65014a542c78,SKL_26e38c8d0849,optional,ESCO
OCC_65014a542c78,SKL_81167559edfd,optional,ESCO
OCC_65014a542c78,SKL_cd1a8c17e323,optional,ESCO
OCC_65014a542c78,SKL_7b4f8244da7c,optional,ESCO
OCC_65014a542c78,SKL_de055ba807c1,optional,ESCO
OCC_65014a542c78,SKL_1cd624314ce9,optional,ESCO
OCC_65014a542c78,SKL_2b386dc088dc,optional,ESCO
OCC_65014a542c78,SKL_53fbbdc90e13,optional,ESCO
OCC_65014a542c78,SKL_a7c157e96f4c,optional,ESCO
OCC_65014a542c78,SKL_02c69b93451d,optional,ESCO
OCC_65014a542c78,SKL_61058691b0ef,optional,ESCO
OCC_65014a542c78,SKL_26d8f2754836,optional,ESCO
OCC_65014a542c78,SKL_5846d47024c9,optional,ESCO
OCC_65014a542c78,SKL_fe01fa21ff02,optional,ESCO
OCC_65014a542c78,SKL_7019e9976329,optional,ESCO
OCC_65014a542c78,SKL_df69f4055e0d,optional,ESCO
OCC_65014a542c78,SKL_52bb539de37f,optional,ESCO
OCC_65014a542c78,SKL_ea47db501b9f,optional,ESCO
OCC_65014a542c78,SKL_431affbbd0fa,optional,ESCO
OCC_65014a542c78,SKL_fc36ef6f31c9,optional,ESCO
OCC_65014a542c78,SKL_ac3d1669004c,optional,ESCO
OCC_65014a542c78,SKL_8845df37d0d0,optional,ESCO
OCC_65014a542c78,SKL_b4830b23bb8d,optional,ESCO
OCC_65014a542c78,SKL_993e5a908b00,optional,ESCO
OCC_65014a542c78,SKL_1980883e820f,optional,ESCO
OCC_65014a542c78,SKL_80e5a9774341,optional,ESCO
OCC_65014a542c78,SKL_dc718588b284,optional,ESCO
OCC_65014a542c78,SKL_b1d3c0bd074a,optional,ESCO
OCC_65014a542c78,SKL_0643ee1dab7c,optional,ESCO
OCC_340f51445866,SKL_658a393bd878,essential,ESCO
OCC_340f51445866,SKL_96a1e6b4ee57,essential,ESCO
OCC_340f51445866,SKL_8d1f7cbb3377,essential,ESCO
OCC_340f51445866,SKL_2e445df6f74b,essential,ESCO
OCC_340f51445866,SKL_36d64273ebbf,essential,ESCO
OCC_340f51445866,SKL_f8cdff52e6ee,essential,ESCO
OCC_340f51445866,SKL_b2efdf0b940a,essential,ESCO
OCC_340f51445866,SKL_2556f77c4d95,essential,ESCO
OCC_340f51445866,SKL_bb70c18773cc,essential,ESCO
OCC_340f51445866,SKL_027b4b2aa1a9,essential,ESCO
OCC_340f51445866,SKL_5ad581fa1e0f,essential,ESCO
OCC_340f51445866,SKL_370980230f11,essential,ESCO
OCC_340f51445866,SKL_caa92afcdf36,essential,ESCO
OCC_340f51445866,SKL_d8365db0bf51,essential,ESCO
OCC_340f51445866,SKL_a06ae49b7664,essential,ESCO
OCC_340f51445866,SKL_a561c76a0e88,essential,ESCO
OCC_340f51445866,SKL_fba4f836c64f,essential,ESCO
OCC_340f51445866,SKL_891fd5e04d20,essential,ESCO
OCC_340f51445866,SKL_4d8fe5bd3afb,essential,ESCO
OCC_340f51445866,SKL_fac53db94872,essential,ESCO
OCC_340f51445866,SKL_8311e0f8dbf3,essential,ESCO
OCC_340f51445866,SKL_8a9651b100b9,essential,ESCO
OCC_340f51445866,SKL_b1d3c0bd074a,essential,ESCO
OCC_340f51445866,SKL_548b1864cd14,essential,ESCO
OCC_340f51445866,SKL_c4873b8383da,essential,ESCO
OCC_340f51445866,SKL_57622453b101,essential,ESCO
OCC_340f51445866,SKL_67de2545bb79,essential,ESCO
OCC_340f51445866,SKL_3e8275119d50,optional,ESCO
OCC_340f51445866,SKL_c4640fe55575,optional,ESCO
OCC_340f51445866,SKL_e22e3873e2aa,optional,ESCO
OCC_340f51445866,SKL_ad5527904d9f,optional,ESCO
OCC_340f51445866,SKL_6df9c3907c46,optional,ESCO
OCC_340f51445866,SKL_9b5584008e66,optional,ESCO
OCC_340f51445866,SKL_962ed8d38c4e,optional,ESCO
OCC_340f51445866,SKL_9cdd580294bf,optional,ESCO
OCC_340f51445866,SKL_faa48d074cba,optional,ESCO
OCC_340f51445866,SKL_7688aa622488,optional,ESCO
OCC_340f51445866,SKL_86420149ed27,optional,ESCO
OCC_340f51445866,SKL_9fc5ffd462ae,optional,ESCO
OCC_340f51445866,SKL_59c64ba70b70,optional,ESCO
OCC_340f51445866,SKL_c6689c05585a,optional,ESCO
OCC_340f51445866,SKL_8cca783b7e18,optional,ESCO
OCC_340f51445866,SKL_a5bd02f3490e,optional,ESCO
OCC_340f51445866,SKL_e83ea15281a7,optional,ESCO
OCC_340f51445866,SKL_9b5244fd7e00,optional,ESCO
