entity_id_a,source_a,entity_id_b,source_b,relation,confidence,method,validated,merge,notes
SKL_af20488c8482,ESCO,SKL_bc25eb20a030,ROME,skos:relatedMatch,0.6034,embed:0.60,auto,,use production planning software <> Optimiser les processus de développement pour améliorer l'efficacité
SKL_1c2989f1ddbd,ESCO,SKL_402c9d13f2d6,ROME,skos:relatedMatch,0.5978,embed:0.60,auto,,plan ICT capacity <> Planifier les itérations de développement et les sprints
SKL_a37ad94b231b,ESCO,SKL_402c9d13f2d6,ROME,skos:relatedMatch,0.5898,embed:0.59,auto,,develop shipping itineraries <> Planifier les itérations de développement et les sprints
SKL_9b5244fd7e00,ESCO,SKL_402c9d13f2d6,ROME,skos:relatedMatch,0.5753,embed:0.58,auto,,iterative development <> Planifier les itérations de développement et les sprints
SKL_0c884fec569d,ESCO,SKL_402c9d13f2d6,ROME,skos:relatedMatch,0.5748,embed:0.57,auto,,develop programming schedule <> Planifier les itérations de développement et les sprints
SKL_739c039c3749,ESCO,SKL_402c9d13f2d6,ROME,skos:relatedMatch,0.5708,embed:0.57,auto,,manage software releases <> Planifier les itérations de développement et les sprints
SKL_1591de414633,ESCO,SKL_4ef450375f36,ROME,skos:relatedMatch,0.6186,embed:0.62,auto,,maintain relationship with suppliers <> Gérer les attentes des parties prenantes concernant les délais de livraison
SKL_af7d730ed631,ESCO,SKL_4ef450375f36,ROME,skos:relatedMatch,0.6146,embed:0.61,auto,,supplier management <> Gérer les attentes des parties prenantes concernant les délais de livraison
SKL_55abf2ea1a9a,ESCO,SKL_4ef450375f36,ROME,skos:relatedMatch,0.6068,embed:0.61,auto,,meet deadlines <> Gérer les attentes des parties prenantes concernant les délais de livraison
SKL_e45777b83f85,ESCO,SKL_4ef450375f36,ROME,skos:relatedMatch,0.6003,embed:0.60,auto,,consult with stakeholders on implementation of a production <> Gérer les attentes des parties prenantes concernant les délais de livraison
SKL_36887aac680b,ESCO,SKL_5c4c0b3710f2,ROME,skos:relatedMatch,0.6159,embed:0.62,auto,,ensure compliance with legal requirements <> Assurer la qualité des livrables en conformité avec les spécifications
SKL_af7d730ed631,ESCO,SKL_5c4c0b3710f2,ROME,skos:relatedMatch,0.5958,embed:0.60,auto,,supplier management <> Assurer la qualité des livrables en conformité avec les spécifications
SKL_c7910d3185cd,ESCO,SKL_5c4c0b3710f2,ROME,skos:relatedMatch,0.5874,embed:0.59,auto,,ensure compliance with company regulations <> Assurer la qualité des livrables en conformité avec les spécifications
SKL_318b0a40b120,ESCO,SKL_5c4c0b3710f2,ROME,skos:relatedMatch,0.5855,embed:0.59,auto,,attend to ICT systems quality <> Assurer la qualité des livrables en conformité avec les spécifications
SKL_3689a79bb281,ESCO,SKL_5c4c0b3710f2,ROME,skos:relatedMatch,0.5848,embed:0.58,auto,,hardware components suppliers <> Assurer la qualité des livrables en conformité avec les spécifications
SKL_253356ee4eab,ESCO,SKL_3a996d69996f,ROME,skos:relatedMatch,0.599,embed:0.60,auto,,manage project information <> Incorporer les principes de l'agilité dans la gestion de projet
SKL_e681e8b852a4,ESCO,SKL_3a996d69996f,ROME,skos:relatedMatch,0.5919,embed:0.59,auto,,ICT project management methodologies <> Incorporer les principes de l'agilité dans la gestion de projet
SKL_60f6941f13cf,ESCO,SKL_3a996d69996f,ROME,skos:relatedMatch,0.5832,embed:0.58,auto,,manage project changes <> Incorporer les principes de l'agilité dans la gestion de projet
SKL_2320901baa0c,ESCO,SKL_3a996d69996f,ROME,skos:relatedMatch,0.5703,embed:0.57,auto,,manage ICT project <> Incorporer les principes de l'agilité dans la gestion de projet
SKL_cc2e6ec387e6,ESCO,SKL_e8c3a8d3eda2,ROME,skos:relatedMatch,0.5637,embed:0.56,auto,,accept criticism and guidance <> Promouvoir une culture de feedback continu au sein des équipes
SKL_a1c8e261b079,ESCO,SKL_e8c3a8d3eda2,ROME,skos:relatedMatch,0.5596,embed:0.56,auto,,interact professionally in research and professional environments <> Promouvoir une culture de feedback continu au sein des équipes
SKL_71b72c021a7c,ESCO,SKL_e8c3a8d3eda2,ROME,skos:relatedMatch,0.559,embed:0.56,auto,,provide improvement strategies <> Promouvoir une culture de feedback continu au sein des équipes
SKL_ecda4ba6345b,ESCO,SKL_e8c3a8d3eda2,ROME,skos:relatedMatch,0.5576,embed:0.56,auto,,coach employees <> Promouvoir une culture de feedback continu au sein des équipes
SKL_ebb4510ed841,ESCO,SKL_e8c3a8d3eda2,ROME,skos:relatedMatch,0.5508,embed:0.55,auto,,manage a team <> Promouvoir une culture de feedback continu au sein des équipes
SKL_f1c997d8743f,ESCO,SKL_4aa55f580489,ROME,skos:relatedMatch,0.6002,embed:0.60,auto,,train employees <> Former les équipes aux méthodologies agiles et aux meilleures pratiques
SKL_ecda4ba6345b,ESCO,SKL_4aa55f580489,ROME,skos:relatedMatch,0.6,embed:0.60,auto,,coach employees <> Former les équipes aux méthodologies agiles et aux meilleures pratiques
SKL_6df9c3907c46,ESCO,SKL_4aa55f580489,ROME,skos:relatedMatch,0.5884,embed:0.59,auto,,Agile project management <> Former les équipes aux méthodologies agiles et aux meilleures pratiques
SKL_301cab1963b9,ESCO,SKL_4aa55f580489,ROME,skos:relatedMatch,0.5739,embed:0.57,auto,,apply organisational techniques <> Former les équipes aux méthodologies agiles et aux meilleures pratiques
SKL_ebb4510ed841,ESCO,SKL_4aa55f580489,ROME,skos:relatedMatch,0.5731,embed:0.57,auto,,manage a team <> Former les équipes aux méthodologies agiles et aux meilleures pratiques
SKL_78988824825a,ESCO,SKL_ed073b8fba8a,ROME,skos:relatedMatch,0.6128,embed:0.61,auto,,monitor developments in technology used for design <> Développer des tableaux de bord pour suivre les performances du produit
SKL_5ca14d6a9200,ESCO,SKL_ed073b8fba8a,ROME,skos:relatedMatch,0.6103,embed:0.61,auto,,monitor system performance <> Développer des tableaux de bord pour suivre les performances du produit
SKL_0f00ad51113a,ESCO,SKL_ed073b8fba8a,ROME,skos:relatedMatch,0.6044,embed:0.60,auto,,develop reporting software <> Développer des tableaux de bord pour suivre les performances du produit
SKL_40d131c16648,ESCO,SKL_ed073b8fba8a,ROME,skos:relatedMatch,0.6026,embed:0.60,auto,,track key performance indicators <> Développer des tableaux de bord pour suivre les performances du produit
SKL_87d1bd84a090,ESCO,SKL_ed073b8fba8a,ROME,skos:relatedMatch,0.5975,embed:0.60,auto,,use experience map <> Développer des tableaux de bord pour suivre les performances du produit
SKL_79edddbfb63e,ESCO,SKL_cbc642f5187d,ROME,skos:relatedMatch,0.6031,embed:0.60,auto,,perform product planning <> Conduire des revues de produit pour évaluer l'alignement avec les objectifs
SKL_b66a815da958,ESCO,SKL_cbc642f5187d,ROME,skos:relatedMatch,0.5973,embed:0.60,auto,,execute software tests <> Conduire des revues de produit pour évaluer l'alignement avec les objectifs
SKL_f9a3c3ad2595,ESCO,SKL_cbc642f5187d,ROME,skos:relatedMatch,0.5958,embed:0.60,auto,,collect customer feedback on applications <> Conduire des revues de produit pour évaluer l'alignement avec les objectifs
SKL_3bd4dede8a96,ESCO,SKL_cbc642f5187d,ROME,skos:relatedMatch,0.595,embed:0.60,auto,,measure software usability <> Conduire des revues de produit pour évaluer l'alignement avec les objectifs
SKL_845971a3c198,ESCO,SKL_cbc642f5187d,ROME,skos:relatedMatch,0.5905,embed:0.59,auto,,measure customer feedback <> Conduire des revues de produit pour évaluer l'alignement avec les objectifs
SKL_3bd4dede8a96,ESCO,SKL_e9e924db9a57,ROME,skos:relatedMatch,0.6359,embed:0.64,auto,,measure software usability <> Evaluer l'impact des modifications de produit sur les utilisateurs
SKL_2fe5e968e8ff,ESCO,SKL_e9e924db9a57,ROME,skos:relatedMatch,0.6113,embed:0.61,auto,,improve user-friendliness <> Evaluer l'impact des modifications de produit sur les utilisateurs
SKL_a561c76a0e88,ESCO,SKL_e9e924db9a57,ROME,skos:relatedMatch,0.6019,embed:0.60,auto,,assess users' interaction with ICT applications <> Evaluer l'impact des modifications de produit sur les utilisateurs
SKL_2f6bd9df1a40,ESCO,SKL_e9e924db9a57,ROME,skos:relatedMatch,0.5986,embed:0.60,auto,,product usage risks analysis <> Evaluer l'impact des modifications de produit sur les utilisateurs
SKL_90600813ac52,ESCO,SKL_e9e924db9a57,ROME,skos:relatedMatch,0.5956,embed:0.60,auto,,evaluate cost of software products <> Evaluer l'impact des modifications de produit sur les utilisateurs
SKL_0cac93234618,ESCO,SKL_d3efd173b954,ROME,skos:relatedMatch,0.6175,embed:0.62,auto,,coordinate engineering teams <> Faciliter la communication entre les équipes techniques et métier
SKL_252e8dfa3dbf,ESCO,SKL_d3efd173b954,ROME,skos:relatedMatch,0.6078,embed:0.61,auto,,communicate in air traffic services <> Faciliter la communication entre les équipes techniques et métier
SKL_332bba6c3d78,ESCO,SKL_d3efd173b954,ROME,skos:relatedMatch,0.6071,embed:0.61,auto,,collaborate with engineers <> Faciliter la communication entre les équipes techniques et métier
SKL_5f4ddd24afc2,ESCO,SKL_d3efd173b954,ROME,skos:relatedMatch,0.6058,embed:0.61,auto,,coordinate technological activities <> Faciliter la communication entre les équipes techniques et métier
SKL_0bb58cd89f27,ESCO,SKL_780be69bc20b,ROME,skos:relatedMatch,0.5831,embed:0.58,auto,,"maintain system layout for a production <> Rédiger, prioriser et maintenir le backlog produit"
SKL_2ed93fb179ee,ESCO,SKL_780be69bc20b,ROME,skos:relatedMatch,0.5706,embed:0.57,auto,,"prioritise requests <> Rédiger, prioriser et maintenir le backlog produit"
SKL_8ad858787bbf,ESCO,SKL_780be69bc20b,ROME,skos:relatedMatch,0.5673,embed:0.57,auto,,"file documents <> Rédiger, prioriser et maintenir le backlog produit"
SKL_a702d9603501,ESCO,SKL_780be69bc20b,ROME,skos:relatedMatch,0.5644,embed:0.56,auto,,"design failover solutions <> Rédiger, prioriser et maintenir le backlog produit"
SKL_ef6255a7308a,ESCO,SKL_780be69bc20b,ROME,skos:relatedMatch,0.5613,embed:0.56,auto,,"provide technical documentation <> Rédiger, prioriser et maintenir le backlog produit"
SKL_eed64f813250,ESCO,SKL_59edef40921b,ROME,skos:relatedMatch,0.6449,embed:0.64,auto,,provide user documentation <> Collabore avec les utilisateurs et l'équipe de développement sur les attentes et exigences
SKL_9486b1cb5a8f,ESCO,SKL_59edef40921b,ROME,skos:relatedMatch,0.6269,embed:0.63,auto,,identify customer requirements <> Collabore avec les utilisateurs et l'équipe de développement sur les attentes et exigences
SKL_332bba6c3d78,ESCO,SKL_59edef40921b,ROME,skos:relatedMatch,0.6267,embed:0.63,auto,,collaborate with engineers <> Collabore avec les utilisateurs et l'équipe de développement sur les attentes et exigences
SKL_f9a3c3ad2595,ESCO,SKL_59edef40921b,ROME,skos:relatedMatch,0.6254,embed:0.63,auto,,collect customer feedback on applications <> Collabore avec les utilisateurs et l'équipe de développement sur les attentes et exigences
SKL_671240690479,ESCO,SKL_11dfad0d0146,ROME,skos:relatedMatch,0.6253,embed:0.63,auto,,plan software testing <> Planification de tests
SKL_64d0f91234b1,ESCO,SKL_11dfad0d0146,ROME,skos:relatedMatch,0.5829,embed:0.58,auto,,plan research process <> Planification de tests
SKL_7c72a040d0cb,ESCO,SKL_11dfad0d0146,ROME,skos:relatedMatch,0.5748,embed:0.57,auto,,develop audit plan <> Planification de tests
SKL_4adb0a2106db,ESCO,SKL_11dfad0d0146,ROME,skos:relatedMatch,0.565,embed:0.57,auto,,manage system testing <> Planification de tests
SKL_fa3ca530b552,ESCO,SKL_11dfad0d0146,ROME,skos:relatedMatch,0.561,embed:0.56,auto,,develop ICT test suite <> Planification de tests
SKL_74f66bb382c5,ESCO,SKL_985147c923af,ROME,skos:relatedMatch,0.5419,embed:0.54,auto,,design hardware <> Conception de cahiers des charges
SKL_1f6b52c0fcf7,ESCO,SKL_985147c923af,ROME,skos:relatedMatch,0.5322,embed:0.53,auto,,design information system <> Conception de cahiers des charges
SKL_d8365db0bf51,ESCO,SKL_985147c923af,ROME,skos:relatedMatch,0.5249,embed:0.52,auto,,design process <> Conception de cahiers des charges
SKL_e439fbbfbc7a,ESCO,SKL_985147c923af,ROME,skos:relatedMatch,0.5237,embed:0.52,auto,,create flowchart diagram <> Conception de cahiers des charges
SKL_2fe1bb8c91e8,ESCO,SKL_da62ae370b24,ROME,skos:relatedMatch,0.5744,embed:0.57,auto,,manage consumables stock <> Contrôle qualité des livrables
SKL_2d3969d11339,ESCO,SKL_da62ae370b24,ROME,skos:relatedMatch,0.5689,embed:0.57,auto,,perform quality control of design during a run <> Contrôle qualité des livrables
SKL_24975ae05372,ESCO,SKL_da62ae370b24,ROME,skos:relatedMatch,0.5585,embed:0.56,auto,,oversee quality control <> Contrôle qualité des livrables
SKL_416b8573cd5d,ESCO,SKL_da62ae370b24,ROME,skos:relatedMatch,0.5529,embed:0.55,auto,,manage quality <> Contrôle qualité des livrables
SKL_701fcbf5fa2c,ESCO,SKL_da62ae370b24,ROME,skos:relatedMatch,0.5471,embed:0.55,auto,,conduct content quality assurance <> Contrôle qualité des livrables
SKL_2bcf050c9438,ESCO,SKL_0ab5b8d2afc4,ROME,skos:relatedMatch,0.6353,embed:0.64,auto,,analyse information systems <> Evaluation de la performance des systèmes d'information
SKL_67a4d439c738,ESCO,SKL_0ab5b8d2afc4,ROME,skos:relatedMatch,0.6343,embed:0.63,auto,,analyse ICT system <> Evaluation de la performance des systèmes d'information
SKL_09ae9c4724e9,ESCO,SKL_0ab5b8d2afc4,ROME,skos:relatedMatch,0.6231,embed:0.62,auto,,analyse network configuration and performance <> Evaluation de la performance des systèmes d'information
SKL_5ca14d6a9200,ESCO,SKL_0ab5b8d2afc4,ROME,skos:relatedMatch,0.6139,embed:0.61,auto,,monitor system performance <> Evaluation de la performance des systèmes d'information
SKL_60f6941f13cf,ESCO,SKL_65cfc0befdd9,ROME,skos:relatedMatch,0.5552,embed:0.56,auto,,manage project changes <> Suivi de projet
SKL_c3a0c65e8834,ESCO,SKL_65cfc0befdd9,ROME,skos:relatedMatch,0.5517,embed:0.55,auto,,carry out project activities <> Suivi de projet
SKL_253356ee4eab,ESCO,SKL_65cfc0befdd9,ROME,skos:relatedMatch,0.5368,embed:0.54,auto,,manage project information <> Suivi de projet
SKL_1cf292a8c0ee,ESCO,SKL_65cfc0befdd9,ROME,skos:relatedMatch,0.5265,embed:0.53,auto,,monitor ICT research <> Suivi de projet
SKL_5447e026409f,ESCO,SKL_65cfc0befdd9,ROME,skos:relatedMatch,0.514,embed:0.51,auto,,maintain a central project repository <> Suivi de projet
SKL_739c039c3749,ESCO,SKL_05e6e2f13a90,ROME,skos:relatedMatch,0.6229,embed:0.62,auto,,manage software releases <> Gestion des équipes de développement
SKL_f481a9c7d3e1,ESCO,SKL_05e6e2f13a90,ROME,skos:relatedMatch,0.6001,embed:0.60,auto,,oversee development of software <> Gestion des équipes de développement
SKL_ebb4510ed841,ESCO,SKL_05e6e2f13a90,ROME,skos:relatedMatch,0.5948,embed:0.59,auto,,manage a team <> Gestion des équipes de développement
SKL_1691d729f396,ESCO,SKL_05e6e2f13a90,ROME,skos:relatedMatch,0.5898,embed:0.59,auto,,lead technology development of an organisation <> Gestion des équipes de développement
SKL_cbd97a2e6290,ESCO,SKL_05e6e2f13a90,ROME,skos:relatedMatch,0.5738,embed:0.57,auto,,apply change management <> Gestion des équipes de développement
SKL_487dc7976c4c,ESCO,SKL_d50feb189bd5,ROME,skos:relatedMatch,0.597,embed:0.60,auto,,verify formal ICT specifications <> Evaluation de la conformité aux normes
SKL_fac53db94872,ESCO,SKL_d50feb189bd5,ROME,skos:relatedMatch,0.5801,embed:0.58,auto,,test system accessibility for users with special needs <> Evaluation de la conformité aux normes
SKL_c98638f8926e,ESCO,SKL_d50feb189bd5,ROME,skos:relatedMatch,0.576,embed:0.58,auto,,identify legal requirements <> Evaluation de la conformité aux normes
SKL_36887aac680b,ESCO,SKL_d50feb189bd5,ROME,skos:relatedMatch,0.5744,embed:0.57,auto,,ensure compliance with legal requirements <> Evaluation de la conformité aux normes
SKL_7efcdffab3b3,ESCO,SKL_d50feb189bd5,ROME,skos:relatedMatch,0.569,embed:0.57,auto,,perform quality audits <> Evaluation de la conformité aux normes
SKL_9a283c5620fd,ESCO,SKL_7b4d9675fdfe,ROME,skos:relatedMatch,0.5303,embed:0.53,auto,,manage business knowledge <> Master mention management des systèmes d'information
SKL_e3bd28baa199,ESCO,SKL_7b4d9675fdfe,ROME,skos:relatedMatch,0.5294,embed:0.53,auto,,manage signoff of an installed system <> Master mention management des systèmes d'information
SKL_b9a5a3d980ee,ESCO,SKL_7b4d9675fdfe,ROME,skos:relatedMatch,0.5231,embed:0.52,auto,,establish an Information Security Management System <> Master mention management des systèmes d'information
SKL_eed1d3f44555,ESCO,SKL_7b4d9675fdfe,ROME,skos:relatedMatch,0.5204,embed:0.52,auto,,operate mailing information systems <> Master mention management des systèmes d'information
SKL_ffc885172f88,ESCO,SKL_7b4d9675fdfe,ROME,skos:relatedMatch,0.5198,embed:0.52,auto,,utilise decision support system <> Master mention management des systèmes d'information
SKL_5dfc71462cdb,ESCO,SKL_e78e78a8d281,ROME,skos:relatedMatch,0.655,embed:0.65,auto,,recognise blockchain application areas <> Concevoir et organiser une solution blockchain
SKL_fcdb4c0ba884,ESCO,SKL_639cfe1bfd53,ROME,skos:relatedMatch,0.6686,embed:0.67,auto,,develop blockchain technology <> Développer des smart contracts pour des applications blockchain
SKL_5dfc71462cdb,ESCO,SKL_639cfe1bfd53,ROME,skos:relatedMatch,0.6491,embed:0.65,auto,,recognise blockchain application areas <> Développer des smart contracts pour des applications blockchain
SKL_a9550fc09315,ESCO,SKL_717a8c13278f,ROME,skos:relatedMatch,0.6306,embed:0.63,auto,,provide training on e-learning <> Former les équipes aux technologies blockchain
SKL_fcdb4c0ba884,ESCO,SKL_717a8c13278f,ROME,skos:relatedMatch,0.6191,embed:0.62,auto,,develop blockchain technology <> Former les équipes aux technologies blockchain
SKL_5dfc71462cdb,ESCO,SKL_717a8c13278f,ROME,skos:relatedMatch,0.6089,embed:0.61,auto,,recognise blockchain application areas <> Former les équipes aux technologies blockchain
SKL_20a60ab6f508,ESCO,SKL_717a8c13278f,ROME,skos:relatedMatch,0.5972,embed:0.60,auto,,identify blockchain innovation opportunities <> Former les équipes aux technologies blockchain
SKL_aba6d3815562,ESCO,SKL_717a8c13278f,ROME,skos:relatedMatch,0.5931,embed:0.59,auto,,provide ICT system training <> Former les équipes aux technologies blockchain
SKL_5dfc71462cdb,ESCO,SKL_5aae22e26961,ROME,skos:relatedMatch,0.6738,embed:0.67,auto,,recognise blockchain application areas <> Evaluer les risques liés à l'implémentation de la blockchain
SKL_20a60ab6f508,ESCO,SKL_1bba676230e8,ROME,skos:relatedMatch,0.6601,embed:0.66,auto,,identify blockchain innovation opportunities <> Promouvoir l'adoption de la blockchain au sein de l'entreprise
SKL_fcdb4c0ba884,ESCO,SKL_1bba676230e8,ROME,skos:relatedMatch,0.6461,embed:0.65,auto,,develop blockchain technology <> Promouvoir l'adoption de la blockchain au sein de l'entreprise
SKL_5dfc71462cdb,ESCO,SKL_1bba676230e8,ROME,skos:relatedMatch,0.6273,embed:0.63,auto,,recognise blockchain application areas <> Promouvoir l'adoption de la blockchain au sein de l'entreprise
SKL_1769646821a8,ESCO,SKL_1bba676230e8,ROME,skos:relatedMatch,0.6236,embed:0.62,auto,,define roadmap for blockchain in applications <> Promouvoir l'adoption de la blockchain au sein de l'entreprise
SKL_60dabb7fbd39,ESCO,SKL_1bba676230e8,ROME,skos:relatedMatch,0.6025,embed:0.60,auto,,analyse blockchain use cases <> Promouvoir l'adoption de la blockchain au sein de l'entreprise
SKL_0bdc80704838,ESCO,SKL_9a51df4f0c1d,ROME,skos:relatedMatch,0.6644,embed:0.66,auto,,develop blockchain innovative architectures <> Analyser les besoins client pour le développement blockchain
SKL_d9843653b863,ESCO,SKL_9a51df4f0c1d,ROME,skos:relatedMatch,0.6538,embed:0.65,auto,,evaluate blockchain architectures <> Analyser les besoins client pour le développement blockchain
SKL_0bdc80704838,ESCO,SKL_3bbd35ab610a,ROME,skos:relatedMatch,0.6734,embed:0.67,auto,,develop blockchain innovative architectures <> Optimiser les performances des applications blockchain
SKL_d9843653b863,ESCO,SKL_3bbd35ab610a,ROME,skos:relatedMatch,0.6589,embed:0.66,auto,,evaluate blockchain architectures <> Optimiser les performances des applications blockchain
SKL_20a60ab6f508,ESCO,SKL_3bbd35ab610a,ROME,skos:relatedMatch,0.6417,embed:0.64,auto,,identify blockchain innovation opportunities <> Optimiser les performances des applications blockchain
SKL_5dfc71462cdb,ESCO,SKL_3bbd35ab610a,ROME,skos:relatedMatch,0.6293,embed:0.63,auto,,recognise blockchain application areas <> Optimiser les performances des applications blockchain
SKL_349ff15e502d,ESCO,SKL_3bbd35ab610a,ROME,skos:relatedMatch,0.627,embed:0.63,auto,,blockchain design patterns <> Optimiser les performances des applications blockchain
SKL_0bdc80704838,ESCO,SKL_1cbd116379e9,ROME,skos:relatedMatch,0.6587,embed:0.66,auto,,develop blockchain innovative architectures <> Collaborer avec des équipes multidisciplinaires pour des projets blockchain
SKL_fcdb4c0ba884,ESCO,SKL_1cbd116379e9,ROME,skos:relatedMatch,0.6564,embed:0.66,auto,,develop blockchain technology <> Collaborer avec des équipes multidisciplinaires pour des projets blockchain
SKL_5dfc71462cdb,ESCO,SKL_1cbd116379e9,ROME,skos:relatedMatch,0.6518,embed:0.65,auto,,recognise blockchain application areas <> Collaborer avec des équipes multidisciplinaires pour des projets blockchain
SKL_20a60ab6f508,ESCO,SKL_1cbd116379e9,ROME,skos:relatedMatch,0.638,embed:0.64,auto,,identify blockchain innovation opportunities <> Collaborer avec des équipes multidisciplinaires pour des projets blockchain
SKL_be093e79069c,ESCO,SKL_46ea2a89d0dc,ROME,skos:relatedMatch,0.6277,embed:0.63,auto,,adapt to changes in technological development plans <> Effectuer des tâches multiples et s'adapter aux changements rapides
SKL_fc71f4f20f46,ESCO,SKL_46ea2a89d0dc,ROME,skos:relatedMatch,0.6123,embed:0.61,auto,,deal with changing operational demand <> Effectuer des tâches multiples et s'adapter aux changements rapides
SKL_d9843653b863,ESCO,SKL_0e57349509cf,ROME,skos:relatedMatch,0.6512,embed:0.65,auto,,evaluate blockchain architectures <> Analyse des besoins des clients en solutions blockchain
SKL_fcdb4c0ba884,ESCO,SKL_0e57349509cf,ROME,skos:relatedMatch,0.6375,embed:0.64,auto,,develop blockchain technology <> Analyse des besoins des clients en solutions blockchain
SKL_993e5a908b00,ESCO,SKL_bc4dab8ef9bc,ROME,skos:relatedMatch,0.5792,embed:0.58,auto,,design database in the cloud <> Architecture de réseaux distribués
SKL_56358ec7d691,ESCO,SKL_bc4dab8ef9bc,ROME,skos:relatedMatch,0.5616,embed:0.56,auto,,design cloud architecture <> Architecture de réseaux distribués
SKL_008e59920331,ESCO,SKL_bc4dab8ef9bc,ROME,skos:relatedMatch,0.5575,embed:0.56,auto,,design computer network <> Architecture de réseaux distribués
SKL_fcdb4c0ba884,ESCO,SKL_adbb3dbdd90e,ROME,skos:relatedMatch,0.6389,embed:0.64,auto,,develop blockchain technology <> Communication et présentation de projets blockchain
SKL_0bdc80704838,ESCO,SKL_adbb3dbdd90e,ROME,skos:relatedMatch,0.6341,embed:0.63,auto,,develop blockchain innovative architectures <> Communication et présentation de projets blockchain
SKL_20a60ab6f508,ESCO,SKL_adbb3dbdd90e,ROME,skos:relatedMatch,0.6306,embed:0.63,auto,,identify blockchain innovation opportunities <> Communication et présentation de projets blockchain
SKL_5dfc71462cdb,ESCO,SKL_adbb3dbdd90e,ROME,skos:relatedMatch,0.6275,embed:0.63,auto,,recognise blockchain application areas <> Communication et présentation de projets blockchain
SKL_7412de0dce4d,ESCO,SKL_adbb3dbdd90e,ROME,skos:relatedMatch,0.6271,embed:0.63,auto,,blockchain concept application <> Communication et présentation de projets blockchain
SKL_93ac48a36c81,ESCO,SKL_9755e6245d3e,ROME,skos:relatedMatch,0.5774,embed:0.58,auto,,distributed ledger technologies consensus protocols <> Conformité réglementaire des solutions blockchain
SKL_f102b758f503,ESCO,SKL_9755e6245d3e,ROME,skos:relatedMatch,0.5765,embed:0.58,auto,,blockchain consensus mechanisms <> Conformité réglementaire des solutions blockchain
SKL_349ff15e502d,ESCO,SKL_9755e6245d3e,ROME,skos:relatedMatch,0.5644,embed:0.56,auto,,blockchain design patterns <> Conformité réglementaire des solutions blockchain
SKL_60004f24de83,ESCO,SKL_9755e6245d3e,ROME,skos:relatedMatch,0.5627,embed:0.56,auto,,blockchain applications security principles <> Conformité réglementaire des solutions blockchain
SKL_d109a693537c,ESCO,SKL_7b4855e333b8,ROME,skos:relatedMatch,0.5661,embed:0.57,auto,,DevOps <> Développement d'applications décentralisées (DApps)
SKL_3431a628a732,ESCO,SKL_7b4855e333b8,ROME,skos:relatedMatch,0.5594,embed:0.56,auto,,develop data processing applications <> Développement d'applications décentralisées (DApps)
SKL_b84a9945d501,ESCO,SKL_7b4855e333b8,ROME,skos:relatedMatch,0.5576,embed:0.56,auto,,design application interfaces <> Développement d'applications décentralisées (DApps)
SKL_20a60ab6f508,ESCO,SKL_a765bb3e3864,ROME,skos:relatedMatch,0.6648,embed:0.66,auto,,identify blockchain innovation opportunities <> Evaluation des risques liés à la blockchain
SKL_5dfc71462cdb,ESCO,SKL_a765bb3e3864,ROME,skos:relatedMatch,0.6611,embed:0.66,auto,,recognise blockchain application areas <> Evaluation des risques liés à la blockchain
SKL_da645c224c86,ESCO,SKL_89ff62d83790,ROME,skos:relatedMatch,0.6576,embed:0.66,auto,,"use technical documentation <> Communiquer, lire et rédiger des documents techniques, des rapports, des notes en anglais"
SKL_509e2294bb57,ESCO,SKL_89ff62d83790,ROME,skos:relatedMatch,0.6385,embed:0.64,auto,,"write work-related reports <> Communiquer, lire et rédiger des documents techniques, des rapports, des notes en anglais"
SKL_c2ce930d35e3,ESCO,SKL_7b47fcfc469a,ROME,skos:relatedMatch,0.6305,embed:0.63,auto,,debug software <> Identifier les anomalies dans les résultats des tests
SKL_99fe55e00127,ESCO,SKL_7b47fcfc469a,ROME,skos:relatedMatch,0.6127,embed:0.61,auto,,identify problems <> Identifier les anomalies dans les résultats des tests
SKL_74015909b033,ESCO,SKL_7b47fcfc469a,ROME,skos:relatedMatch,0.6115,embed:0.61,auto,,report test findings <> Identifier les anomalies dans les résultats des tests
SKL_4f8027620713,ESCO,SKL_7b47fcfc469a,ROME,skos:relatedMatch,0.6112,embed:0.61,auto,,software anomalies <> Identifier les anomalies dans les résultats des tests
SKL_7b530497dcc8,ESCO,SKL_75d6eda94ab2,ROME,skos:relatedMatch,0.609,embed:0.61,auto,,set up cybersecurity training programmes <> Evaluer les besoins en formation sécurité du personnel
SKL_ee96f245acea,ESCO,SKL_75d6eda94ab2,ROME,skos:relatedMatch,0.6018,embed:0.60,auto,,perform safety data analysis <> Evaluer les besoins en formation sécurité du personnel
SKL_a8cf2d536f2f,ESCO,SKL_75d6eda94ab2,ROME,skos:relatedMatch,0.6003,embed:0.60,auto,,advise on safety improvements <> Evaluer les besoins en formation sécurité du personnel
SKL_aa64964a668e,ESCO,SKL_75d6eda94ab2,ROME,skos:relatedMatch,0.5976,embed:0.60,auto,,demonstrate awareness of health risks <> Evaluer les besoins en formation sécurité du personnel
SKL_6517241bd708,ESCO,SKL_75d6eda94ab2,ROME,skos:relatedMatch,0.5963,embed:0.60,auto,,analyse the need for technical resources <> Evaluer les besoins en formation sécurité du personnel
SKL_fa3ca530b552,ESCO,SKL_15b46ae25d94,ROME,skos:relatedMatch,0.5913,embed:0.59,auto,,develop ICT test suite <> Concevoir des scénarios de test d'intrusion adaptés
