entity_id,source,source_id,pref_label_en,pref_label_fr,alt_labels_en,alt_labels_fr,description_en,description_fr,esco_skill_type,esco_reuse_level,hard_soft_provisional,hard_soft_method,it_subtype
SKL_2f590e4e9c7f,LIGHTCAST,ES9193C9EF95E0121AD9,Custom Web Parts,,,,,,,,,lightcast_skill,it_management
SKL_a4cf89a90620,LIGHTCAST,KS3EWWZHLE9YDCWIH5IL,Custom Widgets,,,,,,,,,lightcast_skill,programming_languages
SKL_70a58405e922,LIGHTCAST,KS122LP6RT5V5PSQ84JQ,Customer Data Integration,,,,,,,,,lightcast_skill,data_databases
SKL_b773074bbdf9,LIGHTCAST,KS121WH63JVNQKDGCPR9,Customer Information Control System (CICS),,,,,,,,,lightcast_skill,systems_infrastructure
SKL_68876291b3c4,LIGHTCAST,KS122LZ6LWWMZ6ML4265,Customer Requirements Analysis,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_b0585530c6ea,LIGHTCAST,ESFC74A873C82121CD41,Cyara,,,,,,,,,lightcast_skill,networks
SKL_4be68f99f46f,LIGHTCAST,ES305F38991B9B3D8324,Cyber Defense,,,,,,,,,lightcast_skill,security
SKL_25b256390ca6,LIGHTCAST,ES7A7F0A164BD77077CB,Cyber Engineering,,,,,,,,,lightcast_skill,security
SKL_4e5f17e7d722,LIGHTCAST,ES277C3C0718752A87FC,Cyber Governance,,,,,,,,,lightcast_skill,security
SKL_6ae8bc515127,LIGHTCAST,ES3295252065B18A657B,Cyber Hygiene,,,,,,,,,lightcast_skill,security
SKL_cc58d77100fc,LIGHTCAST,ES2F9F104A89D711DA7C,Cyber Incident Response,,,,,,,,,lightcast_skill,security
SKL_7cd2cc35f312,LIGHTCAST,ESAB403C9FEF3E8E7CD2,Cyber Kill Chain Framework,,,,,,,,,lightcast_skill,security
SKL_982c150f49bb,LIGHTCAST,ES32D8149FD8FD39B1A6,Cyber Operations,,,,,,,,,lightcast_skill,security
SKL_136a20605cf7,LIGHTCAST,ESE7D8FAA0A3666ABC22,Cyber Risk,,,,,,,,,lightcast_skill,security
SKL_09ef98e3a855,LIGHTCAST,ES17136A1F8E41A30142,Cyber Safety,,,,,,,,,lightcast_skill,security
SKL_0a7ff46a7e31,LIGHTCAST,KS122MK65TBR6RDBZL1P,Cyber Security,,,,,,,,,lightcast_skill,security
SKL_28cb05d3260d,LIGHTCAST,ESA6C2EFB8BAA57DCA14,Cyber Security Assessment,,,,,,,,,lightcast_skill,security
SKL_39cd35344a4f,LIGHTCAST,ES20594F731320443FA9,Cyber Security Management,,,,,,,,,lightcast_skill,it_management
SKL_b499495dbbf4,LIGHTCAST,ES87B682DC7D4241774A,Cyber Security Policies,,,,,,,,,lightcast_skill,security
SKL_2568d788a506,LIGHTCAST,ES86EAF0C32B06D0B795,Cyber Security Policy Development,,,,,,,,,lightcast_skill,security
SKL_f16e4240daab,LIGHTCAST,KS125CS6MGSWWVSM86FW,Cyber Security Standards,,,,,,,,,lightcast_skill,security
SKL_887a8f29f103,LIGHTCAST,ES47C00018E96ED19CD3,Cyber Security Strategy,,,,,,,,,lightcast_skill,security
SKL_7c50b3a6a4ba,LIGHTCAST,ESD47E9C4D6597F149D7,Cyber Security Systems,,,,,,,,,lightcast_skill,security
SKL_adbb7562a3ec,LIGHTCAST,ESDCBB1A644EC7C47023,Cyber Threat Hunting,,,,,,,,,lightcast_skill,security
SKL_f09391502de4,LIGHTCAST,ES55E5FD5C857EE6C8E7,Cyber Warfare,,,,,,,,,lightcast_skill,security
SKL_1efe358371cc,LIGHTCAST,BGS27A9DA101AEC2BAD2,CyberArk,,,,,,,,,lightcast_skill,security
SKL_b5e6a6554e6b,LIGHTCAST,BGS52CA9FCDB905BF005,CyberX,,,,,,,,,lightcast_skill,security
SKL_68585b392938,LIGHTCAST,KS122ML63S27H03MHY3B,Cyberduck,,,,,,,,,lightcast_skill,cloud_devops
SKL_492016bfe4e2,LIGHTCAST,KS122ML6M0H86F327D79,Cyberinfrastructure,,,,,,,,,lightcast_skill,knowledge_general
SKL_13e22c8286f8,LIGHTCAST,KS122MR6CQ1F7FFXBX2K,Cyclomatic Complexity,,,,,,,,,lightcast_skill,programming_languages
SKL_549f51ec49ba,LIGHTCAST,KS122MR6TT691YNJK8MD,Cygwin,,,,,,,,,lightcast_skill,programming_languages
SKL_b237c3e20389,LIGHTCAST,BGS5EE7C2E728EDC8E26,Cypher Query Language,,,,,,,,,lightcast_skill,data_databases
SKL_cc743a03af90,LIGHTCAST,ES3C319BB4A5C8824768,CypressIO,,,,,,,,,lightcast_skill,methodology
SKL_9e1e85a6b161,LIGHTCAST,KS122N25ZVF0RTZ1YZZ4,D3.js,,,,,,,,,lightcast_skill,web
SKL_7fb65d31b1fe,LIGHTCAST,KS122R86MPP4FW04XD7V,DB2 SQL,,,,,,,,,lightcast_skill,data_databases
SKL_579a81ecd5c2,LIGHTCAST,KS01CEMFI8VW30MHZWZ6,DB2/400,,,,,,,,,lightcast_skill,data_databases
SKL_78333c6b56c2,LIGHTCAST,BGS90155E47EBAEA3802,DBArtisan,,,,,,,,,lightcast_skill,data_databases
SKL_79c2e3e05308,LIGHTCAST,KS122R95X7B3K4S95MQC,DBase,,,,,,,,,lightcast_skill,data_databases
SKL_55a8a8bf8006,LIGHTCAST,BGS576D4501A58B1CDE6,DCID 6/3,,,,,,,,,lightcast_skill,security
SKL_0565426bdeb3,LIGHTCAST,KS122RY67CKZGTPGHH66,DDR SDRAM,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_33d24322cac7,LIGHTCAST,KS122RX73CQLHCWRWH43,DDoS Mitigation,,,,,,,,,lightcast_skill,security
SKL_0fef22c30c43,LIGHTCAST,KS122WT6XNVN9CWB0R85,DFSR,,,,,,,,,lightcast_skill,cloud_devops
SKL_447c927dc36a,LIGHTCAST,KS122X06QZZQJWMQ0HQ7,DHCP Snooping,,,,,,,,,lightcast_skill,security
SKL_45ca7c498325,LIGHTCAST,KS122RQ69S1B1G86B59J,DIGITAL Command Language,,,,,,,,,lightcast_skill,programming_languages
SKL_c3b4b537e814,LIGHTCAST,BGS1B5DD63CF74F7132E,DISA Gold Disk,,,,,,,,,lightcast_skill,security
SKL_524091a5f76d,LIGHTCAST,KS4422W6WB7MP6YWZJW1,DLX,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_65823b757fdd,LIGHTCAST,KS1232S6M31NL3S9DH7T,DMS Software Reengineering Toolkits,,,,,,,,,lightcast_skill,programming_languages
SKL_3dd1bbb18324,LIGHTCAST,KS123395W0V4MPMS07N5,DNS Spoofing,,,,,,,,,lightcast_skill,security
SKL_d114076484bf,LIGHTCAST,KS1233H6LSN0CB19HH40,DOCSIS (Data Over Cable Service Interface Specification),,,,,,,,,lightcast_skill,networks
SKL_8dd09e89b26f,LIGHTCAST,KS7G4VV6S6WLGC57GC2P,DOCSIS Timing Interface,,,,,,,,,lightcast_skill,networks
SKL_3038713e9bd6,LIGHTCAST,KS1233Y6N5FZ2ZNKXCCC,DOM Scripting,,,,,,,,,lightcast_skill,web
SKL_e74aa75079cf,LIGHTCAST,KS123475YHQM9FM0VR5D,DOS Batching,,,,,,,,,lightcast_skill,programming_languages
SKL_fdfdcf9087ae,LIGHTCAST,KS120846CPNT6XPM9N5V,DSL Modems,,,,,,,,,lightcast_skill,networks
SKL_721668065eab,LIGHTCAST,KS1237R60N7Z9FMJXNBY,DVB - Digital Video Broadcasting,,,,,,,,,lightcast_skill,networks
SKL_9a6dbdd69df9,LIGHTCAST,KS122N36QD5G6BGN0PK0,Daemon Tools,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_4bee71b99d21,LIGHTCAST,ES21B4D402CD8888374C,Dagger 2,,,,,,,,,lightcast_skill,programming_languages
SKL_3d6a5f49bcb5,LIGHTCAST,KSKRPH5DW0TQMH1NN18X,Dalvik,,,,,,,,,lightcast_skill,cloud_devops
SKL_1df53d5b2392,LIGHTCAST,BGSB9A6908DAA8BB18D7,DameWare,,,,,,,,,lightcast_skill,it_management
SKL_0824ec53b741,LIGHTCAST,ES55BBB7F148A3D543C6,Dapper ORM,,,,,,,,,lightcast_skill,programming_languages
SKL_bb0ff0693440,LIGHTCAST,ES6F7B497AFF51941271,Dark Fiber,,,,,,,,,lightcast_skill,networks
SKL_cb3afd64a340,LIGHTCAST,KS124FB5VJH19GZV9G7D,Dart (Programming Language),,,,,,,,,lightcast_skill,programming_languages
SKL_4cebe472cb69,LIGHTCAST,KS441LK6YV196DR9GZ9Q,Das U-Boot,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_56d7ce03ade5,LIGHTCAST,BGS69A94013BDDE77C36,Dask (Software),,,,,,,,,lightcast_skill,ai_ml
SKL_67a1d435b3f6,LIGHTCAST,ESBA1EF907B46E8CD773,Data Abstraction,,,,,,,,,lightcast_skill,data_databases
SKL_c5c5c851604b,LIGHTCAST,ESF61AAF45686B07B4C5,Data Access,,,,,,,,,lightcast_skill,data_databases
SKL_d2a39941a05f,LIGHTCAST,KS122ND611PVCTTBCSHC,Data Access Object (DAO) Patterns,,,,,,,,,lightcast_skill,programming_languages
SKL_6b6a9f4607cf,LIGHTCAST,KS122NM65DYTMH9TJC8Q,Data Acquisition,,,,,,,,,lightcast_skill,data_databases
SKL_2c2d571de2da,LIGHTCAST,KS122NM664JB2GZ0ZD72,Data Administration,,,,,,,,,lightcast_skill,data_databases
SKL_356abef48cc5,LIGHTCAST,KS122NM6B8TWBGL2X18F,Data Architecture,,,,,,,,,lightcast_skill,knowledge_general
SKL_8e36c652d020,LIGHTCAST,KS122NM6GF37P5CH60VN,Data Archives,,,,,,,,,lightcast_skill,data_databases
SKL_197500bf1b21,LIGHTCAST,KS7G6YL6X9316Z5SP1JR,Data Archiving Service,,,,,,,,,lightcast_skill,data_databases
SKL_d21b2661375d,LIGHTCAST,KS122N264PVV9MP6G4K3,Data As A Service (DaaS),,,,,,,,,lightcast_skill,cloud_devops
SKL_da1e26b97752,LIGHTCAST,KS122NP78RV1GSTD7KX6,Data Binding,,,,,,,,,lightcast_skill,programming_languages
SKL_28c196d8b648,LIGHTCAST,ESA97087059ECDABA660,Data Build Tool,,,,,,,,,lightcast_skill,data_databases
SKL_2617a88c752a,LIGHTCAST,KS122NQ648N88H3KJB74,Data Cabling,,,,,,,,,lightcast_skill,networks
SKL_767018db3db6,LIGHTCAST,KSZQP5QEWY7U5SCYD1TF,Data Caching,,,,,,,,,lightcast_skill,data_databases
SKL_654237479230,LIGHTCAST,KS6876V65CM936RTLKNS,Data Capture,,,,,,,,,lightcast_skill,data_databases
SKL_a9a15d0c95f4,LIGHTCAST,BGSFE0792E257218BB9F,Data Center Hardware,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_a776f327f560,LIGHTCAST,KS122NQ6YXFQ2WCWT11F,Data Centers,,,,,,,,,lightcast_skill,knowledge_general
SKL_25ec47c0ec38,LIGHTCAST,KS7G7PW66DSP5F1XZFCB,Data Classification,,,,,,,,,lightcast_skill,data_databases
SKL_63a636f68e90,LIGHTCAST,KS122NR6NY1KB0TD40G4,Data Collection,,,,,,,,,lightcast_skill,data_databases
SKL_64ecb38d8ccc,LIGHTCAST,KS1226B6N54XJ43HGGJ2,Data Compilation,,,,,,,,,lightcast_skill,data_databases
SKL_b7b654f28a9d,LIGHTCAST,KS1226W6L3HK20VBL2KX,Data Compression,,,,,,,,,lightcast_skill,knowledge_general
SKL_2473c535fb54,LIGHTCAST,KS122NS6D4VVBB6S6VFQ,Data Conditioning,,,,,,,,,lightcast_skill,data_databases
SKL_35f01e76ee4a,LIGHTCAST,KS122NS6ZXC3WVSSSW2H,Data Consistency,,,,,,,,,lightcast_skill,data_databases
SKL_684ae4feb680,LIGHTCAST,KS122NS70VX2DP2290H9,Data Control,,,,,,,,,lightcast_skill,data_databases
SKL_43bf3d1c31fd,LIGHTCAST,KS122NS73TFGLL98ZH2X,Data Control Language,,,,,,,,,lightcast_skill,data_databases
SKL_0a7310336f4a,LIGHTCAST,KS122NS768J1S8JQ6D38,Data Conversion,,,,,,,,,lightcast_skill,data_databases
SKL_7cddb5b99871,LIGHTCAST,KS122FH6H5WXHPG0LK8M,Data Corruption,,,,,,,,,lightcast_skill,data_databases
SKL_29f6711e31c5,LIGHTCAST,ESFAAEE022EE401E2405,Data Curation,,,,,,,,,lightcast_skill,data_databases
SKL_0553ed045a20,LIGHTCAST,KS122NT6WCRGRSZ2CDR4,Data Dictionary,,,,,,,,,lightcast_skill,data_databases
SKL_f6d455ba66db,LIGHTCAST,KS122RX629Q0MPNLV3X3,Data Direct Networks,,,,,,,,,lightcast_skill,data_databases
SKL_016caf96c48f,LIGHTCAST,KS122NV78G6JR13WTS08,Data Display Debuggers,,,,,,,,,lightcast_skill,methodology
SKL_88b2e15542f4,LIGHTCAST,KS122NW5W6WJ2Y06QNS2,Data Distribution Services,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_3e4a911660f6,LIGHTCAST,KS122NW5YB08NCH9P98B,Data Domain,,,,,,,,,lightcast_skill,data_databases
SKL_7a6e878205e1,LIGHTCAST,KS122NT62NHD89135PZ3,Data Duplication Management,,,,,,,,,lightcast_skill,data_databases
SKL_8f47967dc3dc,LIGHTCAST,KS122NX739T1F3JRSP22,Data Encoding,,,,,,,,,lightcast_skill,knowledge_general
SKL_90c7b65c6a3a,LIGHTCAST,BGS51BBC9F7C3606FD3A,Data Encryption,,,,,,,,,lightcast_skill,security
SKL_c269c914cfb7,LIGHTCAST,ESDF754A5FF02AD3E93A,Data Ethics,,,,,,,,,lightcast_skill,data_databases
SKL_837ecdcbff45,LIGHTCAST,KS122NZ6LY8D9LC8CT4Z,Data Exchange,,,,,,,,,lightcast_skill,data_databases
SKL_669ff45d502b,LIGHTCAST,KS122P063X6NGMHLP002,Data Extraction,,,,,,,,,lightcast_skill,data_databases
SKL_2419ad0cc41c,LIGHTCAST,KS122WN75ZXW8188WFF8,Data Facility Data Set Services,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_0dc0c37b9e44,LIGHTCAST,KS122P071QJ85Z4HNXBF,Data Feed,,,,,,,,,lightcast_skill,data_databases
SKL_d9401cee2992,LIGHTCAST,KS122P15X48TTGZ5KCLY,Data Files,,,,,,,,,lightcast_skill,data_databases
SKL_a8e65cf3d5ef,LIGHTCAST,KS122P1780RX6MGHMLBL,Data Flow Diagram,,,,,,,,,lightcast_skill,knowledge_general
SKL_b8b67cf73058,LIGHTCAST,KS122P276XCGV8TBT0RZ,Data Fusion,,,,,,,,,lightcast_skill,knowledge_general
SKL_e58ff0dd3249,LIGHTCAST,KS122P378DGNVX4NKQKN,Data Governance,,,,,,,,,lightcast_skill,data_databases
SKL_589d9112dab1,LIGHTCAST,KS122P465V16YD56K8MW,Data Grid,,,,,,,,,lightcast_skill,cloud_devops
SKL_2faa3722e4dd,LIGHTCAST,KS122P568LCHZ8YBRLCL,Data Hiding (Encapsulation),,,,,,,,,lightcast_skill,programming_languages
SKL_0dd209feb910,LIGHTCAST,BGS613786E9BA8E8C042,Data Highway Plus,,,,,,,,,lightcast_skill,networks
SKL_5e0ff59cbf66,LIGHTCAST,KS122P679TKY3RR1HMFC,Data Hub,,,,,,,,,lightcast_skill,data_databases
SKL_a63229b4b6ba,LIGHTCAST,KS687JB785CB1L2S8H27,Data Import/Export,,,,,,,,,lightcast_skill,data_databases
SKL_e3e78b2f3992,LIGHTCAST,KS122P76RK0FDFPLR32K,Data Integration,,,,,,,,,lightcast_skill,data_databases
SKL_16bc179f66f5,LIGHTCAST,KS122P86NZFH1GP38G15,Data Integrity,,,,,,,,,lightcast_skill,data_databases
SKL_4febea97632f,LIGHTCAST,ES5050E3D4724E2D5740,Data Interfaces,,,,,,,,,lightcast_skill,knowledge_general
SKL_9bc8146147a4,LIGHTCAST,ES1AE014948D7C1AD5AD,Data Lakes,,,,,,,,,lightcast_skill,data_databases
SKL_d1e714d0fd02,LIGHTCAST,KSGOILKL5WA84P3BNTUO,Data Layers,,,,,,,,,lightcast_skill,programming_languages
SKL_3779203f56dd,LIGHTCAST,KS122PC70LT8H9R80M5J,Data Libraries,,,,,,,,,lightcast_skill,data_databases
SKL_0063dc08e3bb,LIGHTCAST,KS12258690QZJFPQNL4X,Data Link,,,,,,,,,lightcast_skill,networks
SKL_063b0708b47f,LIGHTCAST,KS122PD6ZNT2J0ZGV2HR,Data Link Layer,,,,,,,,,lightcast_skill,networks
SKL_3f80b9dbacfd,LIGHTCAST,ESE59BCDF8E3E54723E9,Data Localization,,,,,,,,,lightcast_skill,data_databases
SKL_8f2cd0c50fe6,LIGHTCAST,KS122PC66HKZ3JB45X61,Data Loss Prevention,,,,,,,,,lightcast_skill,security
SKL_bf6a902af0a7,LIGHTCAST,ES7DB275A5BCAC8BEA63,Data Maintenance,,,,,,,,,lightcast_skill,data_databases
SKL_421ecb9e6db3,LIGHTCAST,KS122PG64BT2BT6X15HF,Data Management,,,,,,,,,lightcast_skill,data_databases
SKL_07ba98ed33ec,LIGHTCAST,KS122PG65K2NNN5XL7QW,Data Management Plan,,,,,,,,,lightcast_skill,data_databases
SKL_d5ca3535f251,LIGHTCAST,ES389735D3181D8EBE88,Data Management Platforms,,,,,,,,,lightcast_skill,data_databases
SKL_547d0178e5ab,LIGHTCAST,KS122PH6C46BDXV2VL74,Data Manipulation Language,,,,,,,,,lightcast_skill,programming_languages
SKL_54fd08e7c6d5,LIGHTCAST,KS122PH75MYR5J23KGVH,Data Mapping,,,,,,,,,lightcast_skill,data_databases
SKL_010ef0b8d481,LIGHTCAST,KS122PK616D4V4QQ4YYJ,Data Masking,,,,,,,,,lightcast_skill,data_databases
SKL_a84263d29d16,LIGHTCAST,KS122PL6Y7WHFNZ54RQJ,Data Migration,,,,,,,,,lightcast_skill,data_databases
SKL_bdc7a07905d3,LIGHTCAST,KS1278M759V2K0W3SK8M,Data ONTAP (Server Appliance),,,,,,,,,lightcast_skill,systems_infrastructure
SKL_bc2cbe4489ae,LIGHTCAST,KSMYDSNKYWJ0LN1BDL03,Data Partitioning,,,,,,,,,lightcast_skill,data_databases
SKL_d1ae559b2941,LIGHTCAST,KSWR4RCZQM7RAQNUFC40,Data Pipelines,,,,,,,,,lightcast_skill,knowledge_general
SKL_2c992575dcdd,LIGHTCAST,KS1227G66P02RR405S78,Data Processing,,,,,,,,,lightcast_skill,data_databases
SKL_fb3eabdc0e0b,LIGHTCAST,KS122PR70M3GKDT05647,Data Processing Systems,,,,,,,,,lightcast_skill,data_databases
SKL_b1d5b0ca6432,LIGHTCAST,KS122PS69JFB2HD51S71,Data Processing Unit,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_ef300f3cdf41,LIGHTCAST,BGS683AAB9448D3B85EE,Data Protection Strategy,,,,,,,,,lightcast_skill,security
SKL_ea535c2b5413,LIGHTCAST,KS122PT6RKPQ5KLM3XYH,Data Quality,,,,,,,,,lightcast_skill,data_databases
SKL_cd27e626ddfd,LIGHTCAST,ESAF97D5150F64F29FAD,Data Recording,,,,,,,,,lightcast_skill,data_databases
SKL_f394869de8ca,LIGHTCAST,KS122PV74RTMXRH3KV05,Data Recovery,,,,,,,,,lightcast_skill,data_databases
SKL_755acc35ec77,LIGHTCAST,KS122PV751ZQ3HT24BGL,Data Recovery Software,,,,,,,,,lightcast_skill,data_databases
SKL_ce1eb81346d2,LIGHTCAST,KS122PX6X3Y8QFM2NNS2,Data Redundancy,,,,,,,,,lightcast_skill,data_databases
SKL_1ec64edc8beb,LIGHTCAST,KS122NV6Z8BHF52LRZDH,Data Remanence,,,,,,,,,lightcast_skill,data_databases
SKL_a4380b2220b0,LIGHTCAST,KS122PY6WKXV0858S71L,Data Retention,,,,,,,,,lightcast_skill,data_databases
SKL_937f0e2ce03e,LIGHTCAST,KS122PY6ZRDL0TD5GSH4,Data Retrieval,,,,,,,,,lightcast_skill,data_databases
SKL_2efb5ffe2280,LIGHTCAST,KS122PZ61S90CZTZD1YP,Data Room,,,,,,,,,lightcast_skill,data_databases
SKL_9d4d0e2a9666,LIGHTCAST,KS122PZ6PCZ9JYT0Y5WH,Data Security,,,,,,,,,lightcast_skill,security
SKL_9d4bbed15644,LIGHTCAST,KS122PZ78FKG9GL2NL9Q,Data Sharing,,,,,,,,,lightcast_skill,data_databases
SKL_8990a8cf6092,LIGHTCAST,KS122Q26L3L68XQT5HY4,Data Storage Devices,,,,,,,,,lightcast_skill,data_databases
SKL_785d94a9e5b8,LIGHTCAST,KS7G6NM63QTRRT2VRJQV,Data Storage Technologies,,,,,,,,,lightcast_skill,data_databases
SKL_44075ef3333b,LIGHTCAST,KS122Q26TJ5KVY3WKP8P,Data Store,,,,,,,,,lightcast_skill,data_databases
SKL_36f5b130873a,LIGHTCAST,ESC32A252A85F151959C,Data Strategy,,,,,,,,,lightcast_skill,data_databases
SKL_60c1cecf5c0f,LIGHTCAST,KS4410F6SF4NC1L4YN22,Data Streaming,,,,,,,,,lightcast_skill,networks
SKL_e2555b79dfc3,LIGHTCAST,KS122NM66FNMJJT8Z33M,Data Structure Alignment,,,,,,,,,lightcast_skill,data_databases
SKL_99a39ab34d6d,LIGHTCAST,KS122Q26BWQ1PK3Y74C0,Data Structures,,,,,,,,,lightcast_skill,knowledge_general
SKL_9c6561750c32,LIGHTCAST,KS122Q36X6HDLHL9MHNW,Data Synchronization,,,,,,,,,lightcast_skill,data_databases
SKL_513454224c8a,LIGHTCAST,KS122Q371XXPD31ZWMQZ,Data System,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_abcc0bcd6ce1,LIGHTCAST,BGSA0EDE8B48277BF4C7,Data Taxonomy,,,,,,,,,lightcast_skill,data_databases
SKL_f5894e4e3640,LIGHTCAST,KS122Q46ZRNHRYYRZSJX,Data Terminal Equipment,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_08423d2f6304,LIGHTCAST,KS123746WRML9N89DD8W,Data Transfer Object,,,,,,,,,lightcast_skill,programming_languages
SKL_e40905d1b2fe,LIGHTCAST,KS122PL6RMYT57L8M73B,Data Transformation,,,,,,,,,lightcast_skill,data_databases
SKL_2046d5385492,LIGHTCAST,KS122Q671T60KGRZK5Y4,Data Transformation Services,,,,,,,,,lightcast_skill,data_databases
SKL_a149e2f3abd5,LIGHTCAST,KS122NS69YK5LB5GXG0G,Data Transmissions,,,,,,,,,lightcast_skill,networks
SKL_fe862bca65ff,LIGHTCAST,KS122Q76GFHDX707Q6J3,Data Transport Utility,,,,,,,,,lightcast_skill,cloud_devops
SKL_9adca01efd00,LIGHTCAST,ES5745F007C914B3768C,Data Transposition,,,,,,,,,lightcast_skill,data_databases
SKL_635c119e3bb6,LIGHTCAST,KS122Q76GY7M9W711RDC,Data Vault Modeling,,,,,,,,,lightcast_skill,data_databases
SKL_465f069c380f,LIGHTCAST,KS122Q876SMDNCTVDK9W,Data Virtualization,,,,,,,,,lightcast_skill,data_databases
SKL_e114fc95ecea,LIGHTCAST,ES688C7DC5E9F6F678E7,Data Wrangling,,,,,,,,,lightcast_skill,data_databases
SKL_9604ee588fc8,LIGHTCAST,ES7A6363F5973348FF9D,Data-Centric Testing,,,,,,,,,lightcast_skill,methodology
SKL_a5b0604b0947,LIGHTCAST,BGS3D43718FD4A6141F2,Data-Driven Testing,,,,,,,,,lightcast_skill,methodology
SKL_2f57ffccc14f,LIGHTCAST,KS122PF64LXL4JN157FY,Data-Link Switching,,,,,,,,,lightcast_skill,networks
SKL_37fcf28c575e,LIGHTCAST,BGS7DD99C8BBEDF8A6CC,DataFlux,,,,,,,,,lightcast_skill,data_databases
SKL_6bb2976f3921,LIGHTCAST,BGSF9A67A0B6C4DDB8A3,DataStax Enterprise,,,,,,,,,lightcast_skill,data_databases
SKL_aacd943653d3,LIGHTCAST,BGS250A3BE5F9F6EE573,Database Activity Monitoring,,,,,,,,,lightcast_skill,data_databases
SKL_ad8fa181e5e8,LIGHTCAST,KS122QH61M1MNJ0BP4XZ,Database Administration,,,,,,,,,lightcast_skill,data_databases
SKL_4aa9b3f9435d,LIGHTCAST,KS122QJ64VGLBYPMNM11,Database Application,,,,,,,,,lightcast_skill,data_databases
SKL_2b4f13693f34,LIGHTCAST,BGS4CB8E2CDA540F62D4,Database Architecture,,,,,,,,,lightcast_skill,data_databases
SKL_9431290a69af,LIGHTCAST,BGSBC8015025EC86A7C7,Database As A Service (DBaaS),,,,,,,,,lightcast_skill,cloud_devops
SKL_d6710e83ae1f,LIGHTCAST,BGS75D721C1A3C73CF6F,Database Cloning,,,,,,,,,lightcast_skill,data_databases
SKL_4e466e93e681,LIGHTCAST,KSEX0WRF8BL1FK9HZSC2,Database Cluster,,,,,,,,,lightcast_skill,data_databases
SKL_6a03245f559f,LIGHTCAST,KS122QK6Z23LH0ZCHLTG,Database Connection,,,,,,,,,lightcast_skill,data_databases
SKL_804a12d7af82,LIGHTCAST,KS122QL5YLSJVNJBZBZM,Database Consistency,,,,,,,,,lightcast_skill,data_databases
SKL_3676971b705d,LIGHTCAST,KS122RB78JS9XJB6HG2W,Database Console Commands (DBCC),,,,,,,,,lightcast_skill,data_databases
SKL_4b85af3e91ec,LIGHTCAST,BGSBC4DD45D4E736F566,Database Consolidation,,,,,,,,,lightcast_skill,data_databases
SKL_d118e62e9e7d,LIGHTCAST,BGS176ADB14E51A8A2BC,Database Conversion,,,,,,,,,lightcast_skill,data_databases
SKL_109a6470d0e9,LIGHTCAST,KS122QL611VWXR1BTPLV,Database Cursor,,,,,,,,,lightcast_skill,data_databases
SKL_539880fe0b00,LIGHTCAST,KS122QL68Q2P73FQ5MV4,Database Deployment Management,,,,,,,,,lightcast_skill,data_databases
SKL_5c750026f6e9,LIGHTCAST,KS122QL6NN356RRJT6RV,Database Design,,,,,,,,,lightcast_skill,data_databases
SKL_bdedaf911d68,LIGHTCAST,KS122QL6V59Q04FF16H4,Database Development,,,,,,,,,lightcast_skill,data_databases
SKL_703432d28b55,LIGHTCAST,KS122QL70WSTFSHRJCKP,Database Encryption,,,,,,,,,lightcast_skill,security
SKL_e853236504b6,LIGHTCAST,KS122QN73KNB7FPNHC01,Database Engine Tuning Advisor,,,,,,,,,lightcast_skill,data_databases
SKL_1bc09854b926,LIGHTCAST,KS440ZL6RMLFTWP346LK,Database Engines,,,,,,,,,lightcast_skill,data_databases
SKL_f9b509318ba0,LIGHTCAST,KS17HS8LDQ6IIVAE93HB,Database First,,,,,,,,,lightcast_skill,programming_languages
SKL_23acb3c77fef,LIGHTCAST,KSQU3HFQNP1OMNCPVRA1,Database Indexes,,,,,,,,,lightcast_skill,data_databases
SKL_63ae2aac8568,LIGHTCAST,KS122RD65DG66XWDSFXM,Database Life Cycle Management,,,,,,,,,lightcast_skill,data_databases
SKL_38cbc56c3453,LIGHTCAST,BGS44B0B6FBF1324A81D,Database Management,,,,,,,,,lightcast_skill,data_databases
SKL_7fee1bda8a22,LIGHTCAST,KS122NP6Q1WTCX2CYC2J,Database Management Systems,,,,,,,,,lightcast_skill,data_databases
SKL_3c18d7f0ae3e,LIGHTCAST,ESEBAFFCE2689A4FB082,Database Mirroring,,,,,,,,,lightcast_skill,data_databases
SKL_fdfff2b44c38,LIGHTCAST,BGS55DD800570B755A71,Database Modeling,,,,,,,,,lightcast_skill,data_databases
SKL_ceec077eed47,LIGHTCAST,KS122PN6HJ7F8ZGYBRHF,Database Normalization,,,,,,,,,lightcast_skill,data_databases
SKL_609b5ab9f540,LIGHTCAST,KSJXVDWZA8ZHTG2OV4UA,Database Partitioning,,,,,,,,,lightcast_skill,data_databases
SKL_e790db7f34e8,LIGHTCAST,KS7G6ZW78V5PGYDQRWKP,Database Performance Analyzer,,,,,,,,,lightcast_skill,data_databases
