task,entity_id,label,output,reason,score
desc,USKL_07e4d21f3741,Oracle Primavera P6 Professional Project Management,Skill involves managing projects using Oracle Primavera P6 software within databases and data management domains.,nli_off_topic,0.029
desc,USKL_8bcb643773f0,Projecturf,Projecturf not recognized as a specific IT skill or occupation,nli_off_topic,0.001
desc,USKL_8bcb643773f0,Projecturf,Projecturf not recognized as a specific IT skill or role.,nli_off_topic,0.002
desc,USKL_8bcb643773f0,Projecturf,Projecturf not recognized as a specific IT skill or role.,nli_off_topic,0.002
desc,USKL_065008817963,SmartBear Software Automated Build Studio,Skill involves using automated build tools to manage software development workflows efficiently.,nli_off_topic,0.002
desc,USKL_b956f58f0959,Stylite eGroupWare,Skill involves using eGroupWare software in various technical and general IT roles,nli_off_topic,0.113
desc,USKL_a3c1f5b178ff,Tenrox Project Workforce Management,Skill in managing project workforces outside traditional IT domains,nli_off_topic,0.045
desc,USKL_23cde388c06d,The Omni Group OmniPlan,A project management tool software development and implementation expertise,nli_off_topic,0.193
desc,USKL_23cde388c06d,The Omni Group OmniPlan,A project management tool developed by The Omni Group.,nli_off_topic,0.012
desc,USKL_23cde388c06d,The Omni Group OmniPlan,A project management tool developed by The Omni Group.,nli_off_topic,0.012
desc,USKL_0a5b482560a2,Unawave,Unawave is not recognized as a technical skill or term in IT domains.,nli_off_topic,0.002
desc,USKL_0a5b482560a2,Unawave,Unawave is not recognized as a valid term in technical or general IT domains.,nli_off_topic,0.002
desc,USKL_0a5b482560a2,Unawave,Unawave is not recognized as a valid term in technical or general IT domains.,nli_off_topic,0.002
desc,USKL_a2badd0e90e2,Vitria M3O Operational Intelligence,Skill involves analyzing operational data to provide insights using Vitria M3O platform,nli_off_topic,0.181
desc,USKL_258faa45dcf6,NumPy,NumPy is a library for the Python programming language that extends its numeric capabilities with N-dimensional array objects and a large collection of high-level mathematical functions to operate on these arrays.,nli_off_topic,0.239
desc,USKL_258faa45dcf6,NumPy,"NumPy is a library for the Python programming language, adding support for large, multi-dimensional arrays and matrices along with a large collection of mathematical functions to operate on these arrays.",nli_off_topic,0.439
desc,USKL_258faa45dcf6,NumPy,"NumPy is a library for the Python programming language, adding support for large, multi-dimensional arrays and matrices along with a large collection of mathematical functions to operate on these arrays.",nli_off_topic,0.439
desc,USKL_a6a4e39bb004,Actuate Eclipse BIRT,Skill involves using Eclipse BIRT for report generation in various technical domains.,nli_off_topic,0.128
desc,USKL_bd42739b5291,5AM Glassbox Translational Research,Skill involves translating complex systems into understandable models for analysis at unusual hours,nli_off_topic,0.028
desc,USKL_facabccdd39a,DZS Software Solutions ClinPlus,Skill involves developing and maintaining healthcare software solutions like ClinPlus using programming languages and frameworks relevant to the domain.,nli_off_topic,0.007
desc,USKL_6e5df0f439de,EpicCare Ambulatory Electronic Medical Records (EMR) software,Skill involves using EpicCare EMR software for healthcare record management and patient care coordination.,nli_off_topic,0.395
desc,USKL_93ce93014a93,Fortress Medical Clindex,Skill involves organizing and managing medical records in a secure digital environment,nli_off_topic,0.023
desc,USKL_733c79cb7dc1,Invivo Data EPX ePRO Management System,Skill involves managing electronic patient-reported outcomes systems in clinical trials.,nli_off_topic,0.007
desc,USKL_733c79cb7dc1,Invivo Data EPX ePRO Management System,Skill involves managing electronic patient-reported outcomes in clinical trials using Invivo Data EPX software.,nli_off_topic,0.121
desc,USKL_733c79cb7dc1,Invivo Data EPX ePRO Management System,Skill involves managing electronic patient-reported outcomes in clinical trials using Invivo Data EPX software.,nli_off_topic,0.121
desc,USKL_a008a811824d,Phase Forward Clintrial,Phase Forward Clintrial not found in standard IT taxonomy,nli_off_topic,0.037
desc,USKL_a008a811824d,Phase Forward Clintrial,Phase Forward Clintrial is not recognized as a standard term in technical or general IT contexts.,nli_off_topic,0.005
desc,USKL_a008a811824d,Phase Forward Clintrial,Phase Forward Clintrial is not recognized as a standard term in technical or general IT contexts.,nli_off_topic,0.005
desc,USKL_cd9c87d63735,Relational database software,Skill involves using tools to manage relational databases and manipulate data efficiently.,nli_off_topic,0.224
desc,USKL_77ba3504ad6a,Sierra Scientific Software CRIS,Skill involves using programming to manage and analyze genomic data with CRIS software in bioinformatics fields.,nli_off_topic,0.023
desc,USKL_77ba3504ad6a,Sierra Scientific Software CRIS,CRIS is a software tool used for managing and analyzing genetic variation data in scientific research.,nli_off_topic,0.013
desc,USKL_77ba3504ad6a,Sierra Scientific Software CRIS,CRIS is a software tool used for managing and analyzing genetic variation data in scientific research.,nli_off_topic,0.013
desc,USKL_096440798d20,"Establish forecasts, assessments, recommendations and prospects",Skill: Forecasting and strategic analysis in technical domains.,nli_off_topic,0.455
desc,USKL_6456ca625a08,Translating business requests into technical solutions,IT Specialist in Business Analysis and Requirements Engineering,nli_off_topic,0.099
desc,USKL_d888e9f24691,Use of tools Business Intelligence (BI) - Decision-making computer science,Skill involves using BI tools for data analysis in databases and databases management fields,nli_off_topic,0.44
desc,USKL_f9e63022cb4a,Management of the customer relationship (CRM),Skill involves managing customer interactions using software to track and improve relationships.,nli_off_topic,0.317
desc,USKL_05175d4ec156,Master's degree in data science,It is a graduate degree essential for professionals in databases and data management focusing on analytics and AI fields.,nli_off_topic,0.02
desc,USKL_9cd9c23be19b,Communicating the results of the studies to stakeholders,Communicating results to stakeholders is a key skill in technical and general IT roles.,nli_off_topic,0.01
desc,USKL_8b161b7868bb,Optimizing the use of office tools,Skill involves enhancing productivity through proficient use of office software and tools.,nli_off_topic,0.406
desc,USKL_a8b27e7f6dc1,"Master's degree in applied mathematics, statistics",Expertise in quantitative analysis with theoretical and practical knowledge from advanced academic study,nli_off_topic,0.008
desc,USKL_a8b27e7f6dc1,"Master's degree in applied mathematics, statistics",It is a graduate degree focusing on applying mathematical theories to solve real-world statistical problems.,nli_off_topic,0.26
desc,USKL_a8b27e7f6dc1,"Master's degree in applied mathematics, statistics",It is a graduate degree focusing on applying mathematical theories to solve real-world statistical problems.,nli_off_topic,0.26
desc,USKL_91b1b78d9a32,Validate the reliability of the data collected,Skill involves ensuring data quality and reliability in databases and data management fields.,nli_off_topic,0.424
desc,USKL_cc641262201e,Development of dashboards,Skill involves creating interactive visual representations of data for analysis and reporting in programming and software development.,nli_off_topic,0.006
desc,USKL_301ce2d71524,Development of data pipelines,Skill involves designing and implementing systems for automated data transfer between different data sources and storage locations.,nli_off_topic,0.041
desc,USKL_05e376d009b5,"Implementing a marketing plan, branding and communication strategy","Skill involves planning, branding, and executing communication strategies within IT management contexts.",nli_off_topic,0.43
desc,USKL_b6b5a691ee19,Designing and managing a project,Skill involves planning executing monitoring and controlling projects across various IT domains.,nli_off_topic,0.176
desc,USKL_50e947c09dd1,"Identify and select suppliers, subcontractors, service providers",Procurement specialist responsible for supplier selection and management.,nli_off_topic,0.196
desc,USKL_be0d785e935b,"Testing of software, information system, application",Testing involves evaluating software systems for quality assurance and functionality.,nli_off_topic,0.068
desc,USKL_b6721346191d,Designing the functional mapping of the SI,Skill involves designing functional mappings within Information Systems architecture.,nli_off_topic,0.125
desc,USKL_556c6b1b814a,Script Shell,scripting in Unix-like operating systems' command shells,nli_off_topic,0.287
desc,USKL_f23f2ec76839,Maintenance of computer equipment,Skill involves troubleshooting and servicing hardware components within IT infrastructure systems.,nli_off_topic,0.465
desc,USKL_701f819fff26,Rules for computer installations,Skill involves configuring and maintaining software and hardware installations according to established rules and standards.,nli_off_topic,0.108
desc,USKL_fd6cb0229161,Professional title of administrator of secure infrastructure,Security Administrator,nli_off_topic,0.365
desc,USKL_fd6cb0229161,Professional title of administrator of secure infrastructure,Chief Security Officer or Senior Systems Administrator,nli_off_topic,0.457
desc,USKL_fd6cb0229161,Professional title of administrator of secure infrastructure,Chief Security Officer or Senior Systems Administrator,nli_off_topic,0.457
desc,USKL_a3d0a660cff7,Documenting the technical procedures,Skill involves creating detailed descriptions of technical processes and procedures.,nli_off_topic,0.169
desc,USKL_436bc7d3fc82,Diagnosis of malfunctions in network installations,Skill involves identifying and resolving issues within network infrastructure setups.,nli_off_topic,0.394
desc,USKL_8510d0427127,Degree of civil engineer graduated by the State computer specialty,Bachelor of Civil Engineering degree specialized in computer systems,nli_off_topic,0.255
desc,USKL_9bb90abc0dca,Implementing computer security measures,Skill involves deploying and managing security protocols to protect systems and data.,nli_off_topic,0.424
desc,USKL_ef82ab85f1d3,Diagnosis of technical malfunctions,Skill involves identifying and resolving issues in technology systems.,nli_off_topic,0.048
desc,USKL_3f70742bc2cc,Studying Potential Areas,Skill involves analyzing and identifying areas for technological advancement or improvement.,nli_off_topic,0.249
desc,USKL_34417b089bc0,Building a network development plan,Skill involves designing and implementing effective network infrastructure plans.,nli_off_topic,0.474
desc,USKL_cee1d28c2ce0,Direct written access to machines and servers to configure,Configuration administration through direct server access,nli_off_topic,0.211
desc,USKL_189a18241ab3,Ensure the quality and updating of technical databases,Skill involves maintaining database quality and updates within data management domains.,nli_off_topic,0.012
desc,USKL_4e9ad456b07f,Degree of civil engineer from the State speciality telecommunications and networks,Degree in civil engineering specializing in telecommunications and networks,nli_off_topic,0.416
desc,USKL_b0bc29b69fef,Pilot the functionality of computer security equipment and systems,Skill: Operate and manage computer security systems and equipment.,nli_off_topic,0.268
desc,USKL_42f5f4b9d072,BTS IT services to organisations Option B: software solutions and business applications,Skill involves implementing business technology services and solutions using software applications for organizational needs.,nli_off_topic,0.09
desc,USKL_678d3f01669d,"Licence for computer science occupations: design, development and testing of software","Software developer designing, developing, and testing software systems",nli_off_topic,0.202
desc,USKL_678d3f01669d,"Licence for computer science occupations: design, development and testing of software",Bachelor's degree in Computer Science is typically required for this role.,nli_off_topic,0.013
desc,USKL_678d3f01669d,"Licence for computer science occupations: design, development and testing of software",Bachelor's degree in Computer Science is typically required for this role.,nli_off_topic,0.013
desc,USKL_89e4f77ec2b9,"BTS IT services to organisations Option A: Infrastructure, systems and networking solutions","BTS IT services to organizations involves providing infrastructure, systems, and networking solutions.",nli_off_topic,0.019
desc,USKL_444a55e7ebc4,Licence for computer science occupations: project management,Licensing for computer science does not typically include project management but can vary by jurisdiction for specific roles.,nli_off_topic,0.007
desc,USKL_c2ffa6e24dc2,Licence for computer professions: web applications,Skill: Proficiency in developing and maintaining web applications,nli_off_topic,0.165
desc,USKL_e88f23222671,Conduct urban planning studies of enterprise information systems,Skill involves analyzing and improving enterprise information systems within urban contexts.,nli_off_topic,0.044
desc,USKL_e88f23222671,Conduct urban planning studies of enterprise information systems,It involves strategic analysis and design for efficient integration and management of enterprise information systems within a geographical area.,nli_off_topic,0.004
desc,USKL_e88f23222671,Conduct urban planning studies of enterprise information systems,It involves strategic analysis and design for efficient integration and management of enterprise information systems within a geographical area.,nli_off_topic,0.004
desc,USKL_42865235e865,Assessment of risks SIC (information and communication system),Assessment of risks involves evaluating potential threats to information and communication systems.,nli_off_topic,0.236
desc,USKL_42865235e865,Assessment of risks SIC (information and communication system),Assessment of risks involves evaluating potential threats to information and communication systems to mitigate vulnerabilities.,nli_off_topic,0.331
desc,USKL_42865235e865,Assessment of risks SIC (information and communication system),Assessment of risks involves evaluating potential threats to information and communication systems to mitigate vulnerabilities.,nli_off_topic,0.331
desc,USKL_ee01fea43e2f,Implementing computer security solutions,Skill involves designing deploying and maintaining security measures to protect systems networks and data.,nli_off_topic,0.419
desc,USKL_ad8e715e819e,Integrated business management software (ERP),Skill involves managing enterprise resources planning software to optimize business operations.,nli_off_topic,0.253
desc,USKL_e5caf6a9b2a0,Provide an expert vue point to guide the management team towards strategic decisions,UX/UI design expertise for strategic web development guidance,nli_off_topic,0.031
desc,USKL_a3a25ab5d804,Lead and be responsible for the entire problem management process,Lead problem management overseeing processes across an organization,nli_off_topic,0.342
desc,USKL_a3a25ab5d804,Lead and be responsible for the entire problem management process,Lead problem management ensuring process effectiveness across the board.,nli_off_topic,0.449
desc,USKL_a3a25ab5d804,Lead and be responsible for the entire problem management process,Lead problem management ensuring process effectiveness across the board.,nli_off_topic,0.449
desc,USKL_f5ece3e128d4,Respect appropriate change control standards and procedures to maintain system integrity,Respect appropriate change control standards to ensure system integrity.,nli_off_topic,0.258
desc,USKL_faf9b93374f5,Looking for IT solutions to limit the identified risks,Risk management through IT solution implementation,nli_off_topic,0.374
desc,USKL_fffbab36a77c,Diagnosing the nature and origin of incidents and implementing corrective measures,Diagnosing incidents and implementing corrective measures is the skill of incident management.,nli_off_topic,0.123
desc,USKL_18e61e6e3992,"Install and integrate equipment (station, network equipment, peripherals, ...) into the production environment and configure logistical and physical resources",Skill involves installing and configuring various network and physical resources in production environments.,nli_off_topic,0.076
desc,USKL_18e61e6e3992,"Install and integrate equipment (station, network equipment, peripherals, ...) into the production environment and configure logistical and physical resources","Network engineer is defined by this skill involving station, network, and peripheral equipment installation and configuration in production environments.",nli_off_topic,0.033
desc,USKL_18e61e6e3992,"Install and integrate equipment (station, network equipment, peripherals, ...) into the production environment and configure logistical and physical resources","Network engineer is defined by this skill involving station, network, and peripheral equipment installation and configuration in production environments.",nli_off_topic,0.033
desc,USKL_f96d96de124e,Quick action in case of failure to minimize interruptions,Problem resolution speed to reduce service disruptions,nli_off_topic,0.116
desc,USKL_f96d96de124e,Quick action in case of failure to minimize interruptions,It's the prompt for quick response actions to reduce system downtime.,nli_off_topic,0.15
desc,USKL_f96d96de124e,Quick action in case of failure to minimize interruptions,It's the prompt for quick response actions to reduce system downtime.,nli_off_topic,0.15
desc,USKL_39d029619150,Optimizing the performance of computer networks,Skill involves enhancing network efficiency and reliability through configuration and analysis.,nli_off_topic,0.053
desc,USKL_d87e26b79dc2,Installation of hardware components,Skill involves assembling and configuring computer hardware components.,nli_off_topic,0.089
desc,USKL_bdaa8eb498d1,Master mentioned information technologies,Skill involves deep understanding and proficiency in various information technologies.,nli_off_topic,0.036
desc,USKL_bdaa8eb498d1,Master mentioned information technologies,Expertise in comprehensive understanding and application of various information technologies.,nli_off_topic,0.314
desc,USKL_bdaa8eb498d1,Master mentioned information technologies,Expertise in comprehensive understanding and application of various information technologies.,nli_off_topic,0.314
desc,USKL_d7198b9eea6f,Writing the contents of a communication medium,Skill: Producing text for various communication mediums,nli_off_topic,0.364
desc,USKL_390ec0e22aac,Pilot the deployment of innovative solutions,Skill involves overseeing the implementation of cutting-edge technological solutions across various domains.,nli_off_topic,0.143
desc,USKL_ab2a2476b4d9,"Analysis of risks and malfunctions, room for improvement of safety systems",Security analyst responsible for risk assessment and system enhancement for safety.,nli_off_topic,0.099
desc,USKL_ab2a2476b4d9,"Analysis of risks and malfunctions, room for improvement of safety systems",It involves risk analysis and suggesting enhancements to improve safety systems in cybersecurity domains.,nli_off_topic,0.282
desc,USKL_ab2a2476b4d9,"Analysis of risks and malfunctions, room for improvement of safety systems",It involves risk analysis and suggesting enhancements to improve safety systems in cybersecurity domains.,nli_off_topic,0.282
desc,USKL_f0cfea656a63,"Writing all the documents of a repository (policy, procedures, standards, etc.)","Technical writer specializes in creating documentation for a repository including policies, procedures, and standards.",nli_off_topic,0.317
desc,USKL_f0cfea656a63,"Writing all the documents of a repository (policy, procedures, standards, etc.)","It involves creating and maintaining various documentation types including policies, procedures, and standards for a repository.",nli_off_topic,0.36
desc,USKL_f0cfea656a63,"Writing all the documents of a repository (policy, procedures, standards, etc.)","It involves creating and maintaining various documentation types including policies, procedures, and standards for a repository.",nli_off_topic,0.36
desc,USKL_c46868a56112,"Production of a prototype of the technical solution for validation by the contracting authority (type configuration, ...)",Skill: Prototyping a technical solution for validation by stakeholders (including type configuration).,nli_off_topic,0.033
desc,USKL_c46868a56112,"Production of a prototype of the technical solution for validation by the contracting authority (type configuration, ...)",Developing a technical solution's prototype for validation with stakeholders including type configuration specifications.,nli_off_topic,0.042
desc,USKL_c46868a56112,"Production of a prototype of the technical solution for validation by the contracting authority (type configuration, ...)",Developing a technical solution's prototype for validation with stakeholders including type configuration specifications.,nli_off_topic,0.042
desc,USKL_c01ed5d05d31,Conducting a development project,Skill involves planning executing coding testing and deploying software projects.,nli_off_topic,0.388
desc,USKL_58075a62fdbe,Pilot the performance and profitability of an activity or project,Skill: Project management focusing on performance and profitability enhancement,nli_off_topic,0.368
desc,USKL_2265a4796980,Pilot developments or parameters for components,Skill involves configuring and developing software components' settings and functionalities,nli_off_topic,0.041
desc,USKL_9d6481803c22,Working with developers to fix bugs,Debugging and testing code with software developers,nli_off_topic,0.323
desc,USKL_0d11556b5416,"Deploy and implement palliative measures in the event of a disrupted situation (passenger information, replacement transport, staff safety, etc.)",Skill involves deploying and implementing emergency measures for disrupted situations ensuring passenger safety and staff security.,nli_off_topic,0.148
desc,USKL_fe89a6441408,"Teaching and updating activity monitoring tools (production dashboards, incident reports, quality...)",Skill: Updating and teaching activity monitoring tools for production dashboards and incident reports.,nli_off_topic,0.014
desc,USKL_60787d9aa50e,"Open, follow and close a ticket (intervention report)",Skill involves opening following and closing tickets in IT support systems.,nli_off_topic,0.04
desc,USKL_5f21b1506149,Monitoring the operation of computer and telecommunications networks,Monitoring involves overseeing network operations to ensure smooth functioning and performance.,nli_off_topic,0.004
desc,USKL_27afcc09086c,"Identify the risks of failures, incidents or accidents",Risk assessment and identification in technical and general contexts,nli_off_topic,0.062
desc,USKL_523e26cfe333,Putting the computer network into operation and controlling the installation,Network administrator: Configuring and managing computer networks.,nli_off_topic,0.262
desc,USKL_a484720bdd44,Preventive maintenance of network equipment,Skill involves diagnosing and performing routine repairs to ensure network equipment operates efficiently.,nli_off_topic,0.406
desc,USKL_bd6971847a5f,Licence for occupations relating to computer networks and telecommunications,Networks Telecom Licenced Professional specializes in network and telecom systems with requisite authorization.,nli_off_topic,0.473
desc,USKL_5ee96ba70cf0,Defining processing and securing procedures,Skill involves defining and implementing security protocols and procedures.,nli_off_topic,0.478
desc,USKL_e3e68a354950,Android computer operating system,Android is a mobile operating system developed by Google.,nli_off_topic,0.001
desc,USKL_e3e68a354950,Android computer operating system,Android is a mobile operating system developed by Google.,nli_off_topic,0.001
desc,USKL_e3e68a354950,Android computer operating system,Android is a mobile operating system developed by Google.,nli_off_topic,0.001
desc,USKL_c974643bd867,"Defining or updating security measures and standards (charter), consistent with the nature of the business and its exposure to computer risks",Defining or updating security measures and standards consistent with business nature and computer risks.,nli_off_topic,0.309
desc,USKL_c974643bd867,"Defining or updating security measures and standards (charter), consistent with the nature of the business and its exposure to computer risks",Security architect developing and enforcing policies tailored to an organization's specific risks and needs.,nli_off_topic,0.024
desc,USKL_c974643bd867,"Defining or updating security measures and standards (charter), consistent with the nature of the business and its exposure to computer risks",Security architect developing and enforcing policies tailored to an organization's specific risks and needs.,nli_off_topic,0.024
desc,USKL_061bb0a0702d,Conduct safety audits of cloud infrastructures,Skill involves assessing cloud infrastructure security for compliance and risk mitigation.,nli_off_topic,0.492
desc,USKL_0a3b52ae6f2a,Technological surveillance of computer security,Skill involves monitoring and securing computer systems against unauthorized access and threats,nli_off_topic,0.018
desc,USKL_805b83c593ec,Software Engineering,domain of programming and software development encompassing software development.,nli_off_topic,0.311
desc,USKL_f7c5b4191f24,Integrating the digital twin into industrial processes,Skill involves linking virtual models to real-world industrial systems for optimization.,nli_off_topic,0.328
desc,USKL_ddfa1999bcff,Building lasting business relationships with customers and suppliers,Salesmanship and stakeholder management skills,nli_off_topic,0.021
desc,USKL_307b365b8f9a,Regularly evaluate the performance of products sold,Skill involves assessing product performance regularly in various technical domains and general IT contexts.,nli_off_topic,0.106
desc,USKL_307b365b8f9a,Regularly evaluate the performance of products sold,It involves assessing product effectiveness and quality on a recurring basis.,nli_off_topic,0.172
desc,USKL_307b365b8f9a,Regularly evaluate the performance of products sold,It involves assessing product effectiveness and quality on a recurring basis.,nli_off_topic,0.172
desc,USKL_b3c9d4797995,Master mention management and international trade,Skill involves managing mentions across international trade domains effectively,nli_off_topic,0.068
desc,USKL_f10ba6b304fe,Master mentioned languages and international trade,Skill involves fluency in multiple languages and understanding of international trade concepts.,nli_off_topic,0.314
desc,USKL_36072d001f95,Master's degree in project management and systems engineering,Qualified in project management and systems engineering with advanced degree demonstrates expertise in strategic IT leadership and implementation.,nli_off_topic,0.004
desc,USKL_36072d001f95,Master's degree in project management and systems engineering,It is a graduate degree combining project management and systems engineering expertise.,nli_off_topic,0.167
desc,USKL_36072d001f95,Master's degree in project management and systems engineering,It is a graduate degree combining project management and systems engineering expertise.,nli_off_topic,0.167
desc,USKL_0fa6fe6e86ae,"Licence of computer science, mathematics",Bachelor's degree in Computer Science or Mathematics for this skill set,nli_off_topic,0.078
desc,USKL_0fa6fe6e86ae,"Licence of computer science, mathematics",Bachelor's degree in Computer Science and Mathematics combines expertise in both fields.,nli_off_topic,0.172
desc,USKL_0fa6fe6e86ae,"Licence of computer science, mathematics",Bachelor's degree in Computer Science and Mathematics combines expertise in both fields.,nli_off_topic,0.172
desc,USKL_fe52a4eecb8a,Promoting sustainable development practices in production,Skill involves integrating sustainability into software design and operations to reduce environmental impact.,nli_off_topic,0.186
desc,USKL_c127cf3b211e,Ensure data security during exchanges,Skill involves implementing and monitoring security measures to protect data integrity during transmission.,nli_off_topic,0.149
desc,USKL_8424c310ca03,Master's degree in digital marketing and data,Professionally skilled in digital marketing and data analytics with advanced academic credentials,nli_off_topic,0.002
desc,USKL_374aef891f4f,Master's degree in marketing and communication,It is a graduate degree relevant to marketing and communication roles outside traditional IT domains.,nli_off_topic,0.045
desc,USKL_374aef891f4f,Master's degree in marketing and communication,It is a graduate degree focusing on marketing strategies and communication skills applicable across various technical domains.,nli_off_topic,0.028
desc,USKL_374aef891f4f,Master's degree in marketing and communication,It is a graduate degree focusing on marketing strategies and communication skills applicable across various technical domains.,nli_off_topic,0.028
desc,USKL_de86c785bd1d,BUT multimedia and internet professions digital creation course,Skill involves creating multimedia content across various digital platforms.,nli_off_topic,0.239
desc,USKL_a427a87d6774,Present the developments in the information system to the sponsor,Briefly communicate system progress to stakeholders in the IT domain.,nli_off_topic,0.114
desc,USKL_a427a87d6774,Present the developments in the information system to the sponsor,Communicate system progress to the sponsor effectively in a technical presentation.,nli_off_topic,0.041
desc,USKL_a427a87d6774,Present the developments in the information system to the sponsor,Communicate system progress to the sponsor effectively in a technical presentation.,nli_off_topic,0.041
desc,USKL_96fb567a2cc9,Identify the needs of the sponsor,Skill involves assessing stakeholder requirements to align IT solutions effectively,nli_off_topic,0.014
desc,USKL_91e7851be931,Analysis of technical data to optimize processes,Data analysis for process optimization in databases and data management domains,nli_off_topic,0.011
desc,USKL_91e7851be931,Analysis of technical data to optimize processes,Data analysis for process optimization in databases and data management.,nli_off_topic,0.009
desc,USKL_91e7851be931,Analysis of technical data to optimize processes,Data analysis for process optimization in databases and data management.,nli_off_topic,0.009
desc,USKL_56213d49f7d0,Responding to a call for tenders,Skill involves analyzing tender documents and communicating effectively to secure contracts in various technical domains.,nli_off_topic,0.246
desc,USKL_a807ad3758e8,Procedure for the award of tenders,Procurement process for selecting suppliers in non-specific IT contexts,nli_off_topic,0.125
desc,USKL_cf1a06fcf48d,Master's degree in project management and management,Project management professional with advanced degree in management techniques and methodologies.,nli_off_topic,0.013
desc,USKL_53852003e029,"Prescribing technical solutions for the operation of new sites, improvement of equipment or networks",IT Project Manager specializing in site operations and infrastructure upgrades,nli_off_topic,0.407
desc,USKL_53852003e029,"Prescribing technical solutions for the operation of new sites, improvement of equipment or networks",IT project manager specializing in site operations and network upgrades.,nli_off_topic,0.446
desc,USKL_53852003e029,"Prescribing technical solutions for the operation of new sites, improvement of equipment or networks",IT project manager specializing in site operations and network upgrades.,nli_off_topic,0.446
desc,USKL_f5ce767b8a30,Explain technical choices to customers,Skill involves communicating technical options effectively to non-technical stakeholders.,nli_off_topic,0.014
desc,USKL_445663237ef8,Identify solutions and action paths for the established diagnosis,Skill involves diagnosing issues and devising appropriate solutions and actions.,nli_off_topic,0.381
desc,USKL_445663237ef8,Identify solutions and action paths for the established diagnosis,It involves generating actionable plans based on a diagnosed issue in a technical or general IT context.,nli_off_topic,0.319
desc,USKL_445663237ef8,Identify solutions and action paths for the established diagnosis,It involves generating actionable plans based on a diagnosed issue in a technical or general IT context.,nli_off_topic,0.319
desc,USKL_4346b19f0814,Organise and manage the prevention and treatment of incidents and malfunctions,IT Incident Management Specialist,nli_off_topic,0.112
desc,USKL_a6a386df9eb1,Measuring and monitoring the capacity of the local area network and its interconnections,Network capacity management involves measuring and monitoring LAN and interconnection capacities.,nli_off_topic,0.073
desc,USKL_a6a386df9eb1,Measuring and monitoring the capacity of the local area network and its interconnections,It involves assessing and tracking the network's traffic and resources to ensure optimal performance and capacity.,nli_off_topic,0.313
desc,USKL_a6a386df9eb1,Measuring and monitoring the capacity of the local area network and its interconnections,It involves assessing and tracking the network's traffic and resources to ensure optimal performance and capacity.,nli_off_topic,0.313
desc,USKL_949d74d72a96,Defining and updating measures for the protection and use of data collected in the light of regulatory developments,Data privacy engineer: Defines and updates measures for data protection compliance.,nli_off_topic,0.005
desc,USKL_0a995dfd0cdb,"Collect and define the needs of the enterprise, customers and users for connected equipment, information systems (capacity, reliability, security, ...)",Security analyst: Defines enterprise and user needs for secure connected systems.,nli_off_topic,0.206
desc,USKL_0a4fe82f1fd5,Optimizing the performance of existing networks,Skill involves enhancing network efficiency and capacity without significant expansion.,nli_off_topic,0.463
desc,USKL_5c7f7c6e9def,Design and develop technical and operational intervention services and procedures,IT specialist in designing and implementing technical interventions and procedures,nli_off_topic,0.171
desc,USKL_b898186dc62f,Graduated engineer from the National Higher School of Advanced Systems and Networks (University of Grenoble Alpes) in partnership with ITII Dauphiné-Vivarais,Graduated engineer specializing in networks and telecommunications from University of Grenoble Alpes,nli_off_topic,0.011
desc,USKL_2f9e483716f7,Graduated engineer from the Higher School of Materials Research Engineers of the University of Dijon computer and network specialty,Graduated engineer in materials research with a network specialty from University of Dijon,nli_off_topic,0.114
desc,USKL_d96b3c817d9c,Verification of compatibility of equipment/software with existing equipment,Skill involves ensuring new equipment/software integrates seamlessly with current systems in software development.,nli_off_topic,0.096
desc,USKL_d9afc8515f8d,Graduated engineer from the National Institute of Applied Sciences of Rennes specialisation in electronics and telecommunications (University of Rennes),Graduated engineer in electronics and telecommunications with specialization from National Institute of Applied Sciences of Rennes,nli_off_topic,0.323
desc,USKL_3a07ac59033e,Analysis of specific needs for video game development,Skill involves analyzing specific game development requirements in programming and software development domains.,nli_off_topic,0.126
desc,USKL_aff7e78f6a8d,"Master's degree in audiovisual, digital interactive media, games",Specializes in multimedia technologies with advanced academic credentials,nli_off_topic,0.01
desc,USKL_ef385053178a,Checking the quality and conformity of a consignment,Quality assurance inspection in logistics and supply chain management,nli_off_topic,0.182
desc,USKL_29d318627ef0,Optimize testing processes to reduce time,Optimize testing processes to expedite time in other technical roles and general IT contexts.,nli_off_topic,0.01
desc,USKL_68f8b2489339,Conduct network security audits,Skill involves assessing network security to identify vulnerabilities and ensure compliance.,nli_off_topic,0.176
desc,USKL_6f030cc5bac9,Designing an automated and connected home installation,Skill involves integrating various smart home devices and systems for automation and connectivity.,nli_off_topic,0.277
desc,USKL_276579da40e1,"Establish recommendations and recommendations for the use, commissioning of connected equipment",Skill: Recommending and configuring connected devices and systems.,nli_off_topic,0.436
desc,USKL_276579da40e1,"Establish recommendations and recommendations for the use, commissioning of connected equipment",IT professional skill: Recommending deployment and operational strategies for interconnected devices.,nli_off_topic,0.498
desc,USKL_276579da40e1,"Establish recommendations and recommendations for the use, commissioning of connected equipment",IT professional skill: Recommending deployment and operational strategies for interconnected devices.,nli_off_topic,0.498
desc,USKL_b60279ffdf55,Control of the operation of a safety device,Skill involves managing operational aspects of security devices to ensure system integrity and safety.,nli_off_topic,0.448
desc,USKL_ce2a7be952dc,Register and process complaints from customers and beneficiaries,Customer service representative handling inquiries and issues,nli_off_topic,0.061
