status,kind,source,label_fr,label_en,entity_id,notes
reject,occupation,REMOTEOK,Podcasteur/Podcasteuse et créateur/créatrice de contenu - Psychology Today,Podcaster and Content Creator Psychology Today,OCC_ec206bac05e9,
reject,occupation,REMOTEOK,Postes de tutorat en ligne - Offre d'emploi en enseignement,Online Tutoring Jobs Teaching Vacancy,OCC_cf4a4daecf67,
reject,occupation,REMOTEOK,Représentant(e) du service client - Chat,Customer Service Chat Representative,OCC_3adbbbd5b065,
reject,occupation,REMOTEOK,Responsable CRM et cycle de vie client,CRM & Lifecycle Manager,OCC_1a2221215b68,
reject,occupation,REMOTEOK,Responsable de la réussite client - NYC - Télétravail intégral,Client Success Manager NYC Fully,OCC_7b3eaf03bbf0,
reject,occupation,REMOTEOK,Spécialiste en facturation,Billing Specialist,OCC_27a8e3b4d62c,
valid,occupation,REMOTEOK,Spécialiste en saisie de données,Data Entry Specialist,OCC_a196178f2449,
valid,occupation,REMOTEOK,Spécialiste en saisie de données - Assistant(e) administratif(ve),Data Entry Specialist Assistant Administrator,OCC_c69fa61c1cf6,
valid,occupation,REMOTEOK,Technicien / Technicienne de piscine,Pool Technician,OCC_1d71758bab20,
valid,occupation,WIKIDATA,Chimiométricien / Chimiométricienne,chemometrician,OCC_d70f56db8654,
reject,occupation,WIKIDATA,Professeur / Professeure d'informatique,computer science teacher,OCC_5def90d15d88,
reject,occupation,WIKIDATA,audiologiste,audiologist,OCC_05e081936a41,
valid,skill,ARBEITNOW,Administration,Administration,SKL_4cf7fdaebb9c,
valid,skill,ARBEITNOW,Administration systèmes et réseaux,System and Network Administration,SKL_6a1980b9b3cc,
valid,skill,ARBEITNOW,Approvisionnement,Supply,SKL_9594c8621b16,
reject,skill,ARBEITNOW,Arts et divertissement,Arts and entertainment,SKL_d2658ef0c99a,
valid,skill,ARBEITNOW,Assurance qualité,Quality Assurance,SKL_c5b7853910ad,
reject,skill,ARBEITNOW,Autre,Other,SKL_73f9beb7ca01,
valid,skill,ARBEITNOW,Baccalauréat ou équivalent,high school or equivalent,SKL_08f7e84127d9,
reject,skill,ARBEITNOW,Beauté,Beauty,SKL_a47c7cfce569,
reject,skill,ARBEITNOW,Bien-être,Wellness,SKL_4f1dcdc9e197,
valid,skill,ARBEITNOW,Biotechnologie,Biotech,SKL_4e2d30bd7ac3,
valid,skill,ARBEITNOW,Business Intelligence,Business Intelligence,SKL_3af717e2d59e,
reject,skill,ARBEITNOW,Bâtiment,Building,SKL_5f13bea144a5,
valid,skill,ARBEITNOW,Cadres dirigeants,Chief Executives,SKL_5c999ebc6a2e,
valid,skill,ARBEITNOW,Certification,certification,SKL_0c6f4404fd8e,
reject,skill,ARBEITNOW,Chef d'équipe,Team Leader,SKL_333fcc2fb98a,
valid,skill,ARBEITNOW,Conseil,Consulting,SKL_9648059e8a60,
reject,skill,ARBEITNOW,Cours de lycée,high school coursework,SKL_48537b44224c,
valid,skill,ARBEITNOW,Directeurs / Directrices,Directors,SKL_f99f5b3cde55,
valid,skill,ARBEITNOW,Développement,Development,SKL_102f88d3b170,
valid,skill,ARBEITNOW,Développement de firmware,Firmware Development,SKL_6011cd95bd17,
valid,skill,ARBEITNOW,Développement logiciel,Software Development,SKL_1d29d48b0c0b,
valid,skill,ARBEITNOW,Développement web,Web Development,SKL_13378ce5fdcb,
valid,skill,ARBEITNOW,Finance,Finance,SKL_515c47693b95,
reject,skill,ARBEITNOW,Formation,Training,SKL_f34018fa3386,
reject,skill,ARBEITNOW,Formation professionnelle,vocational,SKL_7e6015a88f97,
valid,skill,ARBEITNOW,Gestion de la qualité,Quality Management,SKL_27f0215b16be,
valid,skill,ARBEITNOW,Gestion de projet,Project Management,SKL_e6b7d5f0a846,
valid,skill,ARBEITNOW,Gestion des processus,Process Management,SKL_eaf4cc5da533,
reject,skill,ARBEITNOW,Informatique,IT,SKL_5b652b92636a,
reject,skill,ARBEITNOW,Ingénierie,Engineering,SKL_79c131d33885,
valid,skill,ARBEITNOW,Ingénierie de l'automatisation,Automation Engineering,SKL_c44215649ff6,
valid,skill,ARBEITNOW,Ingénierie des services de sécurité,Safety Services Engineering,SKL_f5834c0b1b23,
valid,skill,ARBEITNOW,Inspection,Inspection,SKL_182f1752e622,
valid,skill,ARBEITNOW,Internet et logiciels,Internet and software,SKL_7411bc5936ad,
valid,skill,ARBEITNOW,Licence,bachelor's degree,SKL_7af7f9372ca2,
valid,skill,ARBEITNOW,Management,Management,SKL_58dc550e46de,
valid,skill,ARBEITNOW,Marketing et Communication,Marketing and Communication,SKL_11d82775ca45,
valid,skill,ARBEITNOW,Marketing et relations publiques,Marketing and pr,SKL_ee8988321013,
reject,skill,ARBEITNOW,Pharmaceutique,pharma,SKL_713f50e749a1,
reject,skill,ARBEITNOW,Professionnel,professional,SKL_a1fd4af8ffb0,
reject,skill,ARBEITNOW,R&D,r&d,SKL_7e11f221f9ad,
reject,skill,ARBEITNOW,RH,HR,SKL_81c855b1d7f9,
reject,skill,ARBEITNOW,Responsable marketing,Marketing Manager,SKL_ce745e4230f7,
reject,skill,ARBEITNOW,Responsable réseaux sociaux,Social Media Manager,SKL_544038d97b6d,
reject,skill,ARBEITNOW,Rémunération et avantages sociaux,Compensation and Benefits,SKL_7ce4283168cb,
valid,skill,ARBEITNOW,Service client,Customer Service,SKL_aedbf5bf44e3,
valid,skill,ARBEITNOW,Systèmes embarqués,Embedded Systems,SKL_65a0566e51c4,
valid,skill,ARBEITNOW,Sécurité informatique,IT Security,SKL_066785341766,
reject,skill,ARBEITNOW,Technologies de l'information,Information technology,SKL_7b05d8546575,
reject,skill,ARBEITNOW,Télétravail,Remote,SKL_a453dce2b681,
reject,skill,REMOTEOK,API,api,SKL_3afb9e9c5ef2,
reject,skill,REMOTEOK,Administrateur / Administratrice système,sys admin,SKL_f250392a2a71,
reject,skill,REMOTEOK,Administration,admin,SKL_2eb50898764d,
valid,skill,REMOTEOK,Analyste,analyst,SKL_b112fb9ebdb1,
valid,skill,REMOTEOK,Architecture,architecture,SKL_ed7e4b1c32ba,
valid,skill,REMOTEOK,Assembleur,assembly,SKL_8c9a63652154,
reject,skill,REMOTEOK,Assistant(e) virtuel(le),virtual assistant,SKL_21b305b59f6a,
valid,skill,REMOTEOK,Assurance qualité,quality assurance,SKL_3c5062886f58,
valid,skill,REMOTEOK,C,c,SKL_4ee450fb1956,
valid,skill,REMOTEOK,C++,c plus plus,SKL_70ded94e0524,
valid,skill,REMOTEOK,CSS,css,SKL_e5edcdb998db,
reject,skill,REMOTEOK,Chef de produit,product manager,SKL_7288c359cbfa,
valid,skill,REMOTEOK,Cloud,cloud,SKL_3add25dbe1f5,
valid,skill,REMOTEOK,Comptabilité,accounting,SKL_c6fcaacc43af,
valid,skill,REMOTEOK,Conseil,consulting,SKL_dd349b83dd94,
valid,skill,REMOTEOK,Contrôleur / Contrôleuse,controller,SKL_95c22dc3a485,
valid,skill,REMOTEOK,Coordinateur / Coordinatrice,coordinator,SKL_e086b66b31f9,
valid,skill,REMOTEOK,Design,design,SKL_7e50efb567c8,
valid,skill,REMOTEOK,Designer,designer,SKL_77719d253c0f,
valid,skill,REMOTEOK,Direction,exec,SKL_e0e7d59ee005,
valid,skill,REMOTEOK,Développement,dev,SKL_bb0642a0801c,
valid,skill,REMOTEOK,Développement de jeux vidéo,game dev,SKL_9557509c578d,
valid,skill,REMOTEOK,Développement web,web dev,SKL_1294736fa718,
valid,skill,REMOTEOK,E-commerce,ecommerce,SKL_2d221cdc9478,
reject,skill,REMOTEOK,Enseignement,teaching,SKL_4bf7e2a718e9,
valid,skill,REMOTEOK,Excel,excel,SKL_e71610d5e32e,
valid,skill,REMOTEOK,Finance,finance,SKL_e13dc4494db1,
valid,skill,REMOTEOK,Front-end,front end,SKL_460c04dcc0af,
valid,skill,REMOTEOK,Golang,golang,SKL_014899ec0243,
valid,skill,REMOTEOK,HTML,html,SKL_a26645af99c4,
reject,skill,REMOTEOK,Illustrator,illustrator,SKL_5ee620e6a9b5,
reject,skill,REMOTEOK,Ingénieur / Ingénieure,engineer,SKL_e9192bd08953,
valid,skill,REMOTEOK,Jira,jira,SKL_a0415d24d75d,
reject,skill,REMOTEOK,Junior,junior,SKL_78463e0ee8c2,
reject,skill,REMOTEOK,Juridique,legal,SKL_c7bba98af322,
valid,skill,REMOTEOK,Linguistique,linguistics,SKL_86c8421224d8,
valid,skill,REMOTEOK,Marketing,marketing,SKL_1404972f7341,
valid,skill,REMOTEOK,Mathématiques,math,SKL_39b720afc8ef,
valid,skill,REMOTEOK,Microsoft,microsoft,SKL_fe96e3f37fe3,
valid,skill,REMOTEOK,Mobile,mobile,SKL_ab8be6509b6e,
valid,skill,REMOTEOK,Musique,music,SKL_671db98b469f,
valid,skill,REMOTEOK,Médical,medical,SKL_f38bef9250a4,
reject,skill,REMOTEOK,Nomade numérique,digital nomad,SKL_2ec359c8eaed,
reject,skill,REMOTEOK,Non technique,non tech,SKL_20f6d11b3b14,
valid,skill,REMOTEOK,Opérations,ops,SKL_6ee8666ca5d9,
reject,skill,REMOTEOK,Parole,speech,SKL_925593027168,
valid,skill,REMOTEOK,Photoshop,photoshop,SKL_d1f98460281a,
reject,skill,REMOTEOK,Professeur d'anglais,english teacher,SKL_d0ef8b10d57d,
reject,skill,REMOTEOK,Publicités,ads,SKL_9913c0ce8174,
valid,skill,REMOTEOK,Python,python,SKL_89a6131b45c1,
reject,skill,REMOTEOK,RH,hr,SKL_b2deeff6decf,
reject,skill,REMOTEOK,Recruteur / Recruteuse,recruiter,SKL_64ba4e5d0b07,
valid,skill,REMOTEOK,Robotique,robotics,SKL_0ba42fd4778d,
valid,skill,REMOTEOK,Rédaction de contenu,content writing,SKL_4f8d92e210a1,
valid,skill,REMOTEOK,Réseaux sociaux,social media,SKL_0c49b0ae26a5,
reject,skill,REMOTEOK,SEO,seo,SKL_1077e775c12c,
reject,skill,REMOTEOK,SaaS,saas,SKL_715f3c40bd8e,
valid,skill,REMOTEOK,Saisie de données,data entry,SKL_b1d2e416f4ce,
valid,skill,REMOTEOK,Salesforce,salesforce,SKL_e6786424a536,
valid,skill,REMOTEOK,Science des données,data science,SKL_c3e6c3cb78ff,
reject,skill,REMOTEOK,Senior,senior,SKL_5c7a23d0b779,
reject,skill,REMOTEOK,Stage,internship,SKL_104023a06bb4,
valid,skill,REMOTEOK,Statistiques,stats,SKL_b9981c33f01a,
valid,skill,REMOTEOK,Stratégie,strategy,SKL_4999785538a5,
reject,skill,REMOTEOK,Superviseur / Superviseuse,supervisor,SKL_0aeb8154850b,
reject,skill,REMOTEOK,Support client,customer support,SKL_ecdb6d643f18,
valid,skill,REMOTEOK,Sécurité informatique,infosec,SKL_e873316e9d07,
reject,skill,REMOTEOK,Technique,technical,SKL_5753e2f0e844,
reject,skill,REMOTEOK,Temps plein,full time,SKL_b9ca6834eaec,
reject,skill,REMOTEOK,Tests,testing,SKL_7432b46283a1,
reject,skill,REMOTEOK,Transcription,transcribing,SKL_559135a52bc5,
reject,skill,REMOTEOK,VFX,vfx,SKL_8a1e073d3c8a,
reject,skill,REMOTEOK,Ventes,sales,SKL_2186e643bdac,
reject,skill,REMOTEOK,Vidéo,video,SKL_6eaf14dba0ea,
reject,skill,REMOTEOK,Voyage,travel,SKL_bf08f483d375,
reject,skill,REMOTEOK,WordPress,wordpress,SKL_344e6019936e,
reject,skill,REMOTEOK,Éducation,education,SKL_7bb7e2c943e5,
